outer_seed,quadrant_var_thresh,quadrant_conflict_thresh
0,0.010256013060664173,0.24399999999999977
1,0.007804047873238062,0.36
2,0.01972081467489426,0.32
3,0.010592650236870022,0.16399999999999978
4,0.013661669131270792,0.24
5,0.01564403497893027,0.31999999999999995
6,0.012721038855858225,0.31999999999999995
7,0.012753669708594777,0.2839999999999998
8,0.0012153405243278271,0.003999999999999773
9,0.008148068940299964,0.24
