dataset,family,n_runs,mean_variance_mean,mean_variance_std,moran_i_mean,moran_i_std,n_hh_mean,n_hh_std,frac_significant_moran
compas,GBM,10,0.0012454725594118576,0.0002902871630211564,0.25618972938126533,0.06810941007417964,131.2,54.110586353832424,1.0
compas,LogReg,10,5.9822238580970434e-05,0.00012783434384580934,0.16559056321428095,0.19349798233340826,82.4,103.76169278153132,0.9
compas,MLP,10,0.0012558569401979606,0.0001325454590867141,0.422010917162812,0.04700210472902905,261.3,41.85437717717095,1.0
compas,RF,10,0.0032385363885786686,0.0003549519994120115,0.1388649328577409,0.020284427381878866,102.1,22.248345756232954,1.0
compas,kNN,10,0.010692453277963337,0.0013972662171763748,0.0803614731994919,0.02168579600487103,77.5,40.855436194791345,1.0
