method,label,bootstrap,rule_rank,in_bag_support,in_bag_purity,oob_support,oob_purity,oob_lift,outer_seed
tree,HH,6,1,81,0.12345679012345678,32,0.15625,1.6701388888888888,1
tree,HH,6,2,10,0.1,3,0.3333333333333333,3.5629629629629624,1
tree,HH,6,3,20,0.25,10,0.2,2.137777777777778,1
tree,HH,7,0,164,0.2682926829268293,41,0.17073170731707318,1.8249322493224933,1
tree,HH,7,1,144,0.6180555555555556,64,0.515625,5.511458333333333,1
tree,HH,7,2,53,0.2830188679245283,11,0.09090909090909091,0.9717171717171716,1
tree,HH,8,0,243,0.49382716049382713,82,0.4024390243902439,4.301626016260163,1
tree,HH,8,1,39,0.1794871794871795,33,0.18181818181818182,1.9434343434343433,1
tree,HH,8,2,19,0.3157894736842105,9,0.4444444444444444,4.750617283950617,1
tree,HH,8,3,12,0.25,4,0.0,0.0,1
tree,HH,9,0,140,0.25,50,0.24,2.5653333333333332,1
tree,HH,9,1,112,0.6428571428571429,54,0.6296296296296297,6.730041152263374,1
tree,HH,9,2,23,0.30434782608695654,7,0.5714285714285714,6.1079365079365076,1
tree,HH,9,3,40,0.15,16,0.125,1.336111111111111,1
tree,HH,10,0,60,0.11666666666666667,23,0.21739130434782608,2.3236714975845407,1
tree,HH,10,1,230,0.4826086956521739,88,0.38636363636363635,4.12979797979798,1
tree,HH,10,2,35,0.2571428571428571,16,0.3125,3.3402777777777777,1
tree,HH,10,3,14,0.14285714285714285,2,0.5,5.344444444444444,1
tree,HH,11,0,261,0.4367816091954023,91,0.42857142857142855,4.580952380952381,1
tree,HH,11,1,72,0.18055555555555555,27,0.18518518518518517,1.979423868312757,1
tree,HH,11,2,27,0.2222222222222222,20,0.3,3.2066666666666666,1
tree,HH,11,3,10,0.2,12,0.0,0.0,1
tree,HH,12,0,280,0.4357142857142857,92,0.391304347826087,4.182608695652174,1
tree,HH,12,1,112,0.15178571428571427,36,0.1111111111111111,1.1876543209876542,1
tree,HH,12,2,13,0.38461538461538464,5,0.2,2.137777777777778,1
tree,HH,13,0,265,0.36981132075471695,105,0.49523809523809526,5.293544973544973,1
tree,HH,13,1,111,0.11711711711711711,36,0.1111111111111111,1.1876543209876542,1
tree,HH,14,0,121,0.2975206611570248,64,0.203125,2.1711805555555554,1
tree,HH,14,1,126,0.6507936507936508,49,0.6326530612244898,6.762358276643991,1
tree,HH,14,2,41,0.3170731707317073,15,0.26666666666666666,2.85037037037037,1
tree,HH,14,3,24,0.3333333333333333,9,0.0,0.0,1
tree,HH,15,0,265,0.4679245283018868,93,0.3118279569892473,3.333094384707288,1
tree,HH,15,1,110,0.16363636363636364,40,0.1,1.068888888888889,1
tree,HH,15,2,33,0.21212121212121213,7,0.2857142857142857,3.0539682539682538,1
tree,HH,16,0,278,0.4136690647482014,84,0.4880952380952381,5.217195767195767,1
tree,HH,16,1,79,0.10126582278481013,19,0.21052631578947367,2.2502923976608185,1
tree,HH,16,2,46,0.2826086956521739,7,0.42857142857142855,4.580952380952381,1
tree,HH,17,0,141,0.3120567375886525,50,0.18,1.924,1
tree,HH,17,1,120,0.6333333333333333,53,0.6415094339622641,6.857023060796645,1
tree,HH,17,2,33,0.48484848484848486,6,0.3333333333333333,3.5629629629629624,1
tree,HH,17,3,13,0.38461538461538464,4,0.25,2.672222222222222,1
tree,HH,18,0,272,0.4411764705882353,91,0.4065934065934066,4.346031746031746,1
tree,HH,18,1,84,0.13095238095238096,47,0.1276595744680851,1.3645390070921983,1
tree,HH,18,2,36,0.2222222222222222,4,0.5,5.344444444444444,1
tree,HH,19,0,271,0.45018450184501846,106,0.4339622641509434,4.638574423480084,1
tree,HH,19,1,108,0.1388888888888889,34,0.17647058823529413,1.8862745098039215,1
tree,HH,19,2,42,0.11904761904761904,17,0.11764705882352941,1.257516339869281,1
tree,HH,20,0,141,0.2978723404255319,50,0.2,2.137777777777778,1
tree,HH,20,1,119,0.5798319327731093,52,0.6730769230769231,7.194444444444445,1
tree,HH,20,2,41,0.2682926829268293,9,0.3333333333333333,3.5629629629629624,1
tree,HH,20,3,61,0.11475409836065574,23,0.08695652173913043,0.9294685990338164,1
tree,HH,21,0,258,0.46511627906976744,99,0.3434343434343434,3.670931537598204,1
tree,HH,21,1,99,0.15151515151515152,21,0.14285714285714285,1.5269841269841269,1
tree,HH,21,2,18,0.4444444444444444,12,0.08333333333333333,0.8907407407407406,1
tree,HH,22,0,128,0.2421875,60,0.25,2.672222222222222,1
tree,HH,22,1,138,0.6304347826086957,44,0.6363636363636364,6.802020202020201,1
tree,HH,22,2,17,0.5294117647058824,11,0.36363636363636365,3.8868686868686866,1
tree,HH,23,0,230,0.4782608695652174,84,0.40476190476190477,4.326455026455026,1
tree,HH,23,1,55,0.18181818181818182,23,0.13043478260869565,1.3942028985507244,1
tree,HH,23,2,23,0.5652173913043478,8,0.25,2.672222222222222,1
tree,HH,23,3,42,0.11904761904761904,14,0.0,0.0,1
tree,HH,24,0,325,0.39692307692307693,121,0.30578512396694213,3.268503213957759,1
tree,HH,24,1,81,0.12345679012345678,48,0.10416666666666667,1.1134259259259258,1
tree,HH,24,2,10,0.1,4,0.25,2.672222222222222,1
tree,HH,25,0,249,0.39357429718875503,107,0.48598130841121495,5.19460020768432,1
tree,HH,25,1,124,0.13709677419354838,32,0.125,1.336111111111111,1
tree,HH,25,2,44,0.09090909090909091,19,0.15789473684210525,1.687719298245614,1
tree,HH,26,0,285,0.3929824561403509,92,0.4673913043478261,4.995893719806763,1
tree,HH,26,1,81,0.14814814814814814,31,0.12903225806451613,1.37921146953405,1
tree,HH,26,2,38,0.15789473684210525,19,0.10526315789473684,1.1251461988304092,1
tree,HH,27,0,133,0.2781954887218045,58,0.25862068965517243,2.764367816091954,1
tree,HH,27,1,118,0.6186440677966102,55,0.6363636363636364,6.802020202020201,1
tree,HH,27,2,26,0.3076923076923077,18,0.2222222222222222,2.3753086419753084,1
