method,label,bootstrap,rule_rank,in_bag_support,in_bag_purity,oob_support,oob_purity,oob_lift,outer_seed
tree,HH,28,0,269,0.4052044609665427,99,0.42424242424242425,4.534680134680134,1
tree,HH,28,1,90,0.17777777777777778,33,0.12121212121212122,1.2956228956228957,1
tree,HH,28,2,15,0.13333333333333333,12,0.08333333333333333,0.8907407407407406,1
tree,HH,28,3,45,0.1111111111111111,16,0.125,1.336111111111111,1
tree,HH,29,0,316,0.3670886075949367,116,0.3706896551724138,3.9622605363984675,1
tree,HH,29,1,89,0.10112359550561797,52,0.07692307692307693,0.8222222222222222,1
tree,HH,30,0,50,0.18,24,0.16666666666666666,1.7814814814814812,1
tree,HH,30,1,231,0.4588744588744589,90,0.4666666666666667,4.988148148148148,1
tree,HH,30,2,31,0.3548387096774194,4,0.75,8.016666666666666,1
tree,HH,30,3,26,0.11538461538461539,15,0.0,0.0,1
tree,HH,31,0,141,0.2695035460992908,48,0.25,2.672222222222222,1
tree,HH,31,1,129,0.6666666666666666,45,0.6222222222222222,6.650864197530864,1
tree,HH,31,2,44,0.18181818181818182,13,0.46153846153846156,4.933333333333334,1
tree,HH,31,3,21,0.23809523809523808,8,0.375,4.008333333333333,1
tree,HH,32,0,277,0.4404332129963899,103,0.4174757281553398,4.462351672060409,1
tree,HH,32,1,110,0.15454545454545454,37,0.05405405405405406,0.5777777777777777,1
tree,HH,32,2,44,0.20454545454545456,17,0.058823529411764705,0.6287581699346405,1
tree,HH,33,0,345,0.3681159420289855,134,0.3805970149253731,4.068159203980099,1
tree,HH,33,1,88,0.10227272727272728,20,0.0,0.0,1
tree,HH,33,2,10,0.1,1,1.0,10.688888888888888,1
tree,HH,33,3,10,0.1,5,0.0,0.0,1
tree,HH,34,0,280,0.42857142857142855,95,0.45263157894736844,4.8381286549707605,1
tree,HH,34,1,74,0.13513513513513514,36,0.1388888888888889,1.4845679012345678,1
tree,HH,34,2,19,0.3157894736842105,12,0.25,2.672222222222222,1
tree,HH,35,0,144,0.22916666666666666,50,0.26,2.779111111111111,1
tree,HH,35,1,143,0.5454545454545454,42,0.7142857142857143,7.634920634920634,1
tree,HH,35,2,64,0.140625,25,0.2,2.137777777777778,1
tree,HH,35,3,33,0.21212121212121213,4,0.25,2.672222222222222,1
tree,HH,36,0,263,0.4600760456273764,95,0.4105263157894737,4.388070175438596,1
tree,HH,36,1,81,0.13580246913580246,32,0.125,1.336111111111111,1
tree,HH,37,0,270,0.37777777777777777,115,0.4260869565217391,4.5543961352657,1
tree,HH,37,1,118,0.11016949152542373,48,0.08333333333333333,0.8907407407407406,1
tree,HH,37,2,35,0.08571428571428572,14,0.14285714285714285,1.5269841269841269,1
tree,HH,38,0,135,0.32592592592592595,60,0.18333333333333332,1.9596296296296294,1
tree,HH,38,1,141,0.6170212765957447,41,0.6585365853658537,7.0390243902439025,1
tree,HH,38,2,81,0.16049382716049382,20,0.3,3.2066666666666666,1
tree,HH,38,3,22,0.2727272727272727,11,0.18181818181818182,1.9434343434343433,1
tree,HH,39,0,268,0.45149253731343286,92,0.41304347826086957,4.414975845410628,1
tree,HH,39,1,79,0.13924050632911392,30,0.13333333333333333,1.425185185185185,1
tree,HH,39,2,40,0.175,16,0.0625,0.6680555555555555,1
tree,HH,40,0,276,0.4528985507246377,96,0.3541666666666667,3.785648148148148,1
tree,HH,40,1,105,0.13333333333333333,35,0.14285714285714285,1.5269841269841269,1
tree,HH,40,2,29,0.3103448275862069,6,0.0,0.0,1
tree,HH,41,0,242,0.49173553719008267,92,0.34782608695652173,3.7178743961352656,1
tree,HH,41,1,62,0.1774193548387097,24,0.20833333333333334,2.2268518518518516,1
tree,HH,41,2,25,0.36,7,0.42857142857142855,4.580952380952381,1
tree,HH,42,0,272,0.3492647058823529,103,0.49514563106796117,5.292556634304207,1
tree,HH,42,1,56,0.125,29,0.3103448275862069,3.3172413793103446,1
tree,HH,42,2,47,0.1276595744680851,13,0.15384615384615385,1.6444444444444444,1
tree,HH,43,0,254,0.515748031496063,103,0.34951456310679613,3.7359223300970874,1
tree,HH,43,1,35,0.22857142857142856,16,0.3125,3.3402777777777777,1
tree,HH,44,0,288,0.46875,89,0.3595505617977528,3.8431960049937577,1
tree,HH,44,1,95,0.14736842105263157,44,0.11363636363636363,1.2146464646464645,1
tree,HH,45,0,268,0.45149253731343286,105,0.3904761904761905,4.1737566137566136,1
tree,HH,45,1,81,0.1728395061728395,34,0.08823529411764706,0.9431372549019608,1
tree,HH,45,2,25,0.24,8,0.25,2.672222222222222,1
tree,HH,46,0,151,0.2582781456953642,46,0.2391304347826087,2.5560386473429952,1
tree,HH,46,1,119,0.6302521008403361,53,0.6226415094339622,6.655345911949685,1
tree,HH,46,2,20,0.55,9,0.3333333333333333,3.5629629629629624,1
tree,HH,46,3,39,0.15384615384615385,14,0.07142857142857142,0.7634920634920634,1
tree,HH,47,0,268,0.3805970149253731,94,0.4787234042553192,5.117021276595745,1
tree,HH,47,1,94,0.11702127659574468,40,0.125,1.336111111111111,1
tree,HH,47,2,41,0.14634146341463414,13,0.15384615384615385,1.6444444444444444,1
tree,HH,48,0,254,0.4645669291338583,92,0.391304347826087,4.182608695652174,1
tree,HH,48,1,75,0.21333333333333335,23,0.13043478260869565,1.3942028985507244,1
tree,HH,48,2,22,0.5,10,0.3,3.2066666666666666,1
tree,HH,49,0,136,0.25,52,0.21153846153846154,2.261111111111111,1
tree,HH,49,1,133,0.631578947368421,46,0.6304347826086957,6.7386473429951685,1
tree,HH,49,2,26,0.34615384615384615,6,0.3333333333333333,3.5629629629629624,1
tree,HH,49,3,32,0.21875,10,0.2,2.137777777777778,1
tree,HH,0,0,13,0.8461538461538461,3,0.0,0.0,2
tree,HH,0,1,13,0.5384615384615384,6,0.5,13.875,2
tree,HH,0,2,15,0.4,5,0.6,16.65,2
tree,HH,0,3,35,1.0,9,1.0,27.75,2
tree,HH,1,0,55,0.09090909090909091,11,0.0,0.0,2
tree,HH,1,1,20,0.55,4,0.5,13.875,2
tree,HH,1,2,12,0.5833333333333334,9,0.2222222222222222,6.166666666666666,2
tree,HH,1,3,28,1.0,12,1.0,27.75,2
tree,HH,2,0,87,0.05747126436781609,43,0.06976744186046512,1.9360465116279069,2
tree,HH,2,1,14,0.35714285714285715,3,0.0,0.0,2
tree,HH,2,2,10,0.7,2,1.0,27.75,2
tree,HH,2,3,17,0.5294117647058824,11,0.5454545454545454,15.136363636363635,2
tree,HH,2,4,18,1.0,10,1.0,27.75,2
tree,HH,3,0,16,0.5,8,0.625,17.34375,2
tree,HH,3,1,12,0.25,8,0.5,13.875,2
tree,HH,3,2,20,1.0,13,1.0,27.75,2
tree,HH,4,0,229,0.048034934497816595,75,0.04,1.11,2
tree,HH,4,1,11,0.2727272727272727,3,0.3333333333333333,9.25,2
tree,HH,4,2,10,0.6,3,1.0,27.75,2
tree,HH,4,3,10,0.7,1,1.0,27.75,2
tree,HH,4,4,10,0.1,0,0.0,0.0,2
tree,HH,4,5,10,1.0,1,1.0,27.75,2
tree,HH,4,6,14,1.0,13,1.0,27.75,2
tree,HH,5,0,154,0.045454545454545456,55,0.05454545454545454,1.5136363636363637,2
tree,HH,5,1,13,0.6153846153846154,3,1.0,27.75,2
tree,HH,5,2,18,0.2222222222222222,1,1.0,27.75,2
tree,HH,5,3,15,0.8666666666666667,11,0.9090909090909091,25.227272727272727,2
tree,HH,5,4,15,1.0,4,1.0,27.75,2
tree,HH,6,0,42,0.16666666666666666,17,0.0,0.0,2
tree,HH,6,1,17,0.5294117647058824,1,1.0,27.75,2
tree,HH,6,2,15,0.4,7,0.42857142857142855,11.892857142857142,2
tree,HH,6,3,36,1.0,7,1.0,27.75,2
tree,HH,7,0,153,0.0457516339869281,60,0.05,1.3875000000000002,2
tree,HH,7,1,10,0.7,9,0.3333333333333333,9.25,2
tree,HH,7,2,12,0.5,7,0.2857142857142857,7.928571428571428,2
tree,HH,7,3,31,1.0,9,1.0,27.75,2
tree,HH,8,0,95,0.07368421052631578,37,0.05405405405405406,1.5,2
tree,HH,8,1,10,0.4,0,0.0,0.0,2
tree,HH,8,2,11,0.45454545454545453,4,0.75,20.8125,2
tree,HH,8,3,10,0.3,0,0.0,0.0,2
tree,HH,8,4,12,0.4166666666666667,4,0.5,13.875,2
tree,HH,8,5,10,1.0,5,1.0,27.75,2
tree,HH,8,6,12,1.0,6,1.0,27.75,2
tree,HH,9,0,99,0.04040404040404041,34,0.08823529411764706,2.448529411764706,2
tree,HH,9,1,18,0.3888888888888889,9,0.3333333333333333,9.25,2
tree,HH,9,2,11,0.36363636363636365,5,0.4,11.100000000000001,2
tree,HH,9,3,10,1.0,2,1.0,27.75,2
tree,HH,9,4,19,1.0,9,1.0,27.75,2
tree,HH,10,0,74,0.08108108108108109,15,0.0,0.0,2
tree,HH,10,1,16,0.625,5,0.4,11.100000000000001,2
tree,HH,10,2,18,0.3333333333333333,7,0.42857142857142855,11.892857142857142,2
tree,HH,10,3,36,1.0,7,1.0,27.75,2
tree,HH,11,0,124,0.08064516129032258,74,0.013513513513513514,0.375,2
tree,HH,11,1,12,0.25,5,0.8,22.200000000000003,2
tree,HH,11,2,12,0.5,0,0.0,0.0,2
tree,HH,11,3,10,0.3,3,0.3333333333333333,9.25,2
tree,HH,11,4,11,0.9090909090909091,9,0.8888888888888888,24.666666666666664,2
tree,HH,11,5,13,1.0,8,0.875,24.28125,2
tree,HH,12,0,150,0.03333333333333333,62,0.08064516129032258,2.2379032258064515,2
tree,HH,12,1,15,0.6,7,0.5714285714285714,15.857142857142856,2
tree,HH,12,2,12,0.16666666666666666,5,0.8,22.200000000000003,2
tree,HH,12,3,10,0.5,2,0.0,0.0,2
tree,HH,12,4,23,1.0,14,1.0,27.75,2
tree,HH,13,0,99,0.04040404040404041,33,0.06060606060606061,1.6818181818181819,2
tree,HH,13,1,17,0.35294117647058826,2,0.5,13.875,2
tree,HH,13,2,10,0.7,4,0.5,13.875,2
tree,HH,13,3,18,0.3333333333333333,7,0.7142857142857143,19.821428571428573,2
tree,HH,13,4,22,1.0,8,1.0,27.75,2
tree,HH,14,0,12,0.6666666666666666,9,0.4444444444444444,12.333333333333332,2
tree,HH,14,1,13,0.7692307692307693,1,1.0,27.75,2
tree,HH,14,2,11,0.36363636363636365,3,0.0,0.0,2
tree,HH,14,3,19,1.0,13,1.0,27.75,2
tree,HH,15,0,15,0.6,6,0.5,13.875,2
tree,HH,15,1,13,0.46153846153846156,9,0.3333333333333333,9.25,2
tree,HH,15,2,30,1.0,9,1.0,27.75,2
tree,HH,16,0,201,0.03980099502487562,78,0.038461538461538464,1.0673076923076923,2
tree,HH,16,1,11,0.7272727272727273,7,0.2857142857142857,7.928571428571428,2
tree,HH,16,2,16,0.3125,6,0.5,13.875,2
tree,HH,16,3,28,1.0,12,1.0,27.75,2
tree,HH,17,0,90,0.06666666666666667,37,0.05405405405405406,1.5,2
tree,HH,17,1,18,0.4444444444444444,4,0.75,20.8125,2
tree,HH,17,2,12,0.5833333333333334,3,1.0,27.75,2
tree,HH,17,3,10,0.2,3,1.0,27.75,2
tree,HH,17,4,32,1.0,6,1.0,27.75,2
tree,HH,18,0,18,0.5555555555555556,6,0.5,13.875,2
tree,HH,18,1,13,0.38461538461538464,2,0.0,0.0,2
tree,HH,18,2,36,1.0,14,0.7857142857142857,21.803571428571427,2
tree,HH,19,0,151,0.046357615894039736,60,0.05,1.3875000000000002,2
tree,HH,19,1,11,0.45454545454545453,7,0.5714285714285714,15.857142857142856,2
tree,HH,19,2,18,0.3333333333333333,5,0.4,11.100000000000001,2
tree,HH,19,3,11,1.0,9,1.0,27.75,2
tree,HH,19,4,16,1.0,2,1.0,27.75,2
tree,HH,20,0,66,0.06060606060606061,24,0.08333333333333333,2.3125,2
tree,HH,20,1,15,0.8,8,0.25,6.9375,2
tree,HH,20,2,10,0.2,3,0.6666666666666666,18.5,2
tree,HH,20,3,10,0.8,2,0.5,13.875,2
tree,HH,20,4,21,1.0,11,1.0,27.75,2
tree,HH,21,0,182,0.03296703296703297,92,0.05434782608695652,1.5081521739130435,2
tree,HH,21,1,16,0.5,5,0.4,11.100000000000001,2
tree,HH,21,2,18,0.7222222222222222,11,0.7272727272727273,20.181818181818183,2
tree,HH,21,3,18,1.0,3,1.0,27.75,2
tree,HH,22,0,157,0.03821656050955414,51,0.058823529411764705,1.6323529411764706,2
tree,HH,22,1,10,0.5,5,0.6,16.65,2
tree,HH,22,2,11,0.36363636363636365,0,0.0,0.0,2
tree,HH,22,3,12,0.4166666666666667,3,0.3333333333333333,9.25,2
tree,HH,22,4,10,0.9,3,0.3333333333333333,9.25,2
tree,HH,22,5,23,1.0,7,1.0,27.75,2
tree,HH,23,0,13,0.38461538461538464,2,1.0,27.75,2
tree,HH,23,1,11,0.5454545454545454,3,0.3333333333333333,9.25,2
tree,HH,23,2,14,0.35714285714285715,9,0.4444444444444444,12.333333333333332,2
tree,HH,23,3,27,1.0,11,1.0,27.75,2
tree,HH,24,0,204,0.04411764705882353,74,0.02702702702702703,0.75,2
tree,HH,24,1,13,0.5384615384615384,4,0.25,6.9375,2
tree,HH,24,2,10,0.9,2,1.0,27.75,2
tree,HH,24,3,20,0.4,7,0.42857142857142855,11.892857142857142,2
tree,HH,24,4,11,1.0,5,1.0,27.75,2
tree,HH,24,5,18,1.0,6,1.0,27.75,2
tree,HH,25,0,106,0.04716981132075472,30,0.03333333333333333,0.925,2
tree,HH,25,1,11,0.2727272727272727,12,0.5833333333333334,16.1875,2
tree,HH,25,2,15,0.2,7,0.7142857142857143,19.821428571428573,2
tree,HH,25,3,10,1.0,0,0.0,0.0,2
tree,HH,25,4,20,1.0,8,1.0,27.75,2
tree,HH,26,0,152,0.05263157894736842,64,0.03125,0.8671875,2
tree,HH,26,1,14,0.5,7,0.42857142857142855,11.892857142857142,2
tree,HH,26,2,12,0.5,4,0.5,13.875,2
tree,HH,26,3,10,0.8,1,1.0,27.75,2
tree,HH,26,4,29,1.0,8,0.75,20.8125,2
tree,HH,27,0,49,0.10204081632653061,13,0.0,0.0,2
tree,HH,27,1,10,0.5,8,0.5,13.875,2
tree,HH,27,2,17,0.29411764705882354,7,0.5714285714285714,15.857142857142856,2
tree,HH,27,3,19,1.0,13,1.0,27.75,2
tree,HH,28,0,116,0.0603448275862069,31,0.06451612903225806,1.7903225806451613,2
tree,HH,28,1,11,0.45454545454545453,12,0.4166666666666667,11.5625,2
tree,HH,28,2,20,0.45,5,0.4,11.100000000000001,2
tree,HH,28,3,27,1.0,10,1.0,27.75,2
tree,HH,29,0,10,0.7,2,0.5,13.875,2
tree,HH,29,1,10,0.5,2,0.5,13.875,2
tree,HH,29,2,11,0.7272727272727273,0,0.0,0.0,2
tree,HH,29,3,13,0.15384615384615385,1,1.0,27.75,2
tree,HH,29,4,10,1.0,8,1.0,27.75,2
tree,HH,29,5,18,1.0,4,1.0,27.75,2
tree,HH,30,0,161,0.06832298136645963,56,0.017857142857142856,0.49553571428571425,2
tree,HH,30,1,12,0.75,5,0.6,16.65,2
tree,HH,30,2,14,0.42857142857142855,5,0.6,16.65,2
tree,HH,30,3,28,1.0,10,1.0,27.75,2
tree,HH,31,0,210,0.0380952380952381,74,0.02702702702702703,0.75,2
tree,HH,31,1,16,0.6875,6,0.3333333333333333,9.25,2
tree,HH,31,2,15,0.3333333333333333,5,0.4,11.100000000000001,2
tree,HH,31,3,24,1.0,10,1.0,27.75,2
tree,HH,32,0,44,0.18181818181818182,13,0.0,0.0,2
tree,HH,32,1,11,0.7272727272727273,9,0.4444444444444444,12.333333333333332,2
tree,HH,32,2,19,0.3157894736842105,5,0.6,16.65,2
tree,HH,32,3,19,1.0,12,1.0,27.75,2
tree,HH,33,0,194,0.04639175257731959,86,0.0,0.0,2
tree,HH,33,1,13,0.46153846153846156,3,0.3333333333333333,9.25,2
tree,HH,33,2,10,1.0,3,0.6666666666666666,18.5,2
tree,HH,33,3,16,0.25,6,0.6666666666666666,18.5,2
tree,HH,33,4,29,1.0,10,1.0,27.75,2
tree,HH,34,0,15,0.2,7,0.0,0.0,2
tree,HH,34,1,26,0.038461538461538464,11,0.0,0.0,2
tree,HH,34,2,11,0.2727272727272727,8,0.75,20.8125,2
tree,HH,34,3,18,0.5555555555555556,4,0.25,6.9375,2
tree,HH,34,4,28,1.0,9,1.0,27.75,2
tree,HH,35,0,11,0.45454545454545453,3,0.3333333333333333,9.25,2
tree,HH,35,1,10,1.0,1,1.0,27.75,2
tree,HH,35,2,15,0.4,6,0.3333333333333333,9.25,2
tree,HH,35,3,21,1.0,12,1.0,27.75,2
tree,HH,36,0,28,0.32142857142857145,8,0.125,3.46875,2
tree,HH,36,1,15,0.4,7,0.7142857142857143,19.821428571428573,2
tree,HH,36,2,16,0.8125,10,0.9,24.975,2
tree,HH,36,3,17,1.0,2,1.0,27.75,2
tree,HH,37,0,49,0.24489795918367346,16,0.0,0.0,2
tree,HH,37,1,12,0.5833333333333334,7,0.42857142857142855,11.892857142857142,2
tree,HH,37,2,12,0.4166666666666667,5,0.2,5.550000000000001,2
tree,HH,37,3,27,1.0,7,1.0,27.75,2
tree,HH,38,0,172,0.06395348837209303,56,0.017857142857142856,0.49553571428571425,2
tree,HH,38,1,13,0.6153846153846154,9,0.4444444444444444,12.333333333333332,2
tree,HH,38,2,13,0.3076923076923077,5,0.2,5.550000000000001,2
tree,HH,38,3,15,0.8666666666666667,6,0.8333333333333334,23.125,2
tree,HH,38,4,25,1.0,3,0.6666666666666666,18.5,2
tree,HH,39,0,222,0.04054054054054054,71,0.028169014084507043,0.7816901408450705,2
tree,HH,39,1,14,0.5,9,0.5555555555555556,15.416666666666668,2
tree,HH,39,2,15,0.26666666666666666,5,0.6,16.65,2
tree,HH,39,3,26,1.0,10,1.0,27.75,2
tree,HH,40,0,16,0.4375,7,0.7142857142857143,19.821428571428573,2
tree,HH,40,1,10,0.7,0,0.0,0.0,2
tree,HH,40,2,11,0.2727272727272727,4,0.25,6.9375,2
tree,HH,40,3,32,1.0,8,1.0,27.75,2
tree,HH,41,0,83,0.10843373493975904,42,0.047619047619047616,1.3214285714285714,2
tree,HH,41,1,11,0.7272727272727273,9,0.4444444444444444,12.333333333333332,2
tree,HH,41,2,16,0.125,3,0.6666666666666666,18.5,2
tree,HH,41,3,15,0.8666666666666667,7,0.8571428571428571,23.785714285714285,2
tree,HH,41,4,14,1.0,4,1.0,27.75,2
tree,HH,42,0,116,0.06896551724137931,29,0.06896551724137931,1.9137931034482758,2
tree,HH,42,1,18,0.5,8,0.5,13.875,2
tree,HH,42,2,14,0.5714285714285714,7,0.2857142857142857,7.928571428571428,2
tree,HH,42,3,13,1.0,3,1.0,27.75,2
tree,HH,42,4,27,1.0,2,1.0,27.75,2
tree,HH,43,0,193,0.05181347150259067,89,0.02247191011235955,0.6235955056179775,2
tree,HH,43,1,17,0.5294117647058824,6,0.5,13.875,2
tree,HH,43,2,18,0.5555555555555556,5,0.4,11.100000000000001,2
tree,HH,43,3,32,1.0,8,1.0,27.75,2
tree,HH,44,0,239,0.03765690376569038,73,0.0547945205479452,1.5205479452054793,2
tree,HH,44,1,10,0.7,10,0.2,5.550000000000001,2
tree,HH,44,2,21,0.7142857142857143,17,0.7058823529411765,19.58823529411765,2
tree,HH,44,3,13,1.0,6,1.0,27.75,2
tree,HH,45,0,142,0.04929577464788732,61,0.03278688524590164,0.9098360655737705,2
tree,HH,45,1,21,0.6190476190476191,6,0.6666666666666666,18.5,2
tree,HH,45,2,24,0.4166666666666667,5,0.4,11.100000000000001,2
tree,HH,45,3,27,1.0,13,1.0,27.75,2
tree,HH,46,0,136,0.051470588235294115,64,0.046875,1.30078125,2
tree,HH,46,1,10,0.5,6,0.8333333333333334,23.125,2
tree,HH,46,2,21,0.38095238095238093,4,0.75,20.8125,2
tree,HH,46,3,30,1.0,8,1.0,27.75,2
tree,HH,47,0,61,0.13114754098360656,22,0.0,0.0,2
tree,HH,47,1,12,0.6666666666666666,3,0.0,0.0,2
tree,HH,47,2,10,0.8,2,0.0,0.0,2
tree,HH,47,3,16,0.5,8,0.25,6.9375,2
tree,HH,47,4,23,1.0,9,1.0,27.75,2
tree,HH,48,0,17,0.4117647058823529,8,0.375,10.40625,2
tree,HH,48,1,13,0.46153846153846156,1,0.0,0.0,2
tree,HH,48,2,12,0.9166666666666666,3,0.3333333333333333,9.25,2
tree,HH,48,3,29,1.0,6,1.0,27.75,2
tree,HH,49,0,144,0.034722222222222224,64,0.046875,1.30078125,2
tree,HH,49,1,19,0.5263157894736842,9,0.4444444444444444,12.333333333333332,2
tree,HH,49,2,10,0.2,4,0.5,13.875,2
tree,HH,49,3,11,0.9090909090909091,8,0.875,24.28125,2
tree,HH,49,4,18,1.0,5,0.8,22.200000000000003,2
tree,HH,0,0,148,0.4189189189189189,52,0.36538461538461536,3.1198224852071004,3
tree,HH,0,1,60,0.3333333333333333,16,0.1875,1.6009615384615385,3
tree,HH,0,2,39,0.3076923076923077,20,0.4,3.4153846153846157,3
tree,HH,1,0,116,0.25,50,0.28,2.390769230769231,3
tree,HH,1,1,53,0.6792452830188679,18,0.5555555555555556,4.743589743589744,3
tree,HH,1,2,74,0.33783783783783783,26,0.2692307692307692,2.298816568047337,3
tree,HH,1,3,11,0.7272727272727273,8,0.5,4.269230769230769,3
tree,HH,1,4,38,0.18421052631578946,29,0.20689655172413793,1.76657824933687,3
tree,HH,2,0,78,0.5769230769230769,34,0.5,4.269230769230769,3
tree,HH,2,1,193,0.22279792746113988,67,0.14925373134328357,1.2743972445464982,3
tree,HH,2,2,23,0.6956521739130435,9,0.5555555555555556,4.743589743589744,3
tree,HH,3,0,74,0.21621621621621623,27,0.18518518518518517,1.5811965811965811,3
tree,HH,3,1,73,0.5753424657534246,28,0.4642857142857143,3.9642857142857144,3
tree,HH,3,2,19,0.631578947368421,10,0.6,5.123076923076923,3
tree,HH,4,0,158,0.4050632911392405,50,0.4,3.4153846153846157,3
tree,HH,4,1,232,0.15948275862068967,89,0.20224719101123595,1.7268798617113224,3
tree,HH,4,2,13,0.8461538461538461,1,0.0,0.0,3
tree,HH,5,0,118,0.2288135593220339,38,0.2631578947368421,2.246963562753036,3
tree,HH,5,1,54,0.7037037037037037,14,0.5714285714285714,4.879120879120879,3
tree,HH,5,2,138,0.2753623188405797,46,0.17391304347826086,1.4849498327759196,3
tree,HH,5,3,54,0.14814814814814814,25,0.16,1.3661538461538463,3
tree,HH,5,4,10,0.7,8,0.625,5.336538461538462,3
tree,HH,6,0,77,0.22077922077922077,24,0.08333333333333333,0.7115384615384616,3
tree,HH,6,1,88,0.5909090909090909,31,0.41935483870967744,3.580645161290323,3
tree,HH,6,2,655,0.1618320610687023,252,0.0873015873015873,0.7454212454212454,3
tree,HH,6,3,21,0.7142857142857143,7,0.42857142857142855,3.659340659340659,3
tree,HH,7,0,76,0.21052631578947367,19,0.3684210526315789,3.145748987854251,3
tree,HH,7,1,140,0.3357142857142857,46,0.30434782608695654,2.59866220735786,3
tree,HH,7,2,27,0.9629629629629629,4,0.75,6.403846153846154,3
tree,HH,7,3,30,0.5333333333333333,3,0.3333333333333333,2.8461538461538463,3
tree,HH,7,4,15,0.4,5,0.0,0.0,3
tree,HH,8,0,174,0.367816091954023,80,0.275,2.348076923076923,3
tree,HH,8,1,66,0.36363636363636365,27,0.2222222222222222,1.8974358974358974,3
tree,HH,8,2,35,0.14285714285714285,10,0.0,0.0,3
tree,HH,8,3,20,0.6,7,0.7142857142857143,6.098901098901099,3
tree,HH,9,0,71,0.5492957746478874,26,0.3076923076923077,2.6272189349112427,3
tree,HH,9,1,75,0.24,33,0.3333333333333333,2.8461538461538463,3
tree,HH,9,2,670,0.13880597014925372,243,0.13168724279835392,1.1244064577397912,3
tree,HH,9,3,48,0.125,21,0.3333333333333333,2.8461538461538463,3
tree,HH,9,4,10,0.9,3,0.3333333333333333,2.8461538461538463,3
tree,HH,10,0,115,0.22608695652173913,41,0.2682926829268293,2.2908067542213884,3
tree,HH,10,1,49,0.6326530612244898,13,0.6923076923076923,5.911242603550296,3
tree,HH,10,2,635,0.14015748031496064,257,0.1245136186770428,1.0631547440885962,3
tree,HH,10,3,36,0.3055555555555556,10,0.7,5.976923076923077,3
tree,HH,11,0,143,0.2867132867132867,48,0.3125,2.668269230769231,3
tree,HH,11,1,20,0.95,5,1.0,8.538461538461538,3
tree,HH,11,2,220,0.19090909090909092,89,0.16853932584269662,1.439066551426102,3
tree,HH,11,3,49,0.8571428571428571,12,0.5,4.269230769230769,3
tree,HH,12,0,134,0.30597014925373134,58,0.27586206896551724,2.3554376657824934,3
tree,HH,12,1,27,1.0,3,0.6666666666666666,5.6923076923076925,3
tree,HH,12,2,65,0.5692307692307692,10,0.7,5.976923076923077,3
tree,HH,13,0,399,0.2832080200501253,149,0.26174496644295303,2.2348993288590604,3
tree,HH,13,1,76,0.2894736842105263,19,0.3157894736842105,2.6963562753036436,3
tree,HH,13,2,23,0.6956521739130435,10,0.7,5.976923076923077,3
tree,HH,14,0,85,0.18823529411764706,25,0.16,1.3661538461538463,3
tree,HH,14,1,69,0.5652173913043478,33,0.45454545454545453,3.8811188811188813,3
tree,HH,14,2,164,0.2621951219512195,83,0.20481927710843373,1.7488415199258573,3
tree,HH,14,3,21,0.7142857142857143,4,0.75,6.403846153846154,3
tree,HH,15,0,97,0.23711340206185566,46,0.2391304347826087,2.0418060200668897,3
tree,HH,15,1,49,0.5714285714285714,16,0.6875,5.8701923076923075,3
tree,HH,15,2,72,0.3055555555555556,28,0.25,2.1346153846153846,3
tree,HH,15,3,19,0.7368421052631579,6,0.6666666666666666,5.6923076923076925,3
tree,HH,16,0,43,0.3023255813953488,14,0.14285714285714285,1.2197802197802197,3
tree,HH,16,1,37,0.7837837837837838,15,0.6666666666666666,5.6923076923076925,3
tree,HH,16,2,736,0.13994565217391305,290,0.16206896551724137,1.3838196286472149,3
tree,HH,16,3,26,0.4230769230769231,6,0.8333333333333334,7.115384615384616,3
tree,HH,17,0,111,0.21621621621621623,40,0.325,2.7750000000000004,3
tree,HH,17,1,51,0.803921568627451,14,0.5,4.269230769230769,3
tree,HH,17,2,223,0.19282511210762332,81,0.16049382716049382,1.3703703703703702,3
tree,HH,17,3,50,0.72,14,0.42857142857142855,3.659340659340659,3
tree,HH,18,0,75,0.29333333333333333,22,0.18181818181818182,1.5524475524475525,3
tree,HH,18,1,429,0.20279720279720279,147,0.20408163265306123,1.7425431711145998,3
tree,HH,18,2,32,0.90625,8,0.625,5.336538461538462,3
tree,HH,18,3,11,0.5454545454545454,2,0.5,4.269230769230769,3
tree,HH,18,4,10,0.5,4,0.5,4.269230769230769,3
tree,HH,19,0,141,0.3049645390070922,61,0.16393442622950818,1.399747793190416,3
tree,HH,19,1,46,0.7608695652173914,9,0.6666666666666666,5.6923076923076925,3
tree,HH,19,2,28,0.25,15,0.0,0.0,3
tree,HH,19,3,13,0.6923076923076923,11,0.7272727272727273,6.20979020979021,3
tree,HH,20,0,165,0.3090909090909091,42,0.30952380952380953,2.642857142857143,3
tree,HH,20,1,26,0.9230769230769231,2,1.0,8.538461538461538,3
tree,HH,20,2,48,0.3333333333333333,11,0.2727272727272727,2.3286713286713288,3
tree,HH,20,3,41,0.6585365853658537,30,0.4,3.4153846153846157,3
tree,HH,21,0,84,0.2261904761904762,25,0.12,1.0246153846153847,3
tree,HH,21,1,88,0.5909090909090909,27,0.48148148148148145,4.111111111111111,3
tree,HH,21,2,56,0.4107142857142857,22,0.2727272727272727,2.3286713286713288,3
tree,HH,21,3,10,0.7,15,0.6,5.123076923076923,3
tree,HH,22,0,125,0.408,61,0.4098360655737705,3.4993694829760407,3
tree,HH,22,1,670,0.09850746268656717,241,0.17427385892116182,1.4880306415576126,3
