dataset,pool_type,subset,family,hp_name,mean_importance,std_importance,mean_rank,rank_freq_top1,rank_freq_top3,n_seeds
german,Rashomon,non_HH,LogReg,C,0.9206473926925293,0.07864980714013174,1.0,1.0,1.0,10
german,Rashomon,non_HH,LogReg,l1_ratio,0.0959973492369775,0.03250508852676572,2.0,0.0,1.0,10
