dataset,pool_type,subset,mean_ratio,std_ratio,n_seeds
adult,Rashomon,all,0.7052921316736903,0.014031350968096903,10
adult,full_pool,all,0.3610880994426223,0.016136345286249274,10
compas,Rashomon,all,0.4126133441609182,0.03018243785296555,10
compas,full_pool,all,0.4231168751186306,0.017829453996635103,10
german,Rashomon,all,0.530622075934085,0.04249877732775051,10
german,full_pool,all,0.29887255831541987,0.023141041964242305,10
