dataset,family,pool_type,hp,mean_delta,std_delta,n_seeds
adult,GBM,Rashomon,max_depth,0.05098772685932533,0.017862458818046906,10
adult,GBM,Rashomon,subsample,0.012384609423314938,0.012972348772361123,10
