dataset,family,subset,hp_name,rashomon_mean_importance,full_pool_mean_importance,rashomon_mean_rank,full_pool_mean_rank,delta_rashomon_minus_full
german,LogReg,all,C,0.9210231056813338,0.8745255384002565,1.0,1.0,0.046497567281077345
german,LogReg,all,l1_ratio,0.09626591740870036,0.0871835151577364,2.0,2.0,0.009082402250963961
