dataset,family,pool_type,hp,mean_delta,std_delta,n_seeds
compas,GBM,Rashomon,n_estimators,-0.009392395407193168,0.014471251968844334,10
compas,GBM,Rashomon,max_depth,-0.006228202654818179,0.035986381027400094,10
