family,hp,hp_col,n_models_total_family,n_models_used,n_groups,mean_ratio,median_ratio,p90_ratio,ratio_of_sums,dataset,seed,pool_type,subset
MLP,activation,hp_activation,25,25,2,0.12485758715518422,0.07396827193995564,0.30854768196668336,0.15722301474279732,compas,3,Rashomon,HH
MLP,hidden_layer_sizes,hp_hidden_layer_sizes,25,25,5,0.12007795602809528,0.10563137638960479,0.20281675162283436,0.12896095645773867,compas,3,Rashomon,HH
MLP,learning_rate_init,hp_learning_rate_init,25,25,3,0.13174629854020445,0.11286925216901042,0.23566023343507447,0.11619949499558892,compas,3,Rashomon,HH
RF,max_depth,hp_max_depth,25,24,4,0.6081944552859968,0.6870816859543365,0.9647865599509233,0.5827807796781355,compas,3,Rashomon,HH
RF,max_features,hp_max_features,25,22,2,0.16028921212093294,0.18145023335363902,0.21192389114100652,0.18696670369449556,compas,3,Rashomon,HH
RF,n_estimators,hp_n_estimators,25,25,3,0.14226711059831945,0.15187323610327957,0.22974421854169375,0.15817459598582526,compas,3,Rashomon,HH
RF,min_samples_leaf,hp_min_samples_leaf,25,25,3,0.09863434977739469,0.0724319628234756,0.23595411032681007,0.09175512816856812,compas,3,Rashomon,HH
RF,min_samples_split,hp_min_samples_split,25,25,3,0.04197151631516688,0.03345983068608316,0.09122501147485046,0.03652190877784544,compas,3,Rashomon,HH
kNN,n_neighbors,hp_n_neighbors,25,25,12,0.7068394223563609,0.7696049835672718,0.9593264868355695,0.6327788801126155,compas,3,Rashomon,HH
kNN,weights,hp_weights,25,25,2,0.22585106755293566,0.08327513356482492,0.8168408455349085,0.37131191142772174,compas,3,Rashomon,HH
kNN,p,hp_p,25,25,2,0.04954083815922529,0.02561918568369875,0.09684485997263874,0.05721996643767851,compas,3,Rashomon,HH
GBM,learning_rate,hp_learning_rate,25,25,4,0.27875340133971116,0.2789106812680709,0.48381804954493324,0.30454204412600405,compas,3,Rashomon,non_HH
GBM,max_depth,hp_max_depth,25,25,4,0.2642355730952273,0.23164103059429805,0.4711540613026518,0.2518679430333765,compas,3,Rashomon,non_HH
GBM,n_estimators,hp_n_estimators,25,25,3,0.08583674268289666,0.07426284616485786,0.1745364370505414,0.09388622086236195,compas,3,Rashomon,non_HH
GBM,subsample,hp_subsample,25,25,3,0.08079964137553292,0.058886764957270146,0.1787070942333581,0.09084980751537683,compas,3,Rashomon,non_HH
LogReg,C,hp_C,25,25,10,0.9863275065948891,0.9848656989986494,0.998757143816392,0.9874280889311711,compas,3,Rashomon,non_HH
LogReg,l1_ratio,hp_l1_ratio,25,25,5,0.24379702993306362,0.25425079368119013,0.330061077502858,0.22557543057973833,compas,3,Rashomon,non_HH
MLP,hidden_layer_sizes,hp_hidden_layer_sizes,25,25,5,0.16284589084144624,0.1479286514727072,0.2880748006679173,0.1664687619132828,compas,3,Rashomon,non_HH
MLP,alpha,hp_alpha,25,25,4,0.1374324212575366,0.12488439323157041,0.25138932574364575,0.1396364100580397,compas,3,Rashomon,non_HH
MLP,learning_rate_init,hp_learning_rate_init,25,25,3,0.10710665593197947,0.08160270898911924,0.23698464569060776,0.11739395617091684,compas,3,Rashomon,non_HH
MLP,activation,hp_activation,25,25,2,0.0750771314809698,0.04913507374669863,0.18320060975738975,0.08686741092437968,compas,3,Rashomon,non_HH
RF,max_depth,hp_max_depth,25,24,4,0.6123066426010855,0.6852765232622225,0.9443237234478752,0.7109252849956524,compas,3,Rashomon,non_HH
RF,max_features,hp_max_features,25,22,2,0.1488943078475098,0.1751625278886351,0.2244063242036642,0.18949504102447273,compas,3,Rashomon,non_HH
RF,n_estimators,hp_n_estimators,25,25,3,0.13578102491314423,0.14266523457584696,0.22862037893531034,0.16716571759677354,compas,3,Rashomon,non_HH
RF,min_samples_leaf,hp_min_samples_leaf,25,25,3,0.0863349357474473,0.05741635153248539,0.19815850874776336,0.08472426081464063,compas,3,Rashomon,non_HH
RF,min_samples_split,hp_min_samples_split,25,25,3,0.04802128640710022,0.03640617492021974,0.10445153136288293,0.03423634869076082,compas,3,Rashomon,non_HH
kNN,n_neighbors,hp_n_neighbors,25,25,12,0.6535179027808954,0.6707855892841836,0.9482093424339522,0.5410095659436375,compas,3,Rashomon,non_HH
kNN,weights,hp_weights,25,25,2,0.3028205642945621,0.15861374742417353,0.8242918613573177,0.5271734243341163,compas,3,Rashomon,non_HH
kNN,p,hp_p,25,25,2,0.05126062674102055,0.035726999479559866,0.10848845395324287,0.06670681830889541,compas,3,Rashomon,non_HH
GBM,learning_rate,hp_learning_rate,25,25,4,0.33362129179475225,0.3381748723492111,0.5387588127275175,0.3640747697527644,compas,4,Rashomon,all
GBM,max_depth,hp_max_depth,25,25,4,0.2684978295459125,0.21034248166343258,0.5711164347374407,0.22689081756311616,compas,4,Rashomon,all
GBM,n_estimators,hp_n_estimators,25,25,3,0.09475400702871281,0.08330557002615685,0.18483879297708278,0.10561630762115869,compas,4,Rashomon,all
GBM,subsample,hp_subsample,25,25,3,0.05749927596933137,0.03260084076298681,0.14366720172802971,0.044152477230480394,compas,4,Rashomon,all
LogReg,C,hp_C,25,25,12,0.8750446994048076,0.9241057153044774,0.9978235670696626,0.9054793408553238,compas,4,Rashomon,all
LogReg,l1_ratio,hp_l1_ratio,25,25,5,0.1243050360654238,0.09666597393834604,0.22889890801856946,0.10490395916167232,compas,4,Rashomon,all
MLP,learning_rate_init,hp_learning_rate_init,25,25,3,0.129532413063522,0.10411292932753292,0.27389994540104706,0.14988362375569717,compas,4,Rashomon,all
MLP,hidden_layer_sizes,hp_hidden_layer_sizes,25,25,5,0.14168922231928716,0.1388858199058615,0.23127356037010302,0.14572010004879585,compas,4,Rashomon,all
MLP,alpha,hp_alpha,25,25,4,0.11683010304240446,0.10281186929701833,0.22601083852780673,0.11597285126816378,compas,4,Rashomon,all
MLP,activation,hp_activation,25,25,2,0.08328688684606142,0.04914562993191318,0.21225258054648496,0.07683803907191077,compas,4,Rashomon,all
RF,max_depth,hp_max_depth,25,24,4,0.6397457032942896,0.7029085737590179,0.9306069825776674,0.7308986513972555,compas,4,Rashomon,all
RF,min_samples_leaf,hp_min_samples_leaf,25,25,3,0.2287375054274583,0.24896638459898499,0.33457622747619203,0.2508743971787727,compas,4,Rashomon,all
RF,max_features,hp_max_features,25,19,2,0.16861956136721296,0.17321258029654082,0.3019017935502441,0.18413853725238735,compas,4,Rashomon,all
RF,n_estimators,hp_n_estimators,25,25,3,0.07215220859743512,0.06905452118136751,0.12638072528273087,0.07277991344933302,compas,4,Rashomon,all
RF,min_samples_split,hp_min_samples_split,25,25,3,0.023516372482582756,0.0132508592679916,0.057186475406128257,0.014514493040384643,compas,4,Rashomon,all
kNN,n_neighbors,hp_n_neighbors,25,25,12,0.7047001546855703,0.7369705499615729,0.9556753604523119,0.6258280016067838,compas,4,Rashomon,all
kNN,weights,hp_weights,25,25,2,0.2723636156700866,0.1383580745317272,0.7773534212323056,0.46970430664906226,compas,4,Rashomon,all
kNN,p,hp_p,25,25,2,0.0179623472777922,0.005011023657830556,0.03723010394651305,0.014435567704365486,compas,4,Rashomon,all
GBM,learning_rate,hp_learning_rate,25,25,4,0.321761322223768,0.30952147657410584,0.5085934313889309,0.351312079548058,compas,4,Rashomon,HH
GBM,max_depth,hp_max_depth,25,25,4,0.22776991508558314,0.1292960973594252,0.501743720451172,0.19100910437232027,compas,4,Rashomon,HH
GBM,n_estimators,hp_n_estimators,25,25,3,0.12407320185741219,0.1196772350336274,0.22165962019554267,0.124021640890112,compas,4,Rashomon,HH
GBM,subsample,hp_subsample,25,25,3,0.059601163446490434,0.03490727124593493,0.13217049555184235,0.04533612947412184,compas,4,Rashomon,HH
LogReg,C,hp_C,25,25,12,0.9380971769943072,0.9806560073344557,0.9994045604492475,0.9623020049853293,compas,4,Rashomon,HH
LogReg,l1_ratio,hp_l1_ratio,25,25,5,0.09796303425029206,0.08446087398115819,0.13341044451538225,0.08943540779169451,compas,4,Rashomon,HH
MLP,learning_rate_init,hp_learning_rate_init,25,25,3,0.18823492225743071,0.17965448528903766,0.31676881245614796,0.207706371622323,compas,4,Rashomon,HH
MLP,hidden_layer_sizes,hp_hidden_layer_sizes,25,25,5,0.16612206596951,0.16027504117524877,0.2690165298919724,0.16526452154802784,compas,4,Rashomon,HH
MLP,alpha,hp_alpha,25,25,4,0.1074469895659534,0.1003706720766154,0.163421536021783,0.10616136444667897,compas,4,Rashomon,HH
MLP,activation,hp_activation,25,25,2,0.058078119689855545,0.024578110578125673,0.1411875555441629,0.04374500278258767,compas,4,Rashomon,HH
RF,max_depth,hp_max_depth,25,24,4,0.6401465821719853,0.7479664191570565,0.9349992982261378,0.717303031132718,compas,4,Rashomon,HH
RF,min_samples_leaf,hp_min_samples_leaf,25,25,3,0.22928679082190864,0.2668209959161435,0.3405990039113157,0.23857370706543166,compas,4,Rashomon,HH
RF,max_features,hp_max_features,25,19,2,0.20714553962059998,0.21755079416416537,0.3087355336446615,0.21643408790941343,compas,4,Rashomon,HH
RF,n_estimators,hp_n_estimators,25,25,3,0.0629804775343493,0.0628971955490852,0.09979267715023458,0.06590681900088391,compas,4,Rashomon,HH
RF,min_samples_split,hp_min_samples_split,25,25,3,0.02111112562346411,0.010458108438037697,0.052635383840105104,0.01345274092083056,compas,4,Rashomon,HH
kNN,n_neighbors,hp_n_neighbors,25,25,12,0.6479590118618945,0.7014622755593365,0.9239554536030333,0.5675595964016495,compas,4,Rashomon,HH
kNN,weights,hp_weights,25,25,2,0.25289179742804146,0.15361601700300317,0.7590720608669099,0.4502937438531623,compas,4,Rashomon,HH
kNN,p,hp_p,25,25,2,0.027913556662844678,0.0040036791741492,0.045216329928994256,0.027225531303416144,compas,4,Rashomon,HH
GBM,learning_rate,hp_learning_rate,25,25,4,0.3344008614342039,0.34007978194230026,0.5403716764062333,0.3662281210192483,compas,4,Rashomon,non_HH
GBM,max_depth,hp_max_depth,25,25,4,0.2711749228893167,0.21229553313232596,0.5716720677682102,0.23294486504869408,compas,4,Rashomon,non_HH
GBM,n_estimators,hp_n_estimators,25,25,3,0.09282682213967716,0.08211075393959456,0.18116094421417114,0.10251091627583372,compas,4,Rashomon,non_HH
GBM,subsample,hp_subsample,25,25,3,0.0573611164527382,0.0324264210601127,0.14510373106619162,0.043952768625394774,compas,4,Rashomon,non_HH
LogReg,C,hp_C,25,25,12,0.8709001864761033,0.9185715178406328,0.9975911924045754,0.9016402954182087,compas,4,Rashomon,non_HH
LogReg,l1_ratio,hp_l1_ratio,25,25,5,0.12603652658355285,0.0988231413474229,0.2345196202111558,0.10594904341572686,compas,4,Rashomon,non_HH
MLP,hidden_layer_sizes,hp_hidden_layer_sizes,25,25,5,0.1400832229951588,0.13407188072727058,0.2298904175467912,0.1434812587038008,compas,4,Rashomon,non_HH
MLP,learning_rate_init,hp_learning_rate_init,25,25,3,0.12567382863349402,0.0992309644156068,0.2661771492302779,0.14325994555626245,compas,4,Rashomon,non_HH
MLP,alpha,hp_alpha,25,25,4,0.11744686604048729,0.10281733452498114,0.23199586776755407,0.1170967710706853,compas,4,Rashomon,non_HH
MLP,activation,hp_activation,25,25,2,0.08494388852767319,0.051116627977829884,0.21238411871617482,0.08062889355582933,compas,4,Rashomon,non_HH
RF,max_depth,hp_max_depth,25,24,4,0.639719353057868,0.6992736105455704,0.9290304949164956,0.7330912300005777,compas,4,Rashomon,non_HH
RF,min_samples_leaf,hp_min_samples_leaf,25,25,3,0.22870140025751287,0.24566590788200832,0.33456055575844207,0.25282933150654796,compas,4,Rashomon,non_HH
RF,max_features,hp_max_features,25,19,2,0.16608720386015874,0.17072419551865534,0.3013172991160724,0.17946572284275195,compas,4,Rashomon,non_HH
RF,n_estimators,hp_n_estimators,25,25,3,0.07275507718282259,0.06935042371098243,0.12699149609584756,0.07387224633078181,compas,4,Rashomon,non_HH
RF,min_samples_split,hp_min_samples_split,25,25,3,0.02367447216534609,0.01352248580948604,0.05772214770231623,0.014683236065936777,compas,4,Rashomon,non_HH
kNN,n_neighbors,hp_n_neighbors,25,25,12,0.7084298162153393,0.7383329801650012,0.9567253273626386,0.6305890857981412,compas,4,Rashomon,non_HH
kNN,weights,hp_weights,25,25,2,0.2736435210050511,0.13642690906336502,0.7772792434553231,0.47129033467484344,compas,4,Rashomon,non_HH
kNN,p,hp_p,25,25,2,0.01730824267271859,0.005057542896270281,0.036787090065382166,0.013390505748660698,compas,4,Rashomon,non_HH
GBM,learning_rate,hp_learning_rate,25,25,4,0.34559300015545685,0.34811157240602464,0.5952193268516972,0.3725735601563916,compas,5,Rashomon,all
GBM,max_depth,hp_max_depth,25,25,4,0.2638347516451357,0.22551669266929392,0.5290413968432147,0.27606296661992874,compas,5,Rashomon,all
GBM,n_estimators,hp_n_estimators,25,25,3,0.129924911843985,0.12709139937594047,0.2268215058089388,0.11788033196225671,compas,5,Rashomon,all
GBM,subsample,hp_subsample,25,25,3,0.12076433660320392,0.09791151509139585,0.24945261485072442,0.10284793822828897,compas,5,Rashomon,all
LogReg,C,hp_C,25,25,10,0.9373060202494535,0.9449809966080114,0.9915432444241694,0.9465770231830455,compas,5,Rashomon,all
LogReg,l1_ratio,hp_l1_ratio,25,25,5,0.1106111873233316,0.09321453479880562,0.2068600206656465,0.10514141344373688,compas,5,Rashomon,all
MLP,hidden_layer_sizes,hp_hidden_layer_sizes,25,25,5,0.21887921415064127,0.1946785801194942,0.36422558579501546,0.2073736667578069,compas,5,Rashomon,all
MLP,alpha,hp_alpha,25,25,4,0.14123892719496206,0.11622141541229511,0.2797461112487554,0.151916124491947,compas,5,Rashomon,all
MLP,learning_rate_init,hp_learning_rate_init,25,25,3,0.0869903631707435,0.0639943431272286,0.19882007892821948,0.10361749926122135,compas,5,Rashomon,all
MLP,activation,hp_activation,25,25,2,0.0394972320016836,0.0207802482218984,0.09682087793111353,0.04041112266793103,compas,5,Rashomon,all
RF,max_depth,hp_max_depth,25,23,4,0.5262169459755602,0.5603191983443507,0.89532192872703,0.5687038763630088,compas,5,Rashomon,all
RF,min_samples_leaf,hp_min_samples_leaf,25,25,3,0.11122903755070435,0.06350722542685983,0.2931221054873014,0.10302678144808138,compas,5,Rashomon,all
RF,min_samples_split,hp_min_samples_split,25,25,3,0.07593316484475225,0.05795756423103162,0.16447185087791175,0.06572532551960752,compas,5,Rashomon,all
RF,n_estimators,hp_n_estimators,25,25,3,0.036718536452049144,0.02538828478412233,0.08655282193759868,0.033533256737132755,compas,5,Rashomon,all
RF,max_features,hp_max_features,25,16,2,0.0255440146536346,0.010283093822209736,0.06865078678225656,0.018619214846777973,compas,5,Rashomon,all
kNN,n_neighbors,hp_n_neighbors,25,25,13,0.9161578588410563,0.9587214882845652,0.9938446050527026,0.9398663305123931,compas,5,Rashomon,all
kNN,p,hp_p,25,25,2,0.021694163065785407,0.008895117310382216,0.04679206052980974,0.01999009440140369,compas,5,Rashomon,all
GBM,learning_rate,hp_learning_rate,25,25,4,0.34599650287165434,0.3734866644430461,0.5630652333749498,0.39554884921159844,compas,5,Rashomon,HH
GBM,max_depth,hp_max_depth,25,25,4,0.2846693689452809,0.24193450501489683,0.5231686416207348,0.2650291785390667,compas,5,Rashomon,HH
GBM,n_estimators,hp_n_estimators,25,25,3,0.11310611298101295,0.12177584336339449,0.18967717317498034,0.10835121441167157,compas,5,Rashomon,HH
GBM,subsample,hp_subsample,25,25,3,0.09561407381806879,0.07212267708656736,0.19395310149964873,0.08017146831726328,compas,5,Rashomon,HH
LogReg,C,hp_C,25,25,10,0.9356965006367308,0.9337053491698937,0.9963602577832974,0.9310039611152275,compas,5,Rashomon,HH
LogReg,l1_ratio,hp_l1_ratio,25,25,5,0.10686330745362596,0.09957237775237343,0.16152403528887968,0.10999213514770785,compas,5,Rashomon,HH
MLP,alpha,hp_alpha,25,25,4,0.2176473157037607,0.22370551880471473,0.3587570359268903,0.21666876296204685,compas,5,Rashomon,HH
MLP,hidden_layer_sizes,hp_hidden_layer_sizes,25,25,5,0.20970088147997865,0.17122495783219838,0.44403915071232647,0.21610285647866564,compas,5,Rashomon,HH
MLP,learning_rate_init,hp_learning_rate_init,25,25,3,0.09292891435704634,0.0758050722333541,0.1764404719427111,0.10063818007886498,compas,5,Rashomon,HH
MLP,activation,hp_activation,25,25,2,0.050497035139596046,0.02472095233199082,0.11508339017591647,0.04774029526488298,compas,5,Rashomon,HH
RF,max_depth,hp_max_depth,25,23,4,0.481944260641859,0.4932215579259677,0.8871277528244013,0.4740145615309701,compas,5,Rashomon,HH
RF,min_samples_leaf,hp_min_samples_leaf,25,25,3,0.11010685802804769,0.06655228610697143,0.2724069330157402,0.11927097380555952,compas,5,Rashomon,HH
RF,min_samples_split,hp_min_samples_split,25,25,3,0.0878919414996233,0.07224529731000652,0.18897605224572075,0.08357646759701322,compas,5,Rashomon,HH
RF,n_estimators,hp_n_estimators,25,25,3,0.0349516584494391,0.02280493421398065,0.08973128852103765,0.03693228862963242,compas,5,Rashomon,HH
RF,max_features,hp_max_features,25,16,2,0.02400638751927713,0.00931344938544537,0.07100407927802281,0.018178436387279544,compas,5,Rashomon,HH
kNN,n_neighbors,hp_n_neighbors,25,25,13,0.9180129760298337,0.9746458200990391,0.99618024500613,0.9204263772158982,compas,5,Rashomon,HH
kNN,p,hp_p,25,25,2,0.033925096536188845,0.00743998942239845,0.061032382467898987,0.03973870968344162,compas,5,Rashomon,HH
GBM,learning_rate,hp_learning_rate,25,25,4,0.34555135423291355,0.34811157240602464,0.5959647447830736,0.36456525088460795,compas,5,Rashomon,non_HH
GBM,max_depth,hp_max_depth,25,25,4,0.26168438976782715,0.22400045184837244,0.5289564001298948,0.2799089242128251,compas,5,Rashomon,non_HH
GBM,n_estimators,hp_n_estimators,25,25,3,0.13166079704773212,0.1289197054024912,0.23233920615692408,0.1212018188105352,compas,5,Rashomon,non_HH
GBM,subsample,hp_subsample,25,25,3,0.12336012060625688,0.10010492108018458,0.24979367200070407,0.11075209054617381,compas,5,Rashomon,non_HH
LogReg,C,hp_C,25,25,10,0.9374721403929683,0.9453346572239892,0.9908819814209742,0.9485573932082433,compas,5,Rashomon,non_HH
LogReg,l1_ratio,hp_l1_ratio,25,25,5,0.11099800978694797,0.0919490454261147,0.21210705578705838,0.10452456469419187,compas,5,Rashomon,non_HH
MLP,hidden_layer_sizes,hp_hidden_layer_sizes,25,25,5,0.2198265191281179,0.19944587020694715,0.35565465742308355,0.2058729830859606,compas,5,Rashomon,non_HH
MLP,alpha,hp_alpha,25,25,4,0.1333527403075861,0.10558670898270073,0.2651245521695445,0.1407841374039765,compas,5,Rashomon,non_HH
MLP,learning_rate_init,hp_learning_rate_init,25,25,3,0.08637743930977188,0.06382052961261153,0.20065963284905022,0.10412969063214518,compas,5,Rashomon,non_HH
MLP,activation,hp_activation,25,25,2,0.03836193121910089,0.02034246128245252,0.09535971756037659,0.0391511237452238,compas,5,Rashomon,non_HH
RF,max_depth,hp_max_depth,25,23,4,0.5307863745077084,0.5665990024330254,0.894970051627663,0.5902820887922535,compas,5,Rashomon,non_HH
RF,min_samples_leaf,hp_min_samples_leaf,25,25,3,0.11134485883171247,0.06350722542685983,0.29599623707784356,0.09946135399272253,compas,5,Rashomon,non_HH
RF,min_samples_split,hp_min_samples_split,25,25,3,0.07469888743771282,0.056991930784850015,0.16285714546451055,0.06180718969163616,compas,5,Rashomon,non_HH
RF,n_estimators,hp_n_estimators,25,25,3,0.03690089771378643,0.02643533606932162,0.08530493137989506,0.03278720538755121,compas,5,Rashomon,non_HH
RF,max_features,hp_max_features,25,16,2,0.025702714701905435,0.01040643387667044,0.06800916061185482,0.018707727835652773,compas,5,Rashomon,non_HH
kNN,n_neighbors,hp_n_neighbors,25,25,13,0.9159663903238661,0.9564426091670666,0.9931264949026648,0.9426651507362627,compas,5,Rashomon,non_HH
kNN,p,hp_p,25,25,2,0.0204317960791612,0.008963906698160044,0.045889953805809784,0.017146835315243802,compas,5,Rashomon,non_HH
GBM,learning_rate,hp_learning_rate,25,25,4,0.29296750932913196,0.289535021631252,0.4967287243772263,0.30344511160126403,compas,6,Rashomon,all
GBM,max_depth,hp_max_depth,25,25,4,0.2618493006541142,0.19328012471730463,0.6209014997993307,0.23202992874648964,compas,6,Rashomon,all
GBM,n_estimators,hp_n_estimators,25,25,3,0.19064731064413132,0.20331996869309324,0.3082926348800836,0.18963218375911514,compas,6,Rashomon,all
GBM,subsample,hp_subsample,25,25,3,0.07724809341534722,0.04198522900464299,0.19317597011423293,0.059743491384206766,compas,6,Rashomon,all
LogReg,C,hp_C,25,25,10,0.7472445616631179,0.7753837073353397,0.9770194979344855,0.9242248180369722,compas,6,Rashomon,all
LogReg,l1_ratio,hp_l1_ratio,25,25,5,0.1581611555078603,0.14541198194799618,0.2763440339856226,0.09684890223453634,compas,6,Rashomon,all
MLP,learning_rate_init,hp_learning_rate_init,25,25,3,0.1474113339516651,0.1142526478534006,0.3224917200320804,0.1759147509075629,compas,6,Rashomon,all
MLP,activation,hp_activation,25,25,2,0.10796158032829192,0.05923136748937324,0.2980437656863767,0.11558732781673843,compas,6,Rashomon,all
MLP,hidden_layer_sizes,hp_hidden_layer_sizes,25,25,5,0.11671845666674537,0.10302399977429848,0.21159689834957704,0.09644435394552024,compas,6,Rashomon,all
MLP,alpha,hp_alpha,25,25,4,0.08658793078133695,0.06444325929099537,0.18254061461660115,0.07340832020912762,compas,6,Rashomon,all
RF,max_depth,hp_max_depth,25,20,4,0.5297888421546211,0.5525580396351366,0.8930864135172305,0.5928112488491439,compas,6,Rashomon,all
RF,min_samples_split,hp_min_samples_split,25,25,3,0.24682568717221068,0.22879069650390604,0.46033716408825415,0.252996722955983,compas,6,Rashomon,all
RF,n_estimators,hp_n_estimators,25,25,3,0.11297763487764957,0.10263144936848323,0.2224606927327102,0.12676075058936737,compas,6,Rashomon,all
RF,min_samples_leaf,hp_min_samples_leaf,25,25,3,0.11873931379529361,0.10368777766591138,0.23882761273471953,0.1130757507041634,compas,6,Rashomon,all
RF,max_features,hp_max_features,25,16,2,0.034329883091560744,0.016192447191178863,0.08019113595558305,0.023268231758742187,compas,6,Rashomon,all
kNN,n_neighbors,hp_n_neighbors,25,25,13,0.9247183215632264,0.9703321442161167,0.9960383757349291,0.946946383305824,compas,6,Rashomon,all
kNN,p,hp_p,25,25,2,0.01312246433093792,0.002730988101131326,0.027502000868506016,0.011161756758486543,compas,6,Rashomon,all
GBM,learning_rate,hp_learning_rate,25,25,4,0.2551568980243429,0.24922047393515595,0.4276843635721534,0.27327479767888185,compas,6,Rashomon,HH
GBM,max_depth,hp_max_depth,25,25,4,0.30265213407687586,0.23285045530208995,0.6311710360715,0.2501766094329523,compas,6,Rashomon,HH
GBM,n_estimators,hp_n_estimators,25,25,3,0.16750657145426034,0.19129648029517562,0.2683535866775428,0.1728969874218149,compas,6,Rashomon,HH
GBM,subsample,hp_subsample,25,25,3,0.08905493321216265,0.05657710490497195,0.24954780449862562,0.07435158899644406,compas,6,Rashomon,HH
LogReg,C,hp_C,25,25,10,0.7927634213057059,0.7755911627418965,0.9970928115991715,0.949537849924092,compas,6,Rashomon,HH
LogReg,l1_ratio,hp_l1_ratio,25,25,5,0.1385573021898381,0.14597812794758927,0.22070123766298272,0.08581546460388864,compas,6,Rashomon,HH
MLP,learning_rate_init,hp_learning_rate_init,25,25,3,0.1360131739325831,0.12185171785821722,0.2846519522884732,0.17906410918615961,compas,6,Rashomon,HH
MLP,activation,hp_activation,25,25,2,0.1289015864440891,0.0745564841484309,0.32228668726353815,0.12162200165586874,compas,6,Rashomon,HH
MLP,hidden_layer_sizes,hp_hidden_layer_sizes,25,25,5,0.08219496494662618,0.07665809071520395,0.1355440105851241,0.08138132674825575,compas,6,Rashomon,HH
MLP,alpha,hp_alpha,25,25,4,0.04703088545140818,0.03706978652774086,0.08199449037614355,0.05026637529719464,compas,6,Rashomon,HH
RF,max_depth,hp_max_depth,25,20,4,0.5248022105665332,0.5299393699692813,0.913742298287866,0.5688920617695375,compas,6,Rashomon,HH
RF,min_samples_split,hp_min_samples_split,25,25,3,0.22983969779091837,0.2118460087873739,0.4028363389199967,0.2372699443684752,compas,6,Rashomon,HH
RF,n_estimators,hp_n_estimators,25,25,3,0.12751377400268077,0.11721439455123227,0.25293141003066155,0.13155047149501645,compas,6,Rashomon,HH
RF,min_samples_leaf,hp_min_samples_leaf,25,25,3,0.11340492755823772,0.09575958336904468,0.22214234603630473,0.11550290687271644,compas,6,Rashomon,HH
RF,max_features,hp_max_features,25,16,2,0.0392402860367322,0.022607609508547198,0.09801275682138304,0.030704369314157456,compas,6,Rashomon,HH
kNN,n_neighbors,hp_n_neighbors,25,25,13,0.8978406324278233,0.9606245287726182,0.9952991564997029,0.9100402562187047,compas,6,Rashomon,HH
kNN,p,hp_p,25,25,2,0.027218885145776518,0.004044488690009037,0.09272875230988918,0.029221786026005274,compas,6,Rashomon,HH
GBM,learning_rate,hp_learning_rate,25,25,4,0.296118393604531,0.294751787375671,0.5039588896181969,0.3098002059776105,compas,6,Rashomon,non_HH
GBM,max_depth,hp_max_depth,25,25,4,0.2584490645355507,0.18918064347362773,0.6158755135410338,0.22820750022696606,compas,6,Rashomon,non_HH
GBM,n_estimators,hp_n_estimators,25,25,3,0.19257570557662054,0.20508373227623647,0.31119245399785733,0.19315729630530354,compas,6,Rashomon,non_HH
GBM,subsample,hp_subsample,25,25,3,0.07626419009894594,0.04052905872582736,0.19315102192228906,0.05666643228487209,compas,6,Rashomon,non_HH
LogReg,C,hp_C,25,25,10,0.7434513233595689,0.7753837073353397,0.9714123038269992,0.9139436459368632,compas,6,Rashomon,non_HH
LogReg,l1_ratio,hp_l1_ratio,25,25,5,0.15979480995102882,0.14541198194799618,0.281927013808781,0.10133025680487653,compas,6,Rashomon,non_HH
MLP,learning_rate_init,hp_learning_rate_init,25,25,3,0.14836118061992196,0.11310622498453221,0.32358140746468267,0.17533411124965168,compas,6,Rashomon,non_HH
MLP,activation,hp_activation,25,25,2,0.10621657981864216,0.058097503279238,0.2972790951775608,0.11447472942570383,compas,6,Rashomon,non_HH
MLP,hidden_layer_sizes,hp_hidden_layer_sizes,25,25,5,0.11959541431008862,0.10689474327506689,0.21405256367699846,0.09922148826471354,compas,6,Rashomon,non_HH
MLP,alpha,hp_alpha,25,25,4,0.08988435122549768,0.06886812977689888,0.18815441390175336,0.07767494527633066,compas,6,Rashomon,non_HH
RF,max_depth,hp_max_depth,25,20,4,0.5302043947869618,0.5531777619586227,0.886974259066064,0.5973302818557825,compas,6,Rashomon,non_HH
RF,min_samples_split,hp_min_samples_split,25,25,3,0.24824118628731837,0.2333313799424132,0.4636942176306405,0.2557678300338358,compas,6,Rashomon,non_HH
RF,n_estimators,hp_n_estimators,25,25,3,0.11176628995056362,0.10057040233622165,0.22053369144025728,0.12591678693662497,compas,6,Rashomon,non_HH
RF,min_samples_leaf,hp_min_samples_leaf,25,25,3,0.11918384598171493,0.10386439985413976,0.2394308560291017,0.11264807827269199,compas,6,Rashomon,non_HH
RF,max_features,hp_max_features,25,16,2,0.03392068284612979,0.016075593063165413,0.07891422293176954,0.022087888926953514,compas,6,Rashomon,non_HH
kNN,n_neighbors,hp_n_neighbors,25,25,13,0.9269581289911768,0.9706120896898429,0.9961358334435259,0.9518504122975289,compas,6,Rashomon,non_HH
kNN,p,hp_p,25,25,2,0.011947762596368037,0.0026742532031222444,0.02431805642817025,0.008761968048338764,compas,6,Rashomon,non_HH
GBM,n_estimators,hp_n_estimators,25,25,3,0.28127414553695274,0.30602518765607084,0.46439013560262266,0.3112847308127278,compas,7,Rashomon,all
GBM,learning_rate,hp_learning_rate,25,25,4,0.2764962773284893,0.2613540274535357,0.501905292005161,0.29302092246326644,compas,7,Rashomon,all
