dataset,family,pool_type,target_vm,feature_group,mean_importance,std_importance,top1_frequency,top3_frequency,mean_rank,n_reps_used,group_key
compas,LogReg,Rashomon,V_m,hp_l1_ratio,0.059555589988681414,0.02820179279369745,0.0,1.0,2.4166666666666665,12,compas|LogReg|Rashomon|V_m
compas,LogReg,Rashomon,V_m_HH,hp_C,0.8627799360791107,0.1156509548210188,1.0,1.0,1.0,12,compas|LogReg|Rashomon|V_m_HH
compas,LogReg,Rashomon,V_m_HH,validation_brier,0.08512538295400646,0.09547634150752503,0.0,1.0,2.25,12,compas|LogReg|Rashomon|V_m_HH
compas,LogReg,Rashomon,V_m_HH,hp_l1_ratio,0.05209468096688291,0.02787486285586113,0.0,1.0,2.75,12,compas|LogReg|Rashomon|V_m_HH
compas,LogReg,Rashomon,V_m_nonHH,hp_C,0.8698996693976722,0.09205969634626243,1.0,1.0,1.0,12,compas|LogReg|Rashomon|V_m_nonHH
compas,LogReg,Rashomon,V_m_nonHH,validation_brier,0.07214783794956117,0.07287831129769654,0.0,1.0,2.5833333333333335,12,compas|LogReg|Rashomon|V_m_nonHH
compas,LogReg,Rashomon,V_m_nonHH,hp_l1_ratio,0.057952492652766814,0.026950407915997125,0.0,1.0,2.4166666666666665,12,compas|LogReg|Rashomon|V_m_nonHH
compas,LogReg,full_pool,V_m,validation_brier,0.9848661665804982,0.005170756161526666,1.0,1.0,1.0,12,compas|LogReg|full_pool|V_m
compas,LogReg,full_pool,V_m,hp_C,0.011841879368688838,0.005017037106676047,0.0,1.0,2.0,12,compas|LogReg|full_pool|V_m
compas,LogReg,full_pool,V_m,hp_l1_ratio,0.0032919540508130145,0.0014681287976228445,0.0,1.0,3.0,12,compas|LogReg|full_pool|V_m
compas,LogReg,full_pool,V_m_HH,validation_brier,0.9574927004895571,0.009567982705092806,1.0,1.0,1.0,12,compas|LogReg|full_pool|V_m_HH
compas,LogReg,full_pool,V_m_HH,hp_l1_ratio,0.023895264778244232,0.0048541281039538595,0.0,1.0,2.1666666666666665,12,compas|LogReg|full_pool|V_m_HH
compas,LogReg,full_pool,V_m_HH,hp_C,0.01861203473219881,0.00775531229148093,0.0,1.0,2.8333333333333335,12,compas|LogReg|full_pool|V_m_HH
compas,LogReg,full_pool,V_m_nonHH,validation_brier,0.9834149291637847,0.00569933795501035,1.0,1.0,1.0,12,compas|LogReg|full_pool|V_m_nonHH
compas,LogReg,full_pool,V_m_nonHH,hp_C,0.010959088705799315,0.00476749782174435,0.0,1.0,2.0833333333333335,12,compas|LogReg|full_pool|V_m_nonHH
compas,LogReg,full_pool,V_m_nonHH,hp_l1_ratio,0.005625982130416229,0.0029302976414578826,0.0,1.0,2.9166666666666665,12,compas|LogReg|full_pool|V_m_nonHH
compas,MLP,Rashomon,V_m,validation_brier,0.3122438482957836,0.07132747373703863,0.5,1.0,1.6666666666666667,12,compas|MLP|Rashomon|V_m
compas,MLP,Rashomon,V_m,hp_learning_rate_init,0.2496734933413652,0.05873336458376219,0.4166666666666667,0.9166666666666666,2.1666666666666665,12,compas|MLP|Rashomon|V_m
compas,MLP,Rashomon,V_m,hp_hidden_layer_sizes,0.23155069109664347,0.03998801210021748,0.08333333333333333,0.9166666666666666,2.4166666666666665,12,compas|MLP|Rashomon|V_m
compas,MLP,Rashomon,V_m,hp_alpha,0.12411173462867463,0.03401037419587577,0.0,0.16666666666666666,3.9166666666666665,12,compas|MLP|Rashomon|V_m
compas,MLP,Rashomon,V_m,hp_activation,0.08242023263753322,0.021249112533253785,0.0,0.0,4.833333333333333,12,compas|MLP|Rashomon|V_m
compas,MLP,Rashomon,V_m_HH,validation_brier,0.4191456017309836,0.06705318298542774,1.0,1.0,1.0,12,compas|MLP|Rashomon|V_m_HH
compas,MLP,Rashomon,V_m_HH,hp_hidden_layer_sizes,0.22858364190080552,0.0481214113533989,0.0,1.0,2.0833333333333335,12,compas|MLP|Rashomon|V_m_HH
compas,MLP,Rashomon,V_m_HH,hp_learning_rate_init,0.1640990781878205,0.03562787558063007,0.0,0.9166666666666666,3.0,12,compas|MLP|Rashomon|V_m_HH
compas,MLP,Rashomon,V_m_HH,hp_alpha,0.108817707629478,0.015428461686098582,0.0,0.08333333333333333,4.166666666666667,12,compas|MLP|Rashomon|V_m_HH
compas,MLP,Rashomon,V_m_HH,hp_activation,0.07935397055091246,0.019827222936600337,0.0,0.0,4.75,12,compas|MLP|Rashomon|V_m_HH
compas,MLP,Rashomon,V_m_nonHH,validation_brier,0.31943244549003563,0.07841562904193923,0.5833333333333334,1.0,1.5833333333333333,12,compas|MLP|Rashomon|V_m_nonHH
compas,MLP,Rashomon,V_m_nonHH,hp_learning_rate_init,0.2561746333679133,0.05903677961171283,0.4166666666666667,0.9166666666666666,2.0,12,compas|MLP|Rashomon|V_m_nonHH
compas,MLP,Rashomon,V_m_nonHH,hp_hidden_layer_sizes,0.22333293257728246,0.038304666994030886,0.0,0.9166666666666666,2.6666666666666665,12,compas|MLP|Rashomon|V_m_nonHH
compas,MLP,Rashomon,V_m_nonHH,hp_alpha,0.12220940035637391,0.033534661729746326,0.0,0.16666666666666666,3.8333333333333335,12,compas|MLP|Rashomon|V_m_nonHH
compas,MLP,Rashomon,V_m_nonHH,hp_activation,0.07885058820839466,0.017300320285731054,0.0,0.0,4.916666666666667,12,compas|MLP|Rashomon|V_m_nonHH
compas,MLP,full_pool,V_m,validation_brier,0.8027394836449236,0.08958767774353112,1.0,1.0,1.0,12,compas|MLP|full_pool|V_m
compas,MLP,full_pool,V_m,hp_learning_rate_init,0.07710227017554472,0.03556701550502946,0.0,1.0,2.25,12,compas|MLP|full_pool|V_m
compas,MLP,full_pool,V_m,hp_hidden_layer_sizes,0.06102398304440792,0.02889007885792693,0.0,1.0,2.75,12,compas|MLP|full_pool|V_m
compas,MLP,full_pool,V_m,hp_alpha,0.0374828017860501,0.023489376288795664,0.0,0.0,4.166666666666667,12,compas|MLP|full_pool|V_m
compas,MLP,full_pool,V_m,hp_activation,0.021651461349073614,0.006083006322803625,0.0,0.0,4.833333333333333,12,compas|MLP|full_pool|V_m
compas,MLP,full_pool,V_m_HH,validation_brier,0.816133618313514,0.1054192993218154,1.0,1.0,1.0,12,compas|MLP|full_pool|V_m_HH
compas,MLP,full_pool,V_m_HH,hp_hidden_layer_sizes,0.07504565786451577,0.044783788902227395,0.0,1.0,2.25,12,compas|MLP|full_pool|V_m_HH
compas,MLP,full_pool,V_m_HH,hp_learning_rate_init,0.04425776298878747,0.032292119533107407,0.0,0.5833333333333334,3.4166666666666665,12,compas|MLP|full_pool|V_m_HH
compas,MLP,full_pool,V_m_HH,hp_alpha,0.043306058857191826,0.03031774914768271,0.0,0.3333333333333333,3.6666666666666665,12,compas|MLP|full_pool|V_m_HH
compas,MLP,full_pool,V_m_HH,hp_activation,0.021256901975990797,0.011456663342215664,0.0,0.08333333333333333,4.666666666666667,12,compas|MLP|full_pool|V_m_HH
compas,MLP,full_pool,V_m_nonHH,validation_brier,0.793258670652286,0.08571380713120788,1.0,1.0,1.0,12,compas|MLP|full_pool|V_m_nonHH
compas,MLP,full_pool,V_m_nonHH,hp_learning_rate_init,0.08043717801852672,0.033365662754011954,0.0,1.0,2.1666666666666665,12,compas|MLP|full_pool|V_m_nonHH
compas,MLP,full_pool,V_m_nonHH,hp_hidden_layer_sizes,0.06293591416921476,0.026723727515651514,0.0,1.0,2.8333333333333335,12,compas|MLP|full_pool|V_m_nonHH
compas,MLP,full_pool,V_m_nonHH,hp_alpha,0.04060969849465889,0.024826037762317284,0.0,0.0,4.166666666666667,12,compas|MLP|full_pool|V_m_nonHH
compas,MLP,full_pool,V_m_nonHH,hp_activation,0.02275853866531353,0.0057388543717734495,0.0,0.0,4.833333333333333,12,compas|MLP|full_pool|V_m_nonHH
compas,RF,Rashomon,V_m,validation_brier,0.41883610393739357,0.13449542777069212,0.75,1.0,1.4166666666666667,12,compas|RF|Rashomon|V_m
compas,RF,Rashomon,V_m,hp_max_features,0.2839470887017102,0.11365029074809602,0.16666666666666666,1.0,2.0833333333333335,12,compas|RF|Rashomon|V_m
compas,RF,Rashomon,V_m,hp_max_depth,0.21373003707974295,0.06381771986149033,0.08333333333333333,1.0,2.5,12,compas|RF|Rashomon|V_m
compas,RF,Rashomon,V_m,hp_min_samples_leaf,0.03671392066880146,0.012809734203015307,0.0,0.0,4.166666666666667,12,compas|RF|Rashomon|V_m
compas,RF,Rashomon,V_m,hp_min_samples_split,0.03073179144378367,0.014537865990433068,0.0,0.0,5.0,12,compas|RF|Rashomon|V_m
compas,RF,Rashomon,V_m_HH,validation_brier,0.3609508229065479,0.13037659553327774,0.5833333333333334,1.0,1.6666666666666667,12,compas|RF|Rashomon|V_m_HH
compas,RF,Rashomon,V_m_HH,hp_max_features,0.3281558767013346,0.11717133227169046,0.4166666666666667,1.0,1.6666666666666667,12,compas|RF|Rashomon|V_m_HH
compas,RF,Rashomon,V_m_HH,hp_max_depth,0.22035140478072743,0.05217181408934522,0.0,1.0,2.6666666666666665,12,compas|RF|Rashomon|V_m_HH
compas,RF,Rashomon,V_m_HH,hp_min_samples_leaf,0.05046821998276663,0.02957330761964158,0.0,0.0,4.083333333333333,12,compas|RF|Rashomon|V_m_HH
compas,RF,Rashomon,V_m_HH,hp_min_samples_split,0.027033944549485243,0.008485813076279816,0.0,0.0,4.916666666666667,12,compas|RF|Rashomon|V_m_HH
compas,RF,Rashomon,V_m_nonHH,validation_brier,0.4730356581333634,0.10792038311017133,0.8333333333333334,1.0,1.1666666666666667,12,compas|RF|Rashomon|V_m_nonHH
compas,RF,Rashomon,V_m_nonHH,hp_max_features,0.2363781461300476,0.09246679098243885,0.16666666666666666,1.0,2.25,12,compas|RF|Rashomon|V_m_nonHH
compas,RF,Rashomon,V_m_nonHH,hp_max_depth,0.2044222538674455,0.05990196085319668,0.0,1.0,2.5833333333333335,12,compas|RF|Rashomon|V_m_nonHH
compas,RF,Rashomon,V_m_nonHH,hp_min_samples_leaf,0.037284182730969485,0.013994784197063329,0.0,0.0,4.25,12,compas|RF|Rashomon|V_m_nonHH
compas,RF,Rashomon,V_m_nonHH,hp_min_samples_split,0.030620581035995978,0.012764353392064871,0.0,0.0,4.916666666666667,12,compas|RF|Rashomon|V_m_nonHH
compas,RF,full_pool,V_m,validation_brier,0.5749958123595345,0.08361711726600646,1.0,1.0,1.0,12,compas|RF|full_pool|V_m
compas,RF,full_pool,V_m,hp_max_depth,0.3222287752186364,0.04545408002575713,0.0,1.0,2.0,12,compas|RF|full_pool|V_m
compas,RF,full_pool,V_m,hp_min_samples_split,0.04401778027693596,0.03354899915792596,0.0,0.6666666666666666,3.9166666666666665,12,compas|RF|full_pool|V_m
compas,RF,full_pool,V_m,hp_max_features,0.033789088320004636,0.009281007639826342,0.0,0.3333333333333333,3.9166666666666665,12,compas|RF|full_pool|V_m
compas,RF,full_pool,V_m,hp_min_samples_leaf,0.020616180690538593,0.01089004094286589,0.0,0.0,4.416666666666667,12,compas|RF|full_pool|V_m
compas,RF,full_pool,V_m_HH,validation_brier,0.5561986906597175,0.06149614423933423,1.0,1.0,1.0,12,compas|RF|full_pool|V_m_HH
compas,RF,full_pool,V_m_HH,hp_max_depth,0.3083439526710897,0.024591853217558145,0.0,1.0,2.0,12,compas|RF|full_pool|V_m_HH
compas,RF,full_pool,V_m_HH,hp_max_features,0.059705523395840766,0.03421729722009055,0.0,0.5,3.6666666666666665,12,compas|RF|full_pool|V_m_HH
compas,RF,full_pool,V_m_HH,hp_min_samples_split,0.052140756434751044,0.036824393374332194,0.0,0.5,3.8333333333333335,12,compas|RF|full_pool|V_m_HH
compas,RF,full_pool,V_m_HH,hp_min_samples_leaf,0.017379790749302772,0.008932675263952422,0.0,0.0,4.833333333333333,12,compas|RF|full_pool|V_m_HH
compas,RF,full_pool,V_m_nonHH,validation_brier,0.5773909238980722,0.0832307884867707,1.0,1.0,1.0,12,compas|RF|full_pool|V_m_nonHH
compas,RF,full_pool,V_m_nonHH,hp_max_depth,0.32011755572397155,0.04478012070515997,0.0,1.0,2.0,12,compas|RF|full_pool|V_m_nonHH
compas,RF,full_pool,V_m_nonHH,hp_min_samples_split,0.043030404487451455,0.03306370789508861,0.0,0.5833333333333334,4.0,12,compas|RF|full_pool|V_m_nonHH
compas,RF,full_pool,V_m_nonHH,hp_max_features,0.03418591984640627,0.008788859177232272,0.0,0.4166666666666667,3.8333333333333335,12,compas|RF|full_pool|V_m_nonHH
compas,RF,full_pool,V_m_nonHH,hp_min_samples_leaf,0.020764440832999123,0.01095786763037691,0.0,0.0,4.416666666666667,12,compas|RF|full_pool|V_m_nonHH
compas,kNN,Rashomon,V_m,validation_brier,0.8679079138259537,0.04658660175325259,1.0,1.0,1.0,12,compas|kNN|Rashomon|V_m
compas,kNN,Rashomon,V_m,hp_n_neighbors,0.1281512449485029,0.04481373461663698,0.0,1.0,2.0,12,compas|kNN|Rashomon|V_m
compas,kNN,Rashomon,V_m,hp_weights,0.0031425194253969307,0.0033495455538637485,0.0,0.75,3.25,12,compas|kNN|Rashomon|V_m
compas,kNN,Rashomon,V_m,hp_p,0.0007983218001465928,0.0003811752482842183,0.0,0.25,3.75,12,compas|kNN|Rashomon|V_m
compas,kNN,Rashomon,V_m_HH,validation_brier,0.8407632855308392,0.07450775275942642,1.0,1.0,1.0,12,compas|kNN|Rashomon|V_m_HH
compas,kNN,Rashomon,V_m_HH,hp_n_neighbors,0.153702877362681,0.07254533763853323,0.0,1.0,2.0,12,compas|kNN|Rashomon|V_m_HH
compas,kNN,Rashomon,V_m_HH,hp_weights,0.003517563003291972,0.003819097712924293,0.0,0.6666666666666666,3.3333333333333335,12,compas|kNN|Rashomon|V_m_HH
compas,kNN,Rashomon,V_m_HH,hp_p,0.002016274103187708,0.0003891679918325769,0.0,0.3333333333333333,3.6666666666666665,12,compas|kNN|Rashomon|V_m_HH
compas,kNN,Rashomon,V_m_nonHH,validation_brier,0.8694040140718821,0.04449157901141314,1.0,1.0,1.0,12,compas|kNN|Rashomon|V_m_nonHH
compas,kNN,Rashomon,V_m_nonHH,hp_n_neighbors,0.12616863516849697,0.04286744570839815,0.0,1.0,2.0,12,compas|kNN|Rashomon|V_m_nonHH
compas,kNN,Rashomon,V_m_nonHH,hp_weights,0.0037061002474935464,0.0036205599445231417,0.0,0.8333333333333334,3.1666666666666665,12,compas|kNN|Rashomon|V_m_nonHH
compas,kNN,Rashomon,V_m_nonHH,hp_p,0.0007212505121273251,0.00037603102950512087,0.0,0.16666666666666666,3.8333333333333335,12,compas|kNN|Rashomon|V_m_nonHH
compas,kNN,full_pool,V_m,hp_n_neighbors,0.5683409449004903,0.07470960529586389,1.0,1.0,1.0,12,compas|kNN|full_pool|V_m
compas,kNN,full_pool,V_m,hp_weights,0.3147002879453719,0.08101950383318043,0.0,1.0,2.0833333333333335,12,compas|kNN|full_pool|V_m
compas,kNN,full_pool,V_m,validation_brier,0.11557299736808829,0.07722789273099707,0.0,1.0,2.9166666666666665,12,compas|kNN|full_pool|V_m
compas,kNN,full_pool,V_m,hp_p,0.0013857697860497672,0.00029093872758915014,0.0,0.0,4.0,12,compas|kNN|full_pool|V_m
compas,kNN,full_pool,V_m_HH,validation_brier,0.6966288670107014,0.06752811041843862,1.0,1.0,1.0,12,compas|kNN|full_pool|V_m_HH
compas,kNN,full_pool,V_m_HH,hp_n_neighbors,0.2467306458061542,0.0404682444719939,0.0,1.0,2.0,12,compas|kNN|full_pool|V_m_HH
compas,kNN,full_pool,V_m_HH,hp_weights,0.043235149264346635,0.05494513020598426,0.0,0.5833333333333334,3.4166666666666665,12,compas|kNN|full_pool|V_m_HH
compas,kNN,full_pool,V_m_HH,hp_p,0.013405337918797777,0.0038791939895332903,0.0,0.4166666666666667,3.5833333333333335,12,compas|kNN|full_pool|V_m_HH
compas,kNN,full_pool,V_m_nonHH,hp_n_neighbors,0.5815698960359109,0.05615793848166769,1.0,1.0,1.0,12,compas|kNN|full_pool|V_m_nonHH
compas,kNN,full_pool,V_m_nonHH,hp_weights,0.2837027716205648,0.09254460614787645,0.0,1.0,2.25,12,compas|kNN|full_pool|V_m_nonHH
compas,kNN,full_pool,V_m_nonHH,validation_brier,0.1334626767325254,0.09485260790982633,0.0,1.0,2.75,12,compas|kNN|full_pool|V_m_nonHH
compas,kNN,full_pool,V_m_nonHH,hp_p,0.0012646556109988953,0.00026019869172353035,0.0,0.0,4.0,12,compas|kNN|full_pool|V_m_nonHH
german,GBM,Rashomon,V_m,validation_brier,0.5338528435952337,0.06872685822048913,1.0,1.0,1.0,12,german|GBM|Rashomon|V_m
german,GBM,Rashomon,V_m,hp_learning_rate,0.17520169337475636,0.04688807109308168,0.0,0.9166666666666666,2.1666666666666665,12,german|GBM|Rashomon|V_m
german,GBM,Rashomon,V_m,hp_max_depth,0.11868663085102704,0.038000147203893345,0.0,0.6666666666666666,3.4166666666666665,12,german|GBM|Rashomon|V_m
german,GBM,Rashomon,V_m,hp_n_estimators,0.10258409978513999,0.026710233909505037,0.0,0.4166666666666667,3.5833333333333335,12,german|GBM|Rashomon|V_m
german,GBM,Rashomon,V_m,hp_subsample,0.06967473239384282,0.016221022729807775,0.0,0.0,4.833333333333333,12,german|GBM|Rashomon|V_m
german,GBM,Rashomon,V_m_HH,validation_brier,0.7996248473591532,0.060173361168225165,1.0,1.0,1.0,12,german|GBM|Rashomon|V_m_HH
german,GBM,Rashomon,V_m_HH,hp_max_depth,0.08747383354951797,0.03176055493494858,0.0,1.0,2.1666666666666665,12,german|GBM|Rashomon|V_m_HH
german,GBM,Rashomon,V_m_HH,hp_learning_rate,0.04127621322749308,0.016495807406219556,0.0,0.5,3.5833333333333335,12,german|GBM|Rashomon|V_m_HH
german,GBM,Rashomon,V_m_HH,hp_subsample,0.040203854444725316,0.010648499353457156,0.0,0.3333333333333333,4.0,12,german|GBM|Rashomon|V_m_HH
german,GBM,Rashomon,V_m_HH,hp_n_estimators,0.031421251419110514,0.017609536616649848,0.0,0.16666666666666666,4.25,12,german|GBM|Rashomon|V_m_HH
german,GBM,Rashomon,V_m_nonHH,validation_brier,0.5192784123720099,0.06652028123522573,1.0,1.0,1.0,12,german|GBM|Rashomon|V_m_nonHH
german,GBM,Rashomon,V_m_nonHH,hp_learning_rate,0.18196905121049348,0.045616932054972345,0.0,1.0,2.1666666666666665,12,german|GBM|Rashomon|V_m_nonHH
german,GBM,Rashomon,V_m_nonHH,hp_max_depth,0.12208327980716775,0.0380674341555191,0.0,0.5833333333333334,3.4166666666666665,12,german|GBM|Rashomon|V_m_nonHH
german,GBM,Rashomon,V_m_nonHH,hp_n_estimators,0.10630438869685145,0.028465976185192685,0.0,0.4166666666666667,3.5833333333333335,12,german|GBM|Rashomon|V_m_nonHH
german,GBM,Rashomon,V_m_nonHH,hp_subsample,0.07036486791347746,0.01812576425762493,0.0,0.0,4.833333333333333,12,german|GBM|Rashomon|V_m_nonHH
german,GBM,full_pool,V_m,validation_brier,0.7018121771247068,0.04662883171981907,1.0,1.0,1.0,12,german|GBM|full_pool|V_m
german,GBM,full_pool,V_m,hp_learning_rate,0.14505931106767395,0.027709103081444267,0.0,1.0,2.0,12,german|GBM|full_pool|V_m
german,GBM,full_pool,V_m,hp_n_estimators,0.06731272239860954,0.017444411583969813,0.0,0.6666666666666666,3.3333333333333335,12,german|GBM|full_pool|V_m
german,GBM,full_pool,V_m,hp_max_depth,0.06469779555976062,0.015268583710707901,0.0,0.3333333333333333,3.6666666666666665,12,german|GBM|full_pool|V_m
german,GBM,full_pool,V_m,hp_subsample,0.021117993849249103,0.002897089430258214,0.0,0.0,5.0,12,german|GBM|full_pool|V_m
german,GBM,full_pool,V_m_HH,validation_brier,0.5899395308252428,0.05646698589315433,1.0,1.0,1.0,12,german|GBM|full_pool|V_m_HH
german,GBM,full_pool,V_m_HH,hp_learning_rate,0.23815140101657575,0.0694159817529347,0.0,1.0,2.0,12,german|GBM|full_pool|V_m_HH
german,GBM,full_pool,V_m_HH,hp_n_estimators,0.09117049421224833,0.02991543202416073,0.0,1.0,3.0,12,german|GBM|full_pool|V_m_HH
german,GBM,full_pool,V_m_HH,hp_max_depth,0.050206274779702485,0.0077023533863430005,0.0,0.0,4.0,12,german|GBM|full_pool|V_m_HH
german,GBM,full_pool,V_m_HH,hp_subsample,0.030532299166230608,0.009727885273289548,0.0,0.0,5.0,12,german|GBM|full_pool|V_m_HH
german,GBM,full_pool,V_m_nonHH,validation_brier,0.7049675196663768,0.04492213549468796,1.0,1.0,1.0,12,german|GBM|full_pool|V_m_nonHH
german,GBM,full_pool,V_m_nonHH,hp_learning_rate,0.1393545591987571,0.025517660347392834,0.0,1.0,2.0,12,german|GBM|full_pool|V_m_nonHH
german,GBM,full_pool,V_m_nonHH,hp_n_estimators,0.06807172503802665,0.01713798025655584,0.0,0.5,3.5,12,german|GBM|full_pool|V_m_nonHH
german,GBM,full_pool,V_m_nonHH,hp_max_depth,0.06567423251291968,0.01485135115646587,0.0,0.5,3.5,12,german|GBM|full_pool|V_m_nonHH
german,GBM,full_pool,V_m_nonHH,hp_subsample,0.021931963583919797,0.003359301450627123,0.0,0.0,5.0,12,german|GBM|full_pool|V_m_nonHH
german,LogReg,Rashomon,V_m,hp_C,0.8049040404985094,0.017979909001125335,1.0,1.0,1.0,12,german|LogReg|Rashomon|V_m
german,LogReg,Rashomon,V_m,hp_l1_ratio,0.10599617922794968,0.03015157921473605,0.0,1.0,2.4166666666666665,12,german|LogReg|Rashomon|V_m
german,LogReg,Rashomon,V_m,validation_brier,0.08909978027354083,0.03368002269832615,0.0,1.0,2.5833333333333335,12,german|LogReg|Rashomon|V_m
german,LogReg,Rashomon,V_m_HH,hp_C,0.694769514655606,0.12667912723027866,1.0,1.0,1.0,12,german|LogReg|Rashomon|V_m_HH
german,LogReg,Rashomon,V_m_HH,validation_brier,0.28603355999892877,0.12992549003385045,0.0,1.0,2.0,12,german|LogReg|Rashomon|V_m_HH
german,LogReg,Rashomon,V_m_HH,hp_l1_ratio,0.019196925345465382,0.009075472292637074,0.0,1.0,3.0,12,german|LogReg|Rashomon|V_m_HH
german,LogReg,Rashomon,V_m_nonHH,hp_C,0.8043543643066554,0.01657404071473122,1.0,1.0,1.0,12,german|LogReg|Rashomon|V_m_nonHH
german,LogReg,Rashomon,V_m_nonHH,hp_l1_ratio,0.11041678115568115,0.030449369670221813,0.0,1.0,2.3333333333333335,12,german|LogReg|Rashomon|V_m_nonHH
german,LogReg,Rashomon,V_m_nonHH,validation_brier,0.08522885453766339,0.030711111829052045,0.0,1.0,2.6666666666666665,12,german|LogReg|Rashomon|V_m_nonHH
german,LogReg,full_pool,V_m,validation_brier,0.8375745323604553,0.06777393495668445,1.0,1.0,1.0,12,german|LogReg|full_pool|V_m
german,LogReg,full_pool,V_m,hp_C,0.14305293966135332,0.06652659011224793,0.0,1.0,2.0,12,german|LogReg|full_pool|V_m
german,LogReg,full_pool,V_m,hp_l1_ratio,0.019372527978191396,0.004440157175480197,0.0,1.0,3.0,12,german|LogReg|full_pool|V_m
german,LogReg,full_pool,V_m_HH,validation_brier,0.9315873314692115,0.016273612796681755,1.0,1.0,1.0,12,german|LogReg|full_pool|V_m_HH
german,LogReg,full_pool,V_m_HH,hp_C,0.05564200929987126,0.01640138943386273,0.0,1.0,2.0,12,german|LogReg|full_pool|V_m_HH
german,LogReg,full_pool,V_m_HH,hp_l1_ratio,0.012770659230917197,0.003809879043137175,0.0,1.0,3.0,12,german|LogReg|full_pool|V_m_HH
german,LogReg,full_pool,V_m_nonHH,validation_brier,0.8325055932740172,0.0639146938539274,1.0,1.0,1.0,12,german|LogReg|full_pool|V_m_nonHH
german,LogReg,full_pool,V_m_nonHH,hp_C,0.1475305723954272,0.06343222976022242,0.0,1.0,2.0,12,german|LogReg|full_pool|V_m_nonHH
german,LogReg,full_pool,V_m_nonHH,hp_l1_ratio,0.019963834330555746,0.003316176500381465,0.0,1.0,3.0,12,german|LogReg|full_pool|V_m_nonHH
german,MLP,Rashomon,V_m,validation_brier,0.5434452753382848,0.04664614607023347,1.0,1.0,1.0,12,german|MLP|Rashomon|V_m
german,MLP,Rashomon,V_m,hp_learning_rate_init,0.16067415285477052,0.05193927501465733,0.0,0.8333333333333334,2.5833333333333335,12,german|MLP|Rashomon|V_m
german,MLP,Rashomon,V_m,hp_hidden_layer_sizes,0.15924937656478913,0.023094223152161142,0.0,1.0,2.6666666666666665,12,german|MLP|Rashomon|V_m
german,MLP,Rashomon,V_m,hp_alpha,0.08103505390218764,0.033728504031435,0.0,0.08333333333333333,4.25,12,german|MLP|Rashomon|V_m
german,MLP,Rashomon,V_m,hp_activation,0.05559614133996793,0.021542487064762268,0.0,0.08333333333333333,4.5,12,german|MLP|Rashomon|V_m
german,MLP,Rashomon,V_m_HH,validation_brier,0.4275861004449009,0.035644984946017574,1.0,1.0,1.0,12,german|MLP|Rashomon|V_m_HH
german,MLP,Rashomon,V_m_HH,hp_learning_rate_init,0.17164943706688654,0.08142028479096855,0.0,0.4166666666666667,3.3333333333333335,12,german|MLP|Rashomon|V_m_HH
german,MLP,Rashomon,V_m_HH,hp_hidden_layer_sizes,0.1668995301150872,0.03131569282799776,0.0,0.9166666666666666,3.0,12,german|MLP|Rashomon|V_m_HH
german,MLP,Rashomon,V_m_HH,hp_alpha,0.149166901903915,0.05825881340147962,0.0,0.5833333333333334,3.0,12,german|MLP|Rashomon|V_m_HH
german,MLP,Rashomon,V_m_HH,hp_activation,0.0846980304692103,0.034717684722054346,0.0,0.08333333333333333,4.666666666666667,12,german|MLP|Rashomon|V_m_HH
german,MLP,Rashomon,V_m_nonHH,validation_brier,0.5393765473219342,0.046291349826596856,1.0,1.0,1.0,12,german|MLP|Rashomon|V_m_nonHH
german,MLP,Rashomon,V_m_nonHH,hp_learning_rate_init,0.1642755944434954,0.05097515402902495,0.0,0.9166666666666666,2.5,12,german|MLP|Rashomon|V_m_nonHH
german,MLP,Rashomon,V_m_nonHH,hp_hidden_layer_sizes,0.16037634686906546,0.023068595085768608,0.0,1.0,2.6666666666666665,12,german|MLP|Rashomon|V_m_nonHH
german,MLP,Rashomon,V_m_nonHH,hp_alpha,0.08215315909502544,0.03588048033754346,0.0,0.08333333333333333,4.25,12,german|MLP|Rashomon|V_m_nonHH
german,MLP,Rashomon,V_m_nonHH,hp_activation,0.05381835227047956,0.019942435182452586,0.0,0.0,4.583333333333333,12,german|MLP|Rashomon|V_m_nonHH
german,MLP,full_pool,V_m,validation_brier,0.7303405180308894,0.05148335430246969,1.0,1.0,1.0,12,german|MLP|full_pool|V_m
german,MLP,full_pool,V_m,hp_learning_rate_init,0.13193146475245865,0.030578112336438815,0.0,1.0,2.0,12,german|MLP|full_pool|V_m
german,MLP,full_pool,V_m,hp_hidden_layer_sizes,0.0638491250295412,0.012157196824738392,0.0,1.0,3.0,12,german|MLP|full_pool|V_m
german,MLP,full_pool,V_m,hp_alpha,0.04118488158934772,0.007152251478782204,0.0,0.0,4.25,12,german|MLP|full_pool|V_m
german,MLP,full_pool,V_m,hp_activation,0.032694010597763064,0.012756222739203139,0.0,0.0,4.75,12,german|MLP|full_pool|V_m
german,MLP,full_pool,V_m_HH,validation_brier,0.5495964129174399,0.028573135851074537,1.0,1.0,1.0,12,german|MLP|full_pool|V_m_HH
german,MLP,full_pool,V_m_HH,hp_learning_rate_init,0.14959177432224322,0.022338614834926954,0.0,0.9166666666666666,2.4166666666666665,12,german|MLP|full_pool|V_m_HH
german,MLP,full_pool,V_m_HH,hp_hidden_layer_sizes,0.14277258503663567,0.026961123427610777,0.0,0.9166666666666666,2.75,12,german|MLP|full_pool|V_m_HH
