dataset,family,pool_type,hp,mean_delta,std_delta,n_seeds
german,kNN,full_pool,p,0.05145020289710759,0.06965448997279879,6
german,kNN,full_pool,weights,-0.0036291524816312467,0.004629316334115094,6
german,kNN,full_pool,n_neighbors,-0.024090267662573234,0.11187042069963947,6
