dataset,family,subset,hp_name,rashomon_mean_importance,full_pool_mean_importance,rashomon_mean_rank,full_pool_mean_rank,rashomon_n_seeds,full_pool_n_seeds,rashomon_std_importance,full_pool_std_importance,delta_rashomon_minus_full,abs_delta
german,RF,all,n_estimators,0.2900294874498461,0.05700043966264986,2.0,3.7,10,10,0.18183656270041373,0.0655237241644231,0.23302904778719621,0.23302904778719621
german,RF,all,max_features,0.2360167798789501,0.13607636011577914,2.3,2.0,10,10,0.1672335413708719,0.08191881651250855,0.09994041976317095,0.09994041976317095
german,RF,all,min_samples_leaf,0.12989570485472385,0.040863491316036435,3.5,3.7,10,10,0.10693836365046176,0.030241855289028598,0.08903221353868741,0.08903221353868741
german,RF,all,min_samples_split,0.10398750239369656,0.039569866723929606,3.7,3.8,10,10,0.07166962992585925,0.03205602744286848,0.06441763566976695,0.06441763566976695
german,RF,all,max_depth,0.09583350850275385,0.11416194532499384,3.5,1.8,10,10,0.05301335124172511,0.05917020577450146,-0.018328436822239988,0.018328436822239988
