dataset,pool_type,subset,family,hp_name,mean_importance,std_importance,n_seeds,mean_V_m,mean_rank,rank_freq_top1,rank_freq_top3,grouping_type,n_groups,min_group_size
german,Rashomon,HH,GBM,max_depth,0.20812145626063697,0.1781168772729537,3,0.013486662701709402,2.0,0.6666666666666666,0.6666666666666666,numeric_exact,4.0,4.333333333333333
german,Rashomon,HH,GBM,n_estimators,0.10458315768264519,0.14500366951763669,3,0.013486662701709402,3.0,0.0,0.6666666666666666,numeric_exact,3.0,5.0
german,Rashomon,HH,GBM,learning_rate,0.10436952898617236,0.02633399110102165,3,0.013536180397226164,2.6666666666666665,0.3333333333333333,0.6666666666666666,numeric_exact,3.3333333333333335,5.0
german,Rashomon,HH,GBM,subsample,0.0869119923441286,0.06565722128088075,3,0.013486662701709402,2.3333333333333335,0.0,1.0,numeric_exact,3.0,6.666666666666667
german,Rashomon,HH,LogReg,C,0.34458692781958006,0.10470370138635587,3,0.006572646508592138,1.0,1.0,1.0,numeric_tertile,3.0,5.0
german,Rashomon,HH,LogReg,l1_ratio,0.03989692431536393,0.04522683536175465,3,0.006572646508592138,2.0,0.0,1.0,numeric_tertile,3.0,4.666666666666667
german,Rashomon,HH,MLP,learning_rate_init,0.14854168133272858,0.14633830476847456,3,0.017414539449392304,2.3333333333333335,0.3333333333333333,1.0,numeric_exact,2.3333333333333335,8.333333333333334
german,Rashomon,HH,MLP,activation,0.10339477545593233,0.09739097922734621,3,0.017458035889540913,2.3333333333333335,0.3333333333333333,0.6666666666666666,categorical_exact,2.0,10.666666666666666
german,Rashomon,HH,MLP,alpha,0.09771682790336485,0.09480283923917185,3,0.017517426902691542,2.6666666666666665,0.3333333333333333,0.6666666666666666,numeric_exact,3.6666666666666665,4.0
german,Rashomon,HH,MLP,hidden_layer_sizes,0.08200389855518794,0.029908611956936195,3,0.017458035889540913,2.6666666666666665,0.0,0.6666666666666666,categorical_exact,5.0,3.6666666666666665
german,Rashomon,HH,RF,max_features,0.40728375276120404,0.27216556394778535,3,0.0037658415346671676,2.0,0.6666666666666666,0.6666666666666666,categorical_exact,2.6666666666666665,6.333333333333333
german,Rashomon,HH,RF,n_estimators,0.19887649038164068,0.13575906705830895,3,0.0037658415346671676,2.0,0.3333333333333333,1.0,numeric_exact,3.0,6.666666666666667
german,Rashomon,HH,RF,min_samples_split,0.1451537616425788,0.14616644108594737,3,0.0037658415346671676,3.6666666666666665,0.0,0.3333333333333333,numeric_exact,3.0,6.333333333333333
german,Rashomon,HH,RF,min_samples_leaf,0.11470182163341551,0.09494504318246809,3,0.0037658415346671676,3.6666666666666665,0.0,0.6666666666666666,numeric_exact,3.0,4.0
german,Rashomon,HH,RF,max_depth,0.07887165868311337,0.007321121885330128,3,0.003464245662461941,3.6666666666666665,0.0,0.3333333333333333,numeric_exact,3.0,4.666666666666667
german,Rashomon,HH,kNN,n_neighbors,0.47053004265544157,0.19336870184226593,3,0.012264699933380875,1.0,1.0,1.0,numeric_tertile,3.0,3.3333333333333335
german,Rashomon,HH,kNN,p,0.061262418869894454,0.01747403366951073,3,0.012264699933380875,2.0,0.0,1.0,numeric_exact,2.0,8.666666666666666
german,Rashomon,HH,kNN,weights,0.004871969386707587,0.0034373430616643926,3,0.012264699933380875,3.0,0.0,1.0,categorical_exact,2.0,11.333333333333334
german,Rashomon,all,GBM,learning_rate,0.22727979451973535,0.17549796740541423,10,0.0070764084002670575,2.0,0.5,0.9,numeric_exact,3.7,3.6
