dataset,family,subset,hp_name,rashomon_mean_importance,full_pool_mean_importance,rashomon_mean_rank,full_pool_mean_rank,delta_rashomon_minus_full
german,LogReg,all,l1_ratio,0.04325215278052256,0.048983194561460476,2.0,2.0,-0.005731041780937918
german,LogReg,all,C,0.29472385870745643,0.674406305565389,1.0,1.0,-0.3796824468579326
