hp_name,ratio_of_sums,n_values,n_models,mean_V_m,grouping_type,n_groups,min_group_size,dataset,seed,family,pool_type,subset,K_actual
alpha,0.006430260385509937,4,50,0.01880378915351203,numeric_exact,4,10,german,3,MLP,full_pool,all,50
max_features,0.726878827894166,3,50,0.0033288797053207544,categorical_exact,3,10,german,3,RF,full_pool,all,50
max_depth,0.15495908604198638,4,39,0.003395746041528969,numeric_exact,4,7,german,3,RF,full_pool,all,50
min_samples_split,0.10939220547224321,3,50,0.0033288797053207544,numeric_exact,3,15,german,3,RF,full_pool,all,50
min_samples_leaf,0.012891039096977358,3,50,0.0033288797053207544,numeric_exact,3,12,german,3,RF,full_pool,all,50
n_estimators,0.005854361489056562,3,50,0.0033288797053207544,numeric_exact,3,12,german,3,RF,full_pool,all,50
n_neighbors,0.5260985351437979,3,50,0.009210610162673785,numeric_tertile,3,15,german,3,kNN,full_pool,all,50
p,0.0004590898688251295,2,50,0.009210610162673785,numeric_exact,2,24,german,3,kNN,full_pool,all,50
weights,0.0001126708186555827,2,50,0.009210610162673785,categorical_exact,2,24,german,3,kNN,full_pool,all,50
learning_rate,0.4478126596453525,4,50,0.013863006739647188,numeric_exact,4,12,german,4,GBM,full_pool,all,50
subsample,0.05993617065101908,3,50,0.013863006739647188,numeric_exact,3,16,german,4,GBM,full_pool,all,50
max_depth,0.05599585065178434,4,50,0.013863006739647188,numeric_exact,4,11,german,4,GBM,full_pool,all,50
n_estimators,0.020831076595523756,3,50,0.013863006739647188,numeric_exact,3,13,german,4,GBM,full_pool,all,50
C,0.573247483138932,3,50,0.01580368672085353,numeric_tertile,3,13,german,4,LogReg,full_pool,all,50
l1_ratio,0.014834365844342038,3,50,0.01580368672085353,numeric_tertile,3,11,german,4,LogReg,full_pool,all,50
learning_rate_init,0.3178567739455436,3,50,0.017649034375027135,numeric_exact,3,15,german,4,MLP,full_pool,all,50
alpha,0.15176950400137393,4,50,0.017649034375027135,numeric_exact,4,11,german,4,MLP,full_pool,all,50
activation,0.04168745258580287,2,50,0.017649034375027135,categorical_exact,2,25,german,4,MLP,full_pool,all,50
hidden_layer_sizes,0.015947343025826635,5,50,0.017649034375027135,categorical_exact,5,8,german,4,MLP,full_pool,all,50
max_features,0.638887908800013,3,50,0.0033097626221610162,categorical_exact,3,15,german,4,RF,full_pool,all,50
max_depth,0.18461071953514646,4,39,0.0030834310271585412,numeric_exact,4,8,german,4,RF,full_pool,all,50
min_samples_split,0.0674222000289904,3,50,0.0033097626221610162,numeric_exact,3,12,german,4,RF,full_pool,all,50
min_samples_leaf,0.023411094565713754,3,50,0.0033097626221610162,numeric_exact,3,14,german,4,RF,full_pool,all,50
n_estimators,0.02208124400578259,3,50,0.0033097626221610162,numeric_exact,3,15,german,4,RF,full_pool,all,50
n_neighbors,0.49002581342249,3,50,0.008721180957264724,numeric_tertile,3,16,german,4,kNN,full_pool,all,50
p,0.0028794057692493103,2,50,0.008721180957264724,numeric_exact,2,25,german,4,kNN,full_pool,all,50
weights,0.0021466646079160963,2,50,0.008721180957264724,categorical_exact,2,24,german,4,kNN,full_pool,all,50
learning_rate,0.38679097593183703,4,50,0.018898360207627928,numeric_exact,4,9,german,5,GBM,full_pool,all,50
n_estimators,0.10906706368275383,3,50,0.018898360207627928,numeric_exact,3,16,german,5,GBM,full_pool,all,50
max_depth,0.07011066977992401,4,50,0.018898360207627928,numeric_exact,4,10,german,5,GBM,full_pool,all,50
subsample,0.002215237809532335,3,50,0.018898360207627928,numeric_exact,3,14,german,5,GBM,full_pool,all,50
C,0.6846388373443137,3,50,0.014955705827735293,numeric_tertile,3,13,german,5,LogReg,full_pool,all,50
l1_ratio,0.023951604921576792,3,50,0.014955705827735293,numeric_tertile,3,11,german,5,LogReg,full_pool,all,50
learning_rate_init,0.27862039936000027,3,50,0.017711849369761196,numeric_exact,3,14,german,5,MLP,full_pool,all,50
hidden_layer_sizes,0.04853149062637819,5,50,0.017711849369761196,categorical_exact,5,8,german,5,MLP,full_pool,all,50
activation,0.03048859013661022,2,50,0.017711849369761196,categorical_exact,2,25,german,5,MLP,full_pool,all,50
alpha,0.025587586715937628,4,50,0.017711849369761196,numeric_exact,4,11,german,5,MLP,full_pool,all,50
max_features,0.5282015204646654,3,50,0.0032991771367366163,categorical_exact,3,11,german,5,RF,full_pool,all,50
max_depth,0.18822332531395577,4,42,0.003383873656936401,numeric_exact,4,9,german,5,RF,full_pool,all,50
n_estimators,0.15294232468503588,3,50,0.0032991771367366163,numeric_exact,3,12,german,5,RF,full_pool,all,50
min_samples_leaf,0.02890813112417464,3,50,0.0032991771367366163,numeric_exact,3,12,german,5,RF,full_pool,all,50
min_samples_split,0.018509052792595165,3,50,0.0032991771367366163,numeric_exact,3,12,german,5,RF,full_pool,all,50
n_neighbors,0.5545673060184795,3,50,0.009203357190270177,numeric_tertile,3,14,german,5,kNN,full_pool,all,50
weights,0.0037140924113771463,2,50,0.009203357190270177,categorical_exact,2,24,german,5,kNN,full_pool,all,50
p,2.0445462898920656e-05,2,50,0.009203357190270177,numeric_exact,2,25,german,5,kNN,full_pool,all,50
learning_rate,0.22771938179838389,4,50,0.014508329035606324,numeric_exact,4,9,german,6,GBM,full_pool,all,50
max_depth,0.046759870164058207,4,50,0.014508329035606324,numeric_exact,4,11,german,6,GBM,full_pool,all,50
subsample,0.03836915139382768,3,50,0.014508329035606324,numeric_exact,3,12,german,6,GBM,full_pool,all,50
n_estimators,0.011806618707074867,3,50,0.014508329035606324,numeric_exact,3,15,german,6,GBM,full_pool,all,50
C,0.7396086276579658,3,50,0.015124561289752543,numeric_tertile,3,13,german,6,LogReg,full_pool,all,50
l1_ratio,0.10201096109000272,3,50,0.015124561289752543,numeric_tertile,3,11,german,6,LogReg,full_pool,all,50
learning_rate_init,0.10617581417187244,3,50,0.025833394200545312,numeric_exact,3,13,german,6,MLP,full_pool,all,50
activation,0.0856145325511673,2,50,0.025833394200545312,categorical_exact,2,23,german,6,MLP,full_pool,all,50
alpha,0.06855961385152486,4,50,0.025833394200545312,numeric_exact,4,10,german,6,MLP,full_pool,all,50
hidden_layer_sizes,0.020910711644240257,5,50,0.025833394200545312,categorical_exact,5,7,german,6,MLP,full_pool,all,50
max_features,0.6021004506864494,3,50,0.0031443848635807348,categorical_exact,3,15,german,6,RF,full_pool,all,50
min_samples_split,0.06199656830654587,3,50,0.0031443848635807348,numeric_exact,3,15,german,6,RF,full_pool,all,50
max_depth,0.040162325378927756,4,38,0.0032335993530148233,numeric_exact,4,7,german,6,RF,full_pool,all,50
min_samples_leaf,0.037115308157235204,3,50,0.0031443848635807348,numeric_exact,3,11,german,6,RF,full_pool,all,50
n_estimators,0.024392028240445604,3,50,0.0031443848635807348,numeric_exact,3,14,german,6,RF,full_pool,all,50
n_neighbors,0.49224638718791136,3,50,0.009987300135731101,numeric_tertile,3,15,german,6,kNN,full_pool,all,50
p,0.0033233512868600995,2,50,0.009987300135731101,numeric_exact,2,24,german,6,kNN,full_pool,all,50
weights,0.0010182558099711687,2,50,0.009987300135731101,categorical_exact,2,25,german,6,kNN,full_pool,all,50
learning_rate,0.19669138910153985,4,50,0.01410717890021916,numeric_exact,4,8,german,7,GBM,full_pool,all,50
n_estimators,0.026010963757563753,3,50,0.01410717890021916,numeric_exact,3,15,german,7,GBM,full_pool,all,50
max_depth,0.008436064477301069,4,50,0.01410717890021916,numeric_exact,4,10,german,7,GBM,full_pool,all,50
subsample,0.00412741093990996,3,50,0.01410717890021916,numeric_exact,3,14,german,7,GBM,full_pool,all,50
C,0.8234291042840426,3,50,0.016081620138204807,numeric_tertile,3,14,german,7,LogReg,full_pool,all,50
l1_ratio,0.08835723597997963,3,50,0.016081620138204807,numeric_tertile,3,10,german,7,LogReg,full_pool,all,50
learning_rate_init,0.28229557581226605,3,50,0.020715990112187003,numeric_exact,3,16,german,7,MLP,full_pool,all,50
hidden_layer_sizes,0.08857789805745701,5,50,0.020715990112187003,categorical_exact,5,7,german,7,MLP,full_pool,all,50
alpha,0.036072592063473276,4,50,0.020715990112187003,numeric_exact,4,10,german,7,MLP,full_pool,all,50
activation,0.02436161989241741,2,50,0.020715990112187003,categorical_exact,2,22,german,7,MLP,full_pool,all,50
max_features,0.3889100567140576,3,50,0.0026235391923650426,categorical_exact,3,12,german,7,RF,full_pool,all,50
max_depth,0.14504596485313206,4,42,0.002564440929412603,numeric_exact,4,7,german,7,RF,full_pool,all,50
n_estimators,0.10010993396377627,3,50,0.0026235391923650426,numeric_exact,3,16,german,7,RF,full_pool,all,50
min_samples_leaf,0.0804967749951525,3,50,0.0026235391923650426,numeric_exact,3,13,german,7,RF,full_pool,all,50
min_samples_split,0.022772416942735154,3,50,0.0026235391923650426,numeric_exact,3,14,german,7,RF,full_pool,all,50
n_neighbors,0.48620901943651285,3,50,0.00999036708940294,numeric_tertile,3,15,german,7,kNN,full_pool,all,50
p,0.003939831380075644,2,50,0.00999036708940294,numeric_exact,2,25,german,7,kNN,full_pool,all,50
weights,0.0014712978099483064,2,50,0.00999036708940294,categorical_exact,2,24,german,7,kNN,full_pool,all,50
learning_rate,0.26520580229429047,4,50,0.014874723270676578,numeric_exact,4,9,german,8,GBM,full_pool,all,50
max_depth,0.08215291041967877,4,50,0.014874723270676578,numeric_exact,4,11,german,8,GBM,full_pool,all,50
n_estimators,0.03802578269680751,3,50,0.014874723270676578,numeric_exact,3,14,german,8,GBM,full_pool,all,50
subsample,0.004048774985287675,3,50,0.014874723270676578,numeric_exact,3,15,german,8,GBM,full_pool,all,50
C,0.6885070648902377,3,50,0.013391830817131474,numeric_tertile,3,16,german,8,LogReg,full_pool,all,50
l1_ratio,0.05167967516048802,3,50,0.013391830817131474,numeric_tertile,3,13,german,8,LogReg,full_pool,all,50
learning_rate_init,0.18830976212929926,3,50,0.018325935350035252,numeric_exact,3,15,german,8,MLP,full_pool,all,50
hidden_layer_sizes,0.09633490780773707,5,50,0.018325935350035252,categorical_exact,5,9,german,8,MLP,full_pool,all,50
alpha,0.08526747256687368,4,50,0.018325935350035252,numeric_exact,4,10,german,8,MLP,full_pool,all,50
activation,0.015233358855167418,2,50,0.018325935350035252,categorical_exact,2,21,german,8,MLP,full_pool,all,50
max_features,0.585715453393084,3,50,0.002936942310377116,categorical_exact,3,14,german,8,RF,full_pool,all,50
n_estimators,0.18302779648208128,3,50,0.002936942310377116,numeric_exact,3,12,german,8,RF,full_pool,all,50
max_depth,0.04733111875459898,4,40,0.0029570294057544473,numeric_exact,4,8,german,8,RF,full_pool,all,50
min_samples_leaf,0.03587467747725965,3,50,0.002936942310377116,numeric_exact,3,10,german,8,RF,full_pool,all,50
min_samples_split,0.02503193892670388,3,50,0.002936942310377116,numeric_exact,3,13,german,8,RF,full_pool,all,50
n_neighbors,0.5155723921771802,3,50,0.010198503728475831,numeric_tertile,3,15,german,8,kNN,full_pool,all,50
p,0.00012420728189904397,2,50,0.010198503728475831,numeric_exact,2,24,german,8,kNN,full_pool,all,50
weights,7.061662444253368e-05,2,50,0.010198503728475831,categorical_exact,2,24,german,8,kNN,full_pool,all,50
learning_rate,0.1863610933583959,4,50,0.014054963088760088,numeric_exact,4,11,german,9,GBM,full_pool,all,50
max_depth,0.061758310837844076,4,50,0.014054963088760088,numeric_exact,4,10,german,9,GBM,full_pool,all,50
n_estimators,0.026103702498155395,3,50,0.014054963088760088,numeric_exact,3,15,german,9,GBM,full_pool,all,50
subsample,0.005405157434423332,3,50,0.014054963088760088,numeric_exact,3,15,german,9,GBM,full_pool,all,50
C,0.5079317482926022,3,50,0.017402023134104737,numeric_tertile,3,15,german,9,LogReg,full_pool,all,50
l1_ratio,0.05713250680691196,3,50,0.017402023134104737,numeric_tertile,3,10,german,9,LogReg,full_pool,all,50
learning_rate_init,0.3329509921760921,3,50,0.016276462527050752,numeric_exact,3,13,german,9,MLP,full_pool,all,50
hidden_layer_sizes,0.04276507337473754,5,50,0.016276462527050752,categorical_exact,5,8,german,9,MLP,full_pool,all,50
activation,0.025817562030482993,2,50,0.016276462527050752,categorical_exact,2,22,german,9,MLP,full_pool,all,50
alpha,0.0010683038558505736,4,50,0.016276462527050752,numeric_exact,4,9,german,9,MLP,full_pool,all,50
max_features,0.6476852765608591,3,50,0.002607264823536565,categorical_exact,3,14,german,9,RF,full_pool,all,50
max_depth,0.09646618991248113,4,39,0.0026008275444819205,numeric_exact,4,6,german,9,RF,full_pool,all,50
min_samples_split,0.04433777681685295,3,50,0.002607264823536565,numeric_exact,3,15,german,9,RF,full_pool,all,50
min_samples_leaf,0.013307895546833582,3,50,0.002607264823536565,numeric_exact,3,14,german,9,RF,full_pool,all,50
n_estimators,0.011761401004274483,3,50,0.002607264823536565,numeric_exact,3,16,german,9,RF,full_pool,all,50
n_neighbors,0.5509673155948516,3,50,0.00972968560377705,numeric_tertile,3,15,german,9,kNN,full_pool,all,50
weights,0.0022150570769718914,2,50,0.00972968560377705,categorical_exact,2,24,german,9,kNN,full_pool,all,50
p,9.473596613605405e-05,2,50,0.00972968560377705,numeric_exact,2,25,german,9,kNN,full_pool,all,50
