dataset,family,pool_type,hp,mean_delta,std_delta,n_seeds
adult,RF,Rashomon,min_samples_leaf,-0.028773963017878924,0.024824632929286307,10
adult,RF,Rashomon,max_depth,-0.02565215215897944,0.0443424311078072,10
adult,RF,Rashomon,min_samples_split,-0.002138126752166589,0.01944710213476885,10
