dataset,pool_type,subset,family,hp_name,mean_importance,std_importance,mean_rank,rank_freq_top1,rank_freq_top3,n_seeds
compas,Rashomon,all,LogReg,C,0.8620473464507702,0.12080001920670062,1.0,1.0,1.0,10
compas,Rashomon,all,LogReg,l1_ratio,0.1073165185784529,0.03945603184131447,2.0,0.0,1.0,10
