dataset,family,subset,hp_name,rashomon_mean_importance,full_pool_mean_importance,rashomon_mean_rank,full_pool_mean_rank,delta_rashomon_minus_full
adult,RF,all,max_features,0.5404602982054647,0.1537515528248519,1.0,2.3,0.38670874538061284
adult,RF,all,n_estimators,0.09449319588757436,0.02323240198546986,3.2,4.6,0.0712607939021045
adult,RF,all,min_samples_split,0.08588901820542535,0.04718339151415725,4.1,3.9,0.038705626691268105
adult,RF,all,min_samples_leaf,0.10651105341578351,0.06884437496640947,3.3,3.2,0.03766667844937405
adult,RF,all,max_depth,0.11287611544241416,0.478888872215853,3.4,1.0,-0.36601275677343886
