dataset,pool_type,subset,family,hp_name,mean_importance,std_importance,mean_rank,rank_freq_top1,rank_freq_top3,n_seeds
german,Rashomon,all,LogReg,C,0.29472385870745643,0.13204968457868263,1.0,1.0,1.0,10
german,Rashomon,all,LogReg,l1_ratio,0.04325215278052256,0.0405914294453678,2.0,0.0,1.0,10
