dataset,pool_type,subset,family,hp_name,mean_importance,std_importance,n_seeds,mean_V_m,mean_rank,rank_freq_top1,rank_freq_top3,grouping_type,n_groups,min_group_size
compas,Rashomon,HH,MLP,activation,0.034136093531172626,0.0341389688655222,10,0.002258088585918144,3.5,0.0,0.4,categorical_exact,2.0,9.1
compas,Rashomon,HH,RF,max_depth,0.32840162410124474,0.21575690699682187,10,0.006649443308947202,1.9,0.6,0.9,numeric_exact,3.3,3.8
compas,Rashomon,HH,RF,max_features,0.2349991955764339,0.17610502341570597,10,0.0064164430538440525,2.1,0.4,0.9,categorical_exact,3.0,5.4
compas,Rashomon,HH,RF,min_samples_leaf,0.16528292069562367,0.13644938448740218,10,0.0064164430538440525,3.1,0.0,0.6,numeric_exact,3.0,5.4
compas,Rashomon,HH,RF,min_samples_split,0.10434546904751692,0.14856733954675352,10,0.0064164430538440525,3.4,0.0,0.5,numeric_exact,3.0,6.3
compas,Rashomon,HH,RF,n_estimators,0.045511863883380764,0.04472639172026826,10,0.0064164430538440525,4.5,0.0,0.1,numeric_exact,3.0,6.7
compas,Rashomon,HH,kNN,weights,0.840963514812115,0.04208589372423504,3,0.017764512029357,1.0,1.0,1.0,categorical_exact,2.0,3.0
compas,Rashomon,HH,kNN,n_neighbors,0.36133490623393133,0.12559967152829082,10,0.015473301488167234,1.3,0.7,1.0,numeric_tertile,3.0,6.5
compas,Rashomon,HH,kNN,p,0.02112306955696061,0.028707835511753512,10,0.015473301488167234,2.3,0.0,1.0,numeric_exact,2.0,11.8
compas,Rashomon,all,GBM,learning_rate,0.15098034124199863,0.12465169893703688,10,0.0012468141963382013,2.3,0.4,0.8,numeric_exact,3.7,3.9
compas,Rashomon,all,GBM,max_depth,0.14053013248810314,0.06094298363016899,10,0.0012434224573771237,1.8,0.4,1.0,numeric_exact,3.8,4.1
compas,Rashomon,all,GBM,n_estimators,0.12774295519687356,0.09647274328391046,10,0.0012454725594118574,2.3,0.2,0.8,numeric_exact,3.0,5.8
compas,Rashomon,all,GBM,subsample,0.03231969799848148,0.030954836480574465,10,0.0012454725594118574,3.6,0.0,0.4,numeric_exact,3.0,5.8
compas,Rashomon,all,LogReg,C,0.469236513058357,0.26321590032432896,10,5.982223858097044e-05,1.0,1.0,1.0,numeric_tertile,2.8,5.1
compas,Rashomon,all,LogReg,l1_ratio,0.06822170667782257,0.0497153183424786,10,5.982223858097044e-05,2.0,0.0,1.0,numeric_tertile,3.0,4.7
compas,Rashomon,all,MLP,learning_rate_init,0.2657569121877331,0.12167345156411087,10,0.0012558569401979606,1.6,0.7,0.9,numeric_exact,3.0,3.9
compas,Rashomon,all,MLP,hidden_layer_sizes,0.18051261176785743,0.07833161076399649,10,0.0012558569401979606,2.1,0.1,1.0,categorical_exact,5.0,2.8
compas,Rashomon,all,MLP,alpha,0.15872913047394804,0.1299910961223897,10,0.0012558569401979606,2.6,0.2,0.8,numeric_exact,4.0,4.4
compas,Rashomon,all,MLP,activation,0.027777370992461185,0.028750880771958236,10,0.0012558569401979606,3.7,0.0,0.3,categorical_exact,2.0,9.1
compas,Rashomon,all,RF,max_depth,0.3028536949477415,0.23665477960462167,10,0.0032728536890428567,2.1,0.6,0.8,numeric_exact,3.3,3.8
compas,Rashomon,all,RF,max_features,0.14735921694524157,0.13813766511464765,10,0.0032385363885786686,2.9,0.3,0.7,categorical_exact,3.0,5.4
compas,Rashomon,all,RF,min_samples_leaf,0.11297918574321283,0.10704735187331241,10,0.0032385363885786686,3.0,0.0,0.7,numeric_exact,3.0,5.4
compas,Rashomon,all,RF,min_samples_split,0.10751794708636,0.1006678027709625,10,0.0032385363885786686,3.1,0.1,0.5,numeric_exact,3.0,6.3
