dataset,family,pool_type,hp,mean_delta,std_delta,n_seeds
german,RF,Rashomon,max_features,0.08496637561718623,0.0026235014626274926,3
german,RF,Rashomon,min_samples_leaf,0.04071797400218504,0.07749054837417806,3
german,RF,Rashomon,n_estimators,0.009377078252094766,0.030208730968856536,3
german,RF,Rashomon,min_samples_split,-0.0010719400274745345,0.01907156420498798,3
german,RF,Rashomon,max_depth,-0.02879400931881319,0.022347863741401304,3
