dataset,family,subset,hp_name,rashomon_mean_importance,full_pool_mean_importance,rashomon_mean_rank,full_pool_mean_rank,delta_rashomon_minus_full
adult,kNN,all,weights,0.11336695248417201,0.006040221154315299,2.0,2.0,0.10732673132985672
adult,kNN,all,n_neighbors,0.5904884764811508,0.493319164313445,1.0,1.0,0.09716931216770575
adult,kNN,all,p,0.020820033475775584,0.0007654003546450092,3.0,3.0,0.020054633121130573
