model_name,candidate_id,candidate_seed,val_brier,outer_seed,hp_C,hp_activation,hp_alpha,hp_bootstrap,hp_early_stopping,hp_hidden_layer_sizes,hp_l1_ratio,hp_learning_rate,hp_learning_rate_init,hp_max_depth,hp_max_features,hp_max_iter,hp_min_samples_leaf,hp_min_samples_split,hp_n_estimators,hp_n_iter_no_change,hp_n_jobs,hp_n_neighbors,hp_p,hp_penalty,hp_solver,hp_subsample,hp_tol,hp_weights,family,dataset,seed,pool_type,global_row_idx,V_m,V_m_HH,V_m_nonHH
GBM,24,24,0.0907228026957267,0,,,,,,,,0.1,,4.0,,,,,500.0,,,,,,,0.8,,,GBM,adult,0,Rashomon,174,0.001618057163132018,0.005114143044757922,0.0013444672194153774
GBM,43,43,0.0910894037107987,0,,,,,,,,0.1,,5.0,,,,,100.0,,,,,,,0.6,,,GBM,adult,0,Rashomon,193,0.0010942331880778667,0.003074783317725976,0.0009392431172257135
GBM,7,7,0.0911874270444206,0,,,,,,,,0.2,,3.0,,,,,200.0,,,,,,,0.8,,,GBM,adult,0,Rashomon,157,0.0011528721829662143,0.0023630172956119904,0.0010581709815461423
GBM,2,2,0.0916563485351351,0,,,,,,,,0.2,,3.0,,,,,500.0,,,,,,,0.8,,,GBM,adult,0,Rashomon,152,0.002825671330904427,0.0064184751613765795,0.0025445126205507007
GBM,6,6,0.0917278180539476,0,,,,,,,,0.1,,5.0,,,,,500.0,,,,,,,0.8,,,GBM,adult,0,Rashomon,156,0.0033638439152783198,0.006778827917526729,0.003096600685963296
GBM,19,19,0.091820117819101,0,,,,,,,,0.05,,3.0,,,,,500.0,,,,,,,0.6,,,GBM,adult,0,Rashomon,169,0.0007626853541760236,0.0027627656521153096,0.0006061669290944614
GBM,47,47,0.0919918806440528,0,,,,,,,,0.1,,4.0,,,,,100.0,,,,,,,0.8,,,GBM,adult,0,Rashomon,197,0.0013396295973636912,0.004156280955238551,0.0011192095297330872
GBM,26,26,0.0920081527078478,0,,,,,,,,0.2,,4.0,,,,,100.0,,,,,,,0.6,,,GBM,adult,0,Rashomon,176,0.0016824708199077343,0.004700172702161102,0.001446317328239121
GBM,21,21,0.0920982187411938,0,,,,,,,,0.2,,2.0,,,,,200.0,,,,,,,1.0,,,GBM,adult,0,Rashomon,171,0.0013731033283625239,0.005526350032222043,0.0010480865609192127
GBM,9,9,0.0922336345969712,0,,,,,,,,0.1,,3.0,,,,,200.0,,,,,,,0.8,,,GBM,adult,0,Rashomon,159,0.0009690806749720359,0.0029992413070109073,0.0008102082811402964
GBM,36,36,0.0925023252883727,0,,,,,,,,0.1,,2.0,,,,,500.0,,,,,,,0.8,,,GBM,adult,0,Rashomon,186,0.0013436273600486237,0.004751909739289726,0.0010769085734170626
GBM,22,22,0.0925705386764412,0,,,,,,,,0.2,,3.0,,,,,500.0,,,,,,,0.6,,,GBM,adult,0,Rashomon,172,0.0034616903170887575,0.007943546353274036,0.00311095787452194
GBM,4,4,0.0928007543579269,0,,,,,,,,0.1,,3.0,,,,,200.0,,,,,,,0.6,,,GBM,adult,0,Rashomon,154,0.001294724756096365,0.003188236819423462,0.001146545942310613
GBM,12,12,0.0929913588654708,0,,,,,,,,0.2,,3.0,,,,,100.0,,,,,,,0.8,,,GBM,adult,0,Rashomon,162,0.001448366404237695,0.005689227714710326,0.0011164932619501572
LogReg,47,47,0.1043449371932673,0,0.1623776739188721,,,,,,0.0,,,,,2000.0,,,,,,,,elasticnet,saga,,0.0001,,LogReg,adult,0,Rashomon,47,0.0001119225206282617,0.0003409253421105839,9.400165965354133e-05
LogReg,48,48,0.1043477492848312,0,0.04832930238571752,,,,,,0.75,,,,,2000.0,,,,,,,,elasticnet,saga,,0.0001,,LogReg,adult,0,Rashomon,48,0.0007637781919013639,0.001765515278655196,0.0006853861836774713
LogReg,43,43,0.1043801506574701,0,0.1623776739188721,,,,,,0.25,,,,,2000.0,,,,,,,,elasticnet,saga,,0.0001,,LogReg,adult,0,Rashomon,43,0.00017830331977448528,0.000467190514113418,0.00015569614308725532
LogReg,42,42,0.1043938606447899,0,0.1623776739188721,,,,,,0.5,,,,,2000.0,,,,,,,,elasticnet,saga,,0.0001,,LogReg,adult,0,Rashomon,42,0.00023802146190746984,0.0005567220928170298,0.00021308120282194246
LogReg,20,20,0.1044218019468019,0,0.1623776739188721,,,,,,0.75,,,,,2000.0,,,,,,,,elasticnet,saga,,0.0001,,LogReg,adult,0,Rashomon,20,0.00029526849063281476,0.0006261268786632572,0.0002693768132472095
LogReg,24,24,0.1044442736385581,0,0.5455594781168515,,,,,,0.0,,,,,2000.0,,,,,,,,elasticnet,saga,,0.0001,,LogReg,adult,0,Rashomon,24,2.4796953325550603e-05,0.00013218046577922698,1.6393541589385413e-05
LogReg,25,25,0.1044771099698622,0,0.5455594781168515,,,,,,0.75,,,,,2000.0,,,,,,,,elasticnet,saga,,0.0001,,LogReg,adult,0,Rashomon,25,7.90271922177105e-05,0.0002913860486583345,6.240882254702592e-05
