dataset,family,subset,hp_name,rashomon_mean_importance,full_pool_mean_importance,rashomon_mean_rank,full_pool_mean_rank,rashomon_n_seeds,full_pool_n_seeds,rashomon_std_importance,full_pool_std_importance,delta_rashomon_minus_full,abs_delta
compas,RF,all,max_features,0.14735921694524157,0.037024576528808174,2.9,4.3,10,10,0.13813766511464765,0.045403808002929216,0.1103346404164334,0.1103346404164334
compas,RF,all,n_estimators,0.0428676562311092,0.03699360596498539,3.9,4.4,10,10,0.04399818352527694,0.027903772197882832,0.005874050266123809,0.005874050266123809
