dataset,family,pool_type,hp,mean_delta,std_delta,n_seeds
compas,MLP,full_pool,activation,0.019378579529267203,0.02271242742297801,10
compas,MLP,full_pool,hidden_layer_sizes,0.01326737204409124,0.018179973534035034,10
compas,MLP,full_pool,alpha,0.0025462162020147413,0.01901536184397787,10
