dataset,family,subset,hp_name,rashomon_mean_importance,full_pool_mean_importance,rashomon_mean_rank,full_pool_mean_rank,delta_rashomon_minus_full
german,MLP,all,hidden_layer_sizes,0.1626797492801732,0.05292023639581471,1.8,2.4,0.10975951288435849
german,MLP,all,alpha,0.09880000034901144,0.04638119562684359,2.9,3.3,0.05241880472216785
german,MLP,all,activation,0.042203319044803386,0.029152279512641155,3.5,3.3,0.013051039532162231
german,MLP,all,learning_rate_init,0.2372557916422983,0.23353889217681217,1.8,1.0,0.0037168994654861176
