dataset,pool_type,subset,family,hp_name,mean_importance,std_importance,mean_rank,rank_freq_top1,rank_freq_top3,n_seeds
compas,Rashomon,non_HH,LogReg,C,0.46639013988819694,0.26037786573514127,1.0,1.0,1.0,10
compas,Rashomon,non_HH,LogReg,l1_ratio,0.0685794376793786,0.04986246424042356,2.0,0.0,1.0,10
