dataset,family,subset,pool_type,hp,n_seeds,mean_importance,std_importance,mean_rank,importance_type
adult,kNN,all,Rashomon,p,10,0.27961183579193105,0.02624330700434879,2.0,decomposition
adult,kNN,all,Rashomon,weights,10,0.13207405686860868,0.011095624420163387,3.0,decomposition
adult,kNN,all,full_pool,n_neighbors,10,0.9837118728798216,0.0018849898559953739,1.0,V_m
adult,kNN,all,full_pool,p,10,0.0007654003546450092,0.0005565865568697522,3.0,V_m
adult,kNN,all,full_pool,weights,10,0.006040221154315299,0.0025657263647083433,2.0,V_m
adult,kNN,all,full_pool,n_neighbors,10,0.7291224619095888,0.007213135539195017,1.0,decomposition
adult,kNN,all,full_pool,p,10,0.08212322574112951,0.006121630460456391,2.0,decomposition
adult,kNN,all,full_pool,weights,10,0.05852266900240723,0.005626952113211166,3.0,decomposition
adult,kNN,non_HH,Rashomon,n_neighbors,10,0.8857772662600162,0.02772836578424492,1.0,V_m
adult,kNN,non_HH,Rashomon,p,10,0.06283264146869874,0.027825849491890115,2.9,V_m
adult,kNN,non_HH,Rashomon,weights,10,0.11706665043868773,0.04547478997674088,2.1,V_m
adult,kNN,non_HH,Rashomon,n_neighbors,10,0.6002387232291551,0.035602575311118996,1.0,decomposition
adult,kNN,non_HH,Rashomon,p,10,0.14671125725435963,0.010533926741238172,2.9,decomposition
adult,kNN,non_HH,Rashomon,weights,10,0.17613981381243074,0.017586504878443616,2.1,decomposition
adult,kNN,non_HH,full_pool,n_neighbors,10,0.9813352926199332,0.0020781081945106957,1.0,V_m
adult,kNN,non_HH,full_pool,p,10,0.0007534232402581009,0.0004434135911158457,3.0,V_m
adult,kNN,non_HH,full_pool,weights,10,0.006708823057152638,0.0028416894255611936,2.0,V_m
adult,kNN,non_HH,full_pool,n_neighbors,10,0.7518712498326937,0.005426554049403724,1.0,decomposition
adult,kNN,non_HH,full_pool,p,10,0.04388668763876805,0.002575915961607853,3.0,decomposition
adult,kNN,non_HH,full_pool,weights,10,0.07279782485160445,0.008123143628804409,2.0,decomposition
compas,GBM,HH,Rashomon,learning_rate,10,0.1480311710570715,0.11235838770872102,1.8,V_m
compas,GBM,HH,Rashomon,max_depth,10,0.11203460355411218,0.058956661556848165,2.2,V_m
compas,GBM,HH,Rashomon,n_estimators,10,0.06498127825821494,0.04512010924035548,2.9,V_m
compas,GBM,HH,Rashomon,subsample,10,0.04731750994100399,0.031314697546225845,3.1,V_m
compas,GBM,HH,Rashomon,learning_rate,10,0.30905824764506173,0.0706464422460359,1.3,decomposition
compas,GBM,HH,Rashomon,max_depth,10,0.24101341026939727,0.05592784499682307,2.0,decomposition
compas,GBM,HH,Rashomon,n_estimators,10,0.1082712803411728,0.08102124540967351,3.4,decomposition
compas,GBM,HH,Rashomon,subsample,10,0.11717776185375031,0.06567407470968042,3.3,decomposition
compas,GBM,HH,full_pool,learning_rate,10,0.16821501988808735,0.06723397135326442,1.2,V_m
compas,GBM,HH,full_pool,max_depth,10,0.10629225832105918,0.0967484875817686,2.2,V_m
compas,GBM,HH,full_pool,n_estimators,10,0.05516012001388966,0.045251062115309215,3.1,V_m
compas,GBM,HH,full_pool,subsample,10,0.026253166891465902,0.024625619275784348,3.5,V_m
compas,GBM,HH,full_pool,learning_rate,10,0.37400642694735764,0.08315489445526628,1.1,decomposition
compas,GBM,HH,full_pool,max_depth,10,0.23281241857476465,0.10170291712969874,2.3,decomposition
compas,GBM,HH,full_pool,n_estimators,10,0.16037968677897824,0.0563680982936977,2.6,decomposition
compas,GBM,HH,full_pool,subsample,10,0.06086574393541947,0.027576596070516473,4.0,decomposition
compas,GBM,all,Rashomon,learning_rate,10,0.1511086852435413,0.12462999423485858,2.3,V_m
compas,GBM,all,Rashomon,max_depth,10,0.14103555924557365,0.06128101195359562,1.8,V_m
compas,GBM,all,Rashomon,n_estimators,10,0.12774295519687356,0.09647274328391046,2.3,V_m
compas,GBM,all,Rashomon,subsample,10,0.03231969799848148,0.030954836480574465,3.6,V_m
compas,GBM,all,Rashomon,learning_rate,10,0.30565395372155396,0.04513417648865973,1.3,decomposition
compas,GBM,all,Rashomon,max_depth,10,0.24724161292421548,0.030041521303201427,1.9,decomposition
compas,GBM,all,Rashomon,n_estimators,10,0.11766367574836596,0.07778388916690329,3.4,decomposition
compas,GBM,all,Rashomon,subsample,10,0.0905337897223714,0.03825627146563252,3.4,decomposition
compas,GBM,all,full_pool,learning_rate,10,0.15643838549604966,0.0737012876366272,1.5,V_m
compas,GBM,all,full_pool,max_depth,10,0.13153118323698137,0.08261835574521044,1.8,V_m
compas,GBM,all,full_pool,n_estimators,10,0.05870213545952687,0.05030095745788493,2.9,V_m
compas,GBM,all,full_pool,subsample,10,0.014993785766510583,0.01282217132048227,3.8,V_m
compas,GBM,all,full_pool,learning_rate,10,0.32583000574273396,0.05626104519359824,1.2,decomposition
compas,GBM,all,full_pool,max_depth,10,0.23594418366187692,0.07668057356805728,2.1,decomposition
compas,GBM,all,full_pool,n_estimators,10,0.14366111944855406,0.05093466107389029,2.7,decomposition
compas,GBM,all,full_pool,subsample,10,0.0522973053168164,0.016173909139138912,4.0,decomposition
compas,GBM,non_HH,Rashomon,learning_rate,10,0.1526336137253953,0.12484838584712406,2.3,V_m
compas,GBM,non_HH,Rashomon,max_depth,10,0.1447457087192107,0.06491377525312285,1.8,V_m
compas,GBM,non_HH,Rashomon,n_estimators,10,0.14276299781345367,0.10165530480271913,2.3,V_m
compas,GBM,non_HH,Rashomon,subsample,10,0.03498721280125687,0.03241981994643169,3.6,V_m
compas,GBM,non_HH,Rashomon,learning_rate,10,0.3033799181631177,0.04728614773068359,1.2,decomposition
compas,GBM,non_HH,Rashomon,max_depth,10,0.2475160782725549,0.02689091218417852,2.0,decomposition
compas,GBM,non_HH,Rashomon,n_estimators,10,0.12043303218365864,0.07702950275127377,3.3,decomposition
compas,GBM,non_HH,Rashomon,subsample,10,0.08393075139569248,0.036591884955323874,3.5,decomposition
compas,GBM,non_HH,full_pool,learning_rate,10,0.15694775509432213,0.07488056576677436,1.5,V_m
compas,GBM,non_HH,full_pool,max_depth,10,0.13274899708599477,0.08204384003475204,1.8,V_m
compas,GBM,non_HH,full_pool,n_estimators,10,0.05936484081556006,0.05088005077407877,2.9,V_m
compas,GBM,non_HH,full_pool,subsample,10,0.014568511485208343,0.01243420383869832,3.8,V_m
compas,GBM,non_HH,full_pool,learning_rate,10,0.32340597216040534,0.056068952579716114,1.2,decomposition
compas,GBM,non_HH,full_pool,max_depth,10,0.2361339694816742,0.07549201503052305,2.1,decomposition
compas,GBM,non_HH,full_pool,n_estimators,10,0.14285866035064726,0.05085984724452849,2.7,decomposition
compas,GBM,non_HH,full_pool,subsample,10,0.05163772178083949,0.01651132730852825,4.0,decomposition
compas,LogReg,HH,Rashomon,C,10,0.862553349090955,0.1457897995204124,1.0,V_m
compas,LogReg,HH,Rashomon,l1_ratio,10,0.10557240354271516,0.030763127961321274,2.0,V_m
compas,LogReg,HH,Rashomon,C,10,0.9336254131496944,0.05826326170367734,1.0,decomposition
compas,LogReg,HH,Rashomon,l1_ratio,10,0.10435421976321199,0.036101393428672905,2.0,decomposition
compas,LogReg,HH,full_pool,C,10,0.9172238130162871,0.03765789632964472,1.0,V_m
compas,LogReg,HH,full_pool,l1_ratio,10,0.05764249308654884,0.020154557775742817,2.0,V_m
compas,LogReg,HH,full_pool,C,10,0.9803334555358207,0.010152421750894387,1.0,decomposition
compas,LogReg,HH,full_pool,l1_ratio,10,0.05485273386125252,0.026528676384575935,2.0,decomposition
compas,LogReg,all,Rashomon,C,10,0.8620473464507702,0.12080001920670062,1.0,V_m
compas,LogReg,all,Rashomon,l1_ratio,10,0.1073165185784529,0.03945603184131447,2.0,V_m
compas,LogReg,all,Rashomon,C,10,0.9352619569435081,0.045257814825328396,1.0,decomposition
compas,LogReg,all,Rashomon,l1_ratio,10,0.10830512525814866,0.045264286363200755,2.0,decomposition
compas,LogReg,all,full_pool,C,10,0.9262915203106636,0.03525006553114991,1.0,V_m
compas,LogReg,all,full_pool,l1_ratio,10,0.05891133322260759,0.01983855077368554,2.0,V_m
compas,LogReg,all,full_pool,C,10,0.9763984362151101,0.01090175182740091,1.0,decomposition
compas,LogReg,all,full_pool,l1_ratio,10,0.054338913396161884,0.02531928238014988,2.0,decomposition
compas,LogReg,non_HH,Rashomon,C,10,0.8592115670514227,0.12272825826190964,1.0,V_m
compas,LogReg,non_HH,Rashomon,l1_ratio,10,0.10809431676476063,0.04143635915426634,2.0,V_m
compas,LogReg,non_HH,Rashomon,C,10,0.9344740607196812,0.045386201615924784,1.0,decomposition
compas,LogReg,non_HH,Rashomon,l1_ratio,10,0.10924295938273525,0.04671143074465064,2.0,decomposition
compas,LogReg,non_HH,full_pool,C,10,0.9263759671194839,0.03574218234986658,1.0,V_m
compas,LogReg,non_HH,full_pool,l1_ratio,10,0.05897370955059651,0.01990760167831433,2.0,V_m
compas,LogReg,non_HH,full_pool,C,10,0.9760257052916519,0.010949924908606206,1.0,decomposition
compas,LogReg,non_HH,full_pool,l1_ratio,10,0.05436086367559519,0.025350480175362407,2.0,decomposition
compas,MLP,HH,Rashomon,activation,10,0.03145218982141755,0.02977234427341691,3.6,V_m
compas,MLP,HH,Rashomon,alpha,10,0.13922374203504068,0.12169666990726297,2.6,V_m
compas,MLP,HH,Rashomon,hidden_layer_sizes,10,0.13914666820021535,0.06563743030835795,1.9,V_m
compas,MLP,HH,Rashomon,learning_rate_init,10,0.19640372587768434,0.10284710759685463,1.9,V_m
compas,MLP,HH,Rashomon,activation,10,0.0894539008144715,0.0589304707054575,3.3,decomposition
compas,MLP,HH,Rashomon,alpha,10,0.13974663480865088,0.07577138165650404,2.7,decomposition
compas,MLP,HH,Rashomon,hidden_layer_sizes,10,0.1482193424187107,0.04290164761954759,2.5,decomposition
compas,MLP,HH,Rashomon,learning_rate_init,10,0.2642783227661438,0.13610022038078087,1.5,decomposition
compas,MLP,HH,full_pool,activation,10,0.01562405907810262,0.01485415559595017,3.9,V_m
compas,MLP,HH,full_pool,alpha,10,0.058563938696033845,0.02025718666868158,2.2,V_m
compas,MLP,HH,full_pool,hidden_layer_sizes,10,0.06664599573836014,0.02372893347290543,2.1,V_m
compas,MLP,HH,full_pool,learning_rate_init,10,0.10486542504443026,0.052129472895146974,1.8,V_m
compas,MLP,HH,full_pool,activation,10,0.08037406189412674,0.03599733765776267,3.1,decomposition
compas,MLP,HH,full_pool,alpha,10,0.05918681331870419,0.030106809314052276,3.3,decomposition
compas,MLP,HH,full_pool,hidden_layer_sizes,10,0.10528908482379543,0.038419710404373454,2.6,decomposition
compas,MLP,HH,full_pool,learning_rate_init,10,0.2807538754213389,0.10923891249965725,1.0,decomposition
compas,MLP,all,Rashomon,activation,10,0.027777370992461185,0.028750880771958236,3.7,V_m
compas,MLP,all,Rashomon,alpha,10,0.15872913047394804,0.1299910961223897,2.6,V_m
compas,MLP,all,Rashomon,hidden_layer_sizes,10,0.18051261176785743,0.07833161076399649,2.1,V_m
compas,MLP,all,Rashomon,learning_rate_init,10,0.2657569121877331,0.12167345156411087,1.6,V_m
compas,MLP,all,Rashomon,activation,10,0.08720789190477778,0.041740414019673704,3.5,decomposition
compas,MLP,all,Rashomon,alpha,10,0.13228857254567153,0.05978383386563271,2.9,decomposition
compas,MLP,all,Rashomon,hidden_layer_sizes,10,0.15061164826854645,0.03147239661272663,2.1,decomposition
compas,MLP,all,Rashomon,learning_rate_init,10,0.2167872627896128,0.09783871370363617,1.5,decomposition
compas,MLP,all,full_pool,activation,10,0.03141058987968341,0.033315712424546104,3.5,V_m
compas,MLP,all,full_pool,alpha,10,0.05837247379791488,0.02956736616167267,2.9,V_m
compas,MLP,all,full_pool,hidden_layer_sizes,10,0.07141184387483837,0.0265591600528499,2.2,V_m
compas,MLP,all,full_pool,learning_rate_init,10,0.11625479860747168,0.03274045648969976,1.4,V_m
compas,MLP,all,full_pool,activation,10,0.06099548236485954,0.020197371899888218,3.4,decomposition
compas,MLP,all,full_pool,alpha,10,0.05664059711668945,0.021695381399677582,3.4,decomposition
compas,MLP,all,full_pool,hidden_layer_sizes,10,0.09202171277970417,0.02399019257351903,2.2,decomposition
compas,MLP,all,full_pool,learning_rate_init,10,0.29243754320680637,0.04061420148142047,1.0,decomposition
compas,MLP,non_HH,Rashomon,activation,10,0.027544508664658473,0.028058468296588833,3.8,V_m
compas,MLP,non_HH,Rashomon,alpha,10,0.1572284129078183,0.12761433984170725,2.6,V_m
compas,MLP,non_HH,Rashomon,hidden_layer_sizes,10,0.1874819863351102,0.08183452222895386,2.1,V_m
compas,MLP,non_HH,Rashomon,learning_rate_init,10,0.26809921500106076,0.1177769732419966,1.5,V_m
compas,MLP,non_HH,Rashomon,activation,10,0.08632601433679267,0.04006460750290417,3.5,decomposition
compas,MLP,non_HH,Rashomon,alpha,10,0.13130915437884924,0.05971860911509134,2.9,decomposition
compas,MLP,non_HH,Rashomon,hidden_layer_sizes,10,0.1510240640263324,0.03134536426085137,2.0,decomposition
compas,MLP,non_HH,Rashomon,learning_rate_init,10,0.2097916194557591,0.09394200964531645,1.6,decomposition
compas,MLP,non_HH,full_pool,activation,10,0.032338708825232855,0.03415902990794514,3.5,V_m
compas,MLP,non_HH,full_pool,alpha,10,0.05944222345124315,0.03079632196790619,2.9,V_m
compas,MLP,non_HH,full_pool,hidden_layer_sizes,10,0.07099722911824459,0.0271223712883898,2.2,V_m
compas,MLP,non_HH,full_pool,learning_rate_init,10,0.11686293128946927,0.03160336930680489,1.4,V_m
compas,MLP,non_HH,full_pool,activation,10,0.06004805099462666,0.020159860611863565,3.4,decomposition
compas,MLP,non_HH,full_pool,alpha,10,0.05671452798033701,0.02178744154065719,3.4,decomposition
compas,MLP,non_HH,full_pool,hidden_layer_sizes,10,0.09133096785282205,0.02358204577733667,2.2,decomposition
compas,MLP,non_HH,full_pool,learning_rate_init,10,0.29374660903370187,0.04195631629824654,1.0,decomposition
compas,RF,HH,Rashomon,max_depth,10,0.3201147040801884,0.19602414835423315,1.4,V_m
compas,RF,HH,Rashomon,max_features,10,0.09130857080890659,0.11972739563953408,3.7,V_m
compas,RF,HH,Rashomon,min_samples_leaf,10,0.15843256077831744,0.13857006583619572,2.8,V_m
compas,RF,HH,Rashomon,min_samples_split,10,0.1057065774429995,0.1441037378399434,3.0,V_m
compas,RF,HH,Rashomon,n_estimators,10,0.044590777454047166,0.039904687801618745,4.1,V_m
compas,RF,HH,Rashomon,max_depth,10,0.59672343807783,0.07305460867891349,1.0,decomposition
compas,RF,HH,Rashomon,max_features,10,0.09332248648372071,0.10270698472535185,4.0,decomposition
compas,RF,HH,Rashomon,min_samples_leaf,10,0.15515611250386352,0.07530023028273321,2.8,decomposition
compas,RF,HH,Rashomon,min_samples_split,10,0.10425954243145046,0.0766676970121027,3.3,decomposition
compas,RF,HH,Rashomon,n_estimators,10,0.06632700997224503,0.046613518362671864,3.9,decomposition
compas,RF,HH,full_pool,max_depth,10,0.4380400131816099,0.1097546254866781,1.1,V_m
compas,RF,HH,full_pool,max_features,10,0.03065589180166441,0.055383380702288404,4.5,V_m
compas,RF,HH,full_pool,min_samples_leaf,10,0.18450802416341544,0.12273214758791919,2.3,V_m
compas,RF,HH,full_pool,min_samples_split,10,0.09535407491899109,0.06725739350387153,3.0,V_m
compas,RF,HH,full_pool,n_estimators,10,0.03153560352302907,0.026619191605644486,4.1,V_m
compas,RF,HH,full_pool,max_depth,10,0.5972516217527482,0.043333361504423476,1.0,decomposition
compas,RF,HH,full_pool,max_features,10,0.021278972984182996,0.028386129234332032,4.6,decomposition
compas,RF,HH,full_pool,min_samples_leaf,10,0.14996813205775966,0.04317538506143176,2.1,decomposition
compas,RF,HH,full_pool,min_samples_split,10,0.0896950422895203,0.05591418413263495,3.0,decomposition
compas,RF,HH,full_pool,n_estimators,10,0.03376621540118545,0.02237707843192924,4.3,decomposition
compas,RF,all,Rashomon,max_depth,10,0.3334151406727774,0.2119427385254623,1.6,V_m
compas,RF,all,Rashomon,max_features,10,0.10290140245669162,0.1341672878144492,3.6,V_m
compas,RF,all,Rashomon,min_samples_leaf,10,0.11297918574321283,0.10704735187331241,2.9,V_m
compas,RF,all,Rashomon,min_samples_split,10,0.10751794708636,0.1006678027709625,3.1,V_m
compas,RF,all,Rashomon,n_estimators,10,0.0428676562311092,0.04399818352527694,3.8,V_m
compas,RF,all,Rashomon,max_depth,10,0.6366307202272873,0.0655686752145866,1.0,decomposition
compas,RF,all,Rashomon,max_features,10,0.08871482651451609,0.09742560211367585,4.0,decomposition
compas,RF,all,Rashomon,min_samples_leaf,10,0.15424797169784998,0.08107354368709813,2.8,decomposition
compas,RF,all,Rashomon,min_samples_split,10,0.0980217054906942,0.07576577680964545,3.3,decomposition
compas,RF,all,Rashomon,n_estimators,10,0.06776289888891587,0.04728077930582854,3.9,decomposition
compas,RF,all,full_pool,max_depth,10,0.4205956801766333,0.10119672405408264,1.1,V_m
compas,RF,all,full_pool,max_features,10,0.03358203519450264,0.057296557575640436,4.6,V_m
compas,RF,all,full_pool,min_samples_leaf,10,0.21088709457065868,0.13118044131180626,2.4,V_m
compas,RF,all,full_pool,min_samples_split,10,0.11916570658789405,0.05940859965049089,2.8,V_m
compas,RF,all,full_pool,n_estimators,10,0.03699360596498539,0.027903772197882832,4.1,V_m
compas,RF,all,full_pool,max_depth,10,0.5787893203021419,0.032525246400737604,1.0,decomposition
compas,RF,all,full_pool,max_features,10,0.02118512500125308,0.024916611076683214,4.8,decomposition
compas,RF,all,full_pool,min_samples_leaf,10,0.1531771986489873,0.041739185308746506,2.0,decomposition
compas,RF,all,full_pool,min_samples_split,10,0.08387260820604166,0.04502043799219241,3.0,decomposition
compas,RF,all,full_pool,n_estimators,10,0.03591700521666448,0.017261763326621316,4.2,decomposition
compas,RF,non_HH,Rashomon,max_depth,10,0.33605368687922693,0.21027426325254817,1.6,V_m
compas,RF,non_HH,Rashomon,max_features,10,0.10134246938637115,0.13134561297889635,3.7,V_m
compas,RF,non_HH,Rashomon,min_samples_leaf,10,0.09259975736488671,0.08498501885460749,3.2,V_m
compas,RF,non_HH,Rashomon,min_samples_split,10,0.11316194767841843,0.089898030078618,2.6,V_m
compas,RF,non_HH,Rashomon,n_estimators,10,0.03869003026983502,0.04385874083760423,3.9,V_m
compas,RF,non_HH,Rashomon,max_depth,10,0.6452593257403283,0.06689570986563435,1.0,decomposition
compas,RF,non_HH,Rashomon,max_features,10,0.08796289837114549,0.09659048630268151,4.0,decomposition
compas,RF,non_HH,Rashomon,min_samples_leaf,10,0.1545305420373126,0.08250845895156528,2.8,decomposition
compas,RF,non_HH,Rashomon,min_samples_split,10,0.09709324858846095,0.07603513657688911,3.3,decomposition
compas,RF,non_HH,Rashomon,n_estimators,10,0.0679990540078435,0.047401599771436397,3.9,decomposition
compas,RF,non_HH,full_pool,max_depth,10,0.4183618480122974,0.10162512837989776,1.1,V_m
compas,RF,non_HH,full_pool,max_features,10,0.03369113769751364,0.05719011340186474,4.6,V_m
compas,RF,non_HH,full_pool,min_samples_leaf,10,0.21229039301621483,0.1325425681384565,2.4,V_m
compas,RF,non_HH,full_pool,min_samples_split,10,0.1200590712483141,0.06027882928210329,2.8,V_m
compas,RF,non_HH,full_pool,n_estimators,10,0.037409647539153976,0.028171568894191312,4.1,V_m
compas,RF,non_HH,full_pool,max_depth,10,0.5778865455297398,0.03399359005745495,1.0,decomposition
compas,RF,non_HH,full_pool,max_features,10,0.021195531814709047,0.024688876654603665,4.8,decomposition
compas,RF,non_HH,full_pool,min_samples_leaf,10,0.1533988896366537,0.042237075834039246,2.0,decomposition
compas,RF,non_HH,full_pool,min_samples_split,10,0.08363911311368866,0.044628539890796584,3.0,decomposition
compas,RF,non_HH,full_pool,n_estimators,10,0.035868225662794705,0.016873845308300564,4.2,decomposition
compas,kNN,HH,Rashomon,n_neighbors,10,0.807618630809395,0.23947028684234684,1.3,V_m
compas,kNN,HH,Rashomon,p,10,0.019869698185140276,0.02604426702099689,2.6,V_m
compas,kNN,HH,Rashomon,n_neighbors,10,0.7929005478287294,0.16208965929791452,1.0,decomposition
compas,kNN,HH,Rashomon,p,10,0.028438903304671748,0.013318633383835893,2.6,decomposition
compas,kNN,HH,full_pool,n_neighbors,10,0.3164453564760699,0.2620317240983881,1.6,V_m
compas,kNN,HH,full_pool,p,10,0.0018237492631274755,0.0028347582777356185,3.0,V_m
compas,kNN,HH,full_pool,weights,10,0.4073154190209989,0.22732796247173706,1.4,V_m
compas,kNN,HH,full_pool,n_neighbors,10,0.17323570047373527,0.04438035445521522,2.0,decomposition
compas,kNN,HH,full_pool,p,10,0.0031634068750292683,0.0018418300603336073,3.0,decomposition
compas,kNN,HH,full_pool,weights,10,0.7513701396751387,0.04967064358115476,1.0,decomposition
compas,kNN,all,Rashomon,n_neighbors,10,0.7325092450094723,0.27246827611441715,1.3,V_m
compas,kNN,all,Rashomon,p,10,0.02526344046995067,0.031041354546788497,2.6,V_m
compas,kNN,all,Rashomon,n_neighbors,10,0.7868210067056552,0.17204220464550335,1.1,decomposition
compas,kNN,all,Rashomon,p,10,0.021786719497039298,0.01605014523477091,2.6,decomposition
compas,kNN,all,full_pool,n_neighbors,10,0.5309597370137539,0.11956616008497935,1.3,V_m
compas,kNN,all,full_pool,p,10,0.0003990657061569835,0.0005281071623211408,3.0,V_m
compas,kNN,all,full_pool,weights,10,0.3429109465698793,0.1289159720667711,1.7,V_m
compas,kNN,all,full_pool,n_neighbors,10,0.25683692531385505,0.013214833380015466,2.0,decomposition
compas,kNN,all,full_pool,p,10,0.004278789576172331,0.0008399435530715189,3.0,decomposition
compas,kNN,all,full_pool,weights,10,0.6578491862534293,0.014711207736750668,1.0,decomposition
compas,kNN,non_HH,Rashomon,n_neighbors,10,0.7247781753613015,0.2758579387844856,1.3,V_m
compas,kNN,non_HH,Rashomon,p,10,0.025771510679746555,0.03132039662993794,2.6,V_m
compas,kNN,non_HH,Rashomon,n_neighbors,10,0.7857450358900032,0.1742245322225376,1.1,decomposition
compas,kNN,non_HH,Rashomon,p,10,0.020963972766783946,0.016916708144104578,2.6,decomposition
compas,kNN,non_HH,full_pool,n_neighbors,10,0.5496384295417109,0.1189815015454148,1.3,V_m
compas,kNN,non_HH,full_pool,p,10,0.0004002089502597992,0.0005630085837091139,3.0,V_m
compas,kNN,non_HH,full_pool,weights,10,0.3316886139435441,0.1245387840993482,1.7,V_m
compas,kNN,non_HH,full_pool,n_neighbors,10,0.2639529399411469,0.01860866436031989,2.0,decomposition
compas,kNN,non_HH,full_pool,p,10,0.0043270376909046735,0.0008373012177997753,3.0,decomposition
compas,kNN,non_HH,full_pool,weights,10,0.6493589743203265,0.0204282748432004,1.0,decomposition
german,GBM,all,Rashomon,learning_rate,10,0.23172517425128142,0.1769628416871748,2.0,V_m
german,GBM,all,Rashomon,max_depth,10,0.13082538994623047,0.08840750437823991,2.5,V_m
german,GBM,all,Rashomon,n_estimators,10,0.14431645253966768,0.10524892532198667,1.9,V_m
german,GBM,all,Rashomon,subsample,10,0.044257971500114984,0.03362615615068528,3.6,V_m
german,GBM,all,Rashomon,learning_rate,10,0.31881833115040314,0.09441053815718867,1.4,decomposition
german,GBM,all,Rashomon,max_depth,10,0.2288722057751252,0.06522624356714163,1.7,decomposition
german,GBM,all,Rashomon,n_estimators,10,0.09139274184376174,0.04258436262435994,3.7,decomposition
german,GBM,all,Rashomon,subsample,10,0.12368256210194373,0.041014668790162516,3.2,decomposition
german,GBM,all,full_pool,learning_rate,10,0.27811649925304877,0.08576343920750142,1.0,V_m
german,GBM,all,full_pool,max_depth,10,0.0667084494063421,0.04337752173752641,2.6,V_m
german,GBM,all,full_pool,n_estimators,10,0.06233396769552517,0.04648879567184358,2.7,V_m
german,GBM,all,full_pool,subsample,10,0.01798153045826636,0.02125033401692702,3.7,V_m
german,GBM,all,full_pool,learning_rate,10,0.37152804488023494,0.06093855044340852,1.0,decomposition
german,GBM,all,full_pool,max_depth,10,0.1561477125118366,0.05186933763678405,2.5,decomposition
german,GBM,all,full_pool,n_estimators,10,0.1564487389300591,0.04984599599827217,2.6,decomposition
german,GBM,all,full_pool,subsample,10,0.07928126560363818,0.022283922755320224,3.9,decomposition
german,GBM,non_HH,Rashomon,learning_rate,10,0.23225866747919333,0.1744165063407865,2.0,V_m
german,GBM,non_HH,Rashomon,max_depth,10,0.12538366295462436,0.08992207521288774,2.5,V_m
german,GBM,non_HH,Rashomon,n_estimators,10,0.14203452611959397,0.1076308199352153,2.2,V_m
german,GBM,non_HH,Rashomon,subsample,10,0.043554657458744074,0.03588952187314802,3.3,V_m
german,GBM,non_HH,Rashomon,learning_rate,10,0.3185916139177203,0.09584745427165194,1.4,decomposition
german,GBM,non_HH,Rashomon,max_depth,10,0.22890299130476155,0.06214430769585665,1.7,decomposition
german,GBM,non_HH,Rashomon,n_estimators,10,0.0915906618477926,0.04222403562692288,3.7,decomposition
german,GBM,non_HH,Rashomon,subsample,10,0.1229130523008353,0.04146182600118146,3.2,decomposition
german,GBM,non_HH,full_pool,learning_rate,10,0.2791281014332398,0.08671051373050111,1.0,V_m
german,GBM,non_HH,full_pool,max_depth,10,0.06763506292953432,0.04602878966271991,2.6,V_m
german,GBM,non_HH,full_pool,n_estimators,10,0.06511660301905721,0.04786113407786322,2.7,V_m
german,GBM,non_HH,full_pool,subsample,10,0.018180531108984852,0.022424744702201925,3.7,V_m
german,GBM,non_HH,full_pool,learning_rate,10,0.3695302269613113,0.05918580116549716,1.0,decomposition
german,GBM,non_HH,full_pool,max_depth,10,0.15718941272184528,0.0518334104646164,2.5,decomposition
german,GBM,non_HH,full_pool,n_estimators,10,0.1559919122516364,0.04888076514348591,2.5,decomposition
german,GBM,non_HH,full_pool,subsample,10,0.07866164463092608,0.022240079554456626,4.0,decomposition
german,LogReg,all,Rashomon,C,10,0.9210231056813338,0.07956750670732278,1.0,V_m
german,LogReg,all,Rashomon,l1_ratio,10,0.09626591740870036,0.03220664209754719,2.0,V_m
german,LogReg,all,Rashomon,C,10,0.9667220446813412,0.027264564806148334,1.0,decomposition
german,LogReg,all,Rashomon,l1_ratio,10,0.09634398792899358,0.06080731806304412,2.0,decomposition
german,LogReg,all,full_pool,C,10,0.8745255384002565,0.05525833566539596,1.0,V_m
german,LogReg,all,full_pool,l1_ratio,10,0.0871835151577364,0.03767301925191227,2.0,V_m
german,LogReg,all,full_pool,C,10,0.975974357199094,0.00895045407503744,1.0,decomposition
german,LogReg,all,full_pool,l1_ratio,10,0.059655019159870835,0.04113580522598752,2.0,decomposition
german,LogReg,non_HH,Rashomon,C,10,0.9206473926925293,0.07864980714013174,1.0,V_m
german,LogReg,non_HH,Rashomon,l1_ratio,10,0.0959973492369775,0.03250508852676572,2.0,V_m
german,LogReg,non_HH,Rashomon,C,10,0.9665185279798345,0.027221395986802212,1.0,decomposition
german,LogReg,non_HH,Rashomon,l1_ratio,10,0.09658677569294077,0.06069572258243804,2.0,decomposition
german,LogReg,non_HH,full_pool,C,10,0.8747377308346234,0.05551311674738194,1.0,V_m
german,LogReg,non_HH,full_pool,l1_ratio,10,0.0871267968906553,0.037482173040665756,2.0,V_m
german,LogReg,non_HH,full_pool,C,10,0.9762579240760937,0.008899407888510938,1.0,decomposition
german,LogReg,non_HH,full_pool,l1_ratio,10,0.05945245793167275,0.04106637684894475,2.0,decomposition
german,MLP,all,Rashomon,activation,10,0.042203319044803386,0.05349376139117192,3.5,V_m
german,MLP,all,Rashomon,alpha,10,0.09880000034901144,0.05898803551533265,2.9,V_m
german,MLP,all,Rashomon,hidden_layer_sizes,10,0.1626797492801732,0.09001505730595259,1.8,V_m
