dataset,family,subset,hp_name,rashomon_mean_importance,full_pool_mean_importance,rashomon_mean_rank,full_pool_mean_rank,rashomon_n_seeds,full_pool_n_seeds,rashomon_std_importance,full_pool_std_importance,delta_rashomon_minus_full,abs_delta
compas,kNN,all,weights,0.6265183780743876,0.3429109465698793,1.5,1.7,6,10,0.27104537035886245,0.1289159720667711,0.2836074315045083,0.2836074315045083
compas,kNN,all,n_neighbors,0.7325092450094723,0.5309597370137539,1.3,1.3,10,10,0.27246827611441715,0.11956616008497935,0.20154950799571847,0.20154950799571847
compas,kNN,all,p,0.02526344046995067,0.0003990657061569835,2.6,3.0,10,10,0.031041354546788497,0.0005281071623211408,0.024864374763793686,0.024864374763793686
