dataset,seed,family,pool_type,validation_brier,V_m,V_m_HH,V_m_nonHH,hp_C,hp_activation,hp_alpha,hp_bootstrap,hp_early_stopping,hp_hidden_layer_sizes,hp_l1_ratio,hp_learning_rate,hp_learning_rate_init,hp_max_depth,hp_max_features,hp_max_iter,hp_min_samples_leaf,hp_min_samples_split,hp_n_estimators,hp_n_iter_no_change,hp_n_jobs,hp_n_neighbors,hp_p,hp_penalty,hp_solver,hp_subsample,hp_tol,hp_weights
compas,2,LogReg,full_pool,0.2176049342373515,0.0052708914231206945,0.012742882090298174,0.004791493791819485,784.7599703514607,,,,,,0.5,,,,,2000.0,,,,,,,,elasticnet,saga,,0.0001,
compas,2,LogReg,full_pool,0.2176047844244984,0.00527046103128303,0.012742490520616562,0.004791060909179771,233.57214690901213,,,,,,1.0,,,,,2000.0,,,,,,,,elasticnet,saga,,0.0001,
compas,2,LogReg,full_pool,0.2176036016294516,0.005267000925564992,0.012738453360075863,0.004787637826890621,20.6913808111479,,,,,,0.5,,,,,2000.0,,,,,,,,elasticnet,saga,,0.0001,
compas,2,LogReg,full_pool,0.2176047696454153,0.005270377403624542,0.01274198291133456,0.004791004483882084,69.51927961775606,,,,,,0.0,,,,,2000.0,,,,,,,,elasticnet,saga,,0.0001,
compas,2,LogReg,full_pool,0.247752109462288,0.015373115455456056,0.04425060260158352,0.013520356324399208,1e-05,,,,,,0.25,,,,,2000.0,,,,,,,,elasticnet,saga,,0.0001,
compas,2,LogReg,full_pool,0.2476170019941575,0.015241931941949232,0.04237578526051558,0.013501043122837678,0.000379269019073225,,,,,,0.75,,,,,2000.0,,,,,,,,elasticnet,saga,,0.0001,
compas,2,LogReg,full_pool,0.2175899937965688,0.005129491863070685,0.012533341580330197,0.0046544661068748305,0.5455594781168515,,,,,,0.75,,,,,2000.0,,,,,,,,elasticnet,saga,,0.0001,
compas,2,LogReg,full_pool,0.2176974090107155,0.004373113516445128,0.01101267631884947,0.0039471238676183,0.04832930238571752,,,,,,0.25,,,,,2000.0,,,,,,,,elasticnet,saga,,0.0001,
compas,2,LogReg,full_pool,0.2176049305604413,0.005270868318983405,0.012742864633605404,0.004791470325346153,784.7599703514607,,,,,,0.75,,,,,2000.0,,,,,,,,elasticnet,saga,,0.0001,
compas,2,LogReg,full_pool,0.2475548172687105,0.015187494645840134,0.0388787291867785,0.013667481810248955,3.359818286283781e-05,,,,,,0.25,,,,,2000.0,,,,,,,,elasticnet,saga,,0.0001,
compas,2,LogReg,full_pool,0.2176049753376747,0.005270984372160839,0.012742991286085654,0.004791585698479822,8858.667904100832,,,,,,1.0,,,,,2000.0,,,,,,,,elasticnet,saga,,0.0001,
compas,2,LogReg,full_pool,0.2176049793800406,0.005270999957265274,0.012743007581807408,0.004791601237991553,29763.51441631313,,,,,,0.25,,,,,2000.0,,,,,,,,elasticnet,saga,,0.0001,
compas,2,LogReg,full_pool,0.2419316225164134,0.010729824430340977,0.027050061616216644,0.009682729566645416,0.00011288378916846884,,,,,,0.0,,,,,2000.0,,,,,,,,elasticnet,saga,,0.0001,
compas,2,LogReg,full_pool,0.2475802207199928,0.015214752771474245,0.03808185114139827,0.013747615929156107,0.00011288378916846884,,,,,,0.5,,,,,2000.0,,,,,,,,elasticnet,saga,,0.0001,
compas,2,LogReg,full_pool,0.2175925586440894,0.005220956030699511,0.012685893863293772,0.004742010904272002,1.8329807108324339,,,,,,0.75,,,,,2000.0,,,,,,,,elasticnet,saga,,0.0001,
compas,2,LogReg,full_pool,0.2176049728089135,0.005270985648295099,0.012742984042245583,0.004791587521249603,8858.667904100832,,,,,,0.5,,,,,2000.0,,,,,,,,elasticnet,saga,,0.0001,
compas,2,LogReg,full_pool,0.2175945038208719,0.005213948904208582,0.012678058956801705,0.004735056887559907,1.8329807108324339,,,,,,1.0,,,,,2000.0,,,,,,,,elasticnet,saga,,0.0001,
compas,2,LogReg,full_pool,0.2176049834852825,0.0052710037670775705,0.01274300617154536,0.004791605382720123,100000.0,,,,,,0.0,,,,,2000.0,,,,,,,,elasticnet,saga,,0.0001,
compas,2,LogReg,full_pool,0.2181380577853115,0.0026519064331982866,0.0072568165546110005,0.0023564586599218065,0.01438449888287663,,,,,,0.5,,,,,2000.0,,,,,,,,elasticnet,saga,,0.0001,
compas,2,LogReg,full_pool,0.2475486027750561,0.015180469638676808,0.039231860936628976,0.01363734940053386,0.000379269019073225,,,,,,1.0,,,,,2000.0,,,,,,,,elasticnet,saga,,0.0001,
compas,2,LogReg,full_pool,0.2203344725163281,0.0007814293780547184,0.0020524669614688444,0.0006998805065524841,0.004281332398719391,,,,,,0.25,,,,,2000.0,,,,,,,,elasticnet,saga,,0.0001,
compas,2,LogReg,full_pool,0.2176042995173193,0.005268902897671958,0.012739574770399185,0.004789589879289016,20.6913808111479,,,,,,0.0,,,,,2000.0,,,,,,,,elasticnet,saga,,0.0001,
compas,2,LogReg,full_pool,0.2176025604919453,0.005264090199998306,0.012731287153558658,0.0047850001299689915,6.1584821106602545,,,,,,0.0,,,,,2000.0,,,,,,,,elasticnet,saga,,0.0001,
compas,2,MLP,full_pool,0.2199173405118991,0.0036993177499763034,0.006440264084481563,0.003523460573647427,,tanh,0.01,,True,[100],,,0.01,,,1000.0,,,,10.0,,,,,adam,,,
compas,2,MLP,full_pool,0.2277649214586726,0.00787364647469963,0.01604797891179088,0.007349187092673866,,relu,0.0001,,True,[50],,,0.0001,,,1000.0,,,,10.0,,,,,adam,,,
compas,2,MLP,full_pool,0.2244389129668945,0.005478079443933852,0.008175921756763889,0.005304987791119536,,relu,0.01,,True,"[200, 100]",,,0.0001,,,1000.0,,,,10.0,,,,,adam,,,
compas,2,MLP,full_pool,0.2240847235177672,0.006490115775185116,0.005669827916584637,0.006542744863458157,,tanh,0.001,,True,[50],,,0.0001,,,1000.0,,,,10.0,,,,,adam,,,
compas,2,MLP,full_pool,0.2293701809801397,0.010079206024783424,0.007280698504943324,0.010258756286012105,,tanh,0.0001,,True,[200],,,0.0001,,,1000.0,,,,10.0,,,,,adam,,,
compas,2,MLP,full_pool,0.216408233933439,0.003954838955329206,0.0036993592645975593,0.00397123035141597,,tanh,1e-05,,True,[100],,,0.01,,,1000.0,,,,10.0,,,,,adam,,,
compas,2,MLP,full_pool,0.2195048532160186,0.0013317007162391853,0.0014832203899907055,0.001321979321241853,,tanh,0.01,,True,[50],,,0.0001,,,1000.0,,,,10.0,,,,,adam,,,
compas,2,MLP,full_pool,0.2231113851363103,0.003993423000245837,0.007133624964223529,0.00379194986538886,,relu,0.01,,True,[100],,,0.0001,,,1000.0,,,,10.0,,,,,adam,,,
compas,2,MLP,full_pool,0.2161126676689162,0.0013304437455846992,0.001195264291562032,0.0013391167636525256,,relu,0.01,,True,"[100, 50]",,,0.001,,,1000.0,,,,10.0,,,,,adam,,,
compas,2,MLP,full_pool,0.2161438033677367,0.0011883304293374246,0.0017868343040374174,0.0011499308444562304,,relu,0.001,,True,[100],,,0.001,,,1000.0,,,,10.0,,,,,adam,,,
compas,2,MLP,full_pool,0.2180155281077739,0.0009438625908154165,0.0013098125100441406,0.0009203835030772903,,relu,1e-05,,True,[100],,,0.001,,,1000.0,,,,10.0,,,,,adam,,,
compas,2,MLP,full_pool,0.232095463422653,0.012521602589900701,0.01944753020499842,0.012077239977427618,,tanh,0.001,,True,"[200, 100]",,,0.0001,,,1000.0,,,,10.0,,,,,adam,,,
compas,2,MLP,full_pool,0.2156620811699652,0.0013958737607120502,0.0010565050539679645,0.001417647416675719,,relu,0.01,,True,"[100, 50]",,,0.01,,,1000.0,,,,10.0,,,,,adam,,,
compas,2,MLP,full_pool,0.2166870576688329,0.0012722320521483712,0.0009470224639309482,0.0012930972690915245,,tanh,1e-05,,True,[200],,,0.01,,,1000.0,,,,10.0,,,,,adam,,,
compas,2,MLP,full_pool,0.2162048093246848,0.003448956057157938,0.0035496035895344136,0.0034424985827355534,,relu,0.01,,True,[100],,,0.01,,,1000.0,,,,10.0,,,,,adam,,,
compas,2,MLP,full_pool,0.2173941793833102,0.0011040592162724044,0.002302303203398258,0.0010271807303727364,,tanh,1e-05,,True,[100],,,0.0001,,,1000.0,,,,10.0,,,,,adam,,,
