dataset,seed,family,pool_type,validation_brier,V_m,V_m_HH,V_m_nonHH,hp_C,hp_activation,hp_alpha,hp_bootstrap,hp_early_stopping,hp_hidden_layer_sizes,hp_l1_ratio,hp_learning_rate,hp_learning_rate_init,hp_max_depth,hp_max_features,hp_max_iter,hp_min_samples_leaf,hp_min_samples_split,hp_n_estimators,hp_n_iter_no_change,hp_n_jobs,hp_n_neighbors,hp_p,hp_penalty,hp_solver,hp_subsample,hp_tol,hp_weights
compas,0,GBM,Rashomon,0.2060942017553113,0.00032902539601171527,0.0007354059701506116,0.0002898078178083414,,,,,,,,0.05,,3.0,,,,,200.0,,,,,,,1.0,,
compas,0,GBM,Rashomon,0.2062631155125805,0.00043415112884309057,0.0013700557832852438,0.0003438320626469252,,,,,,,,0.05,,4.0,,,,,100.0,,,,,,,1.0,,
compas,0,GBM,Rashomon,0.2063675434905981,0.0007119031324764635,0.001554042344710064,0.0006306328589554398,,,,,,,,0.05,,2.0,,,,,500.0,,,,,,,1.0,,
compas,0,GBM,Rashomon,0.2064666903486696,0.00037869470674840953,0.0011219802667860534,0.0003069642613648374,,,,,,,,0.01,,4.0,,,,,500.0,,,,,,,1.0,,
compas,0,GBM,Rashomon,0.2064735942503459,0.0004259097102183867,0.0009607157901113789,0.00037429848518312074,,,,,,,,0.1,,3.0,,,,,100.0,,,,,,,1.0,,
compas,0,GBM,Rashomon,0.2065651643573092,0.0006678139312858838,0.0013985658597771534,0.0005972930384907534,,,,,,,,0.05,,2.0,,,,,200.0,,,,,,,0.6,,
compas,0,GBM,Rashomon,0.2066094437873939,0.0003264634519956411,0.0006518673774888807,0.0002950604895810199,,,,,,,,0.01,,3.0,,,,,500.0,,,,,,,0.6,,
compas,0,GBM,Rashomon,0.2066694910069607,0.000643384940022441,0.0013676201323677946,0.0005734929419769548,,,,,,,,0.05,,2.0,,,,,200.0,,,,,,,1.0,,
compas,0,GBM,Rashomon,0.2067067141895811,0.0005375398178302374,0.0011224156505504504,0.00048109663336559654,,,,,,,,0.1,,3.0,,,,,100.0,,,,,,,0.8,,
compas,0,GBM,Rashomon,0.2068352891711352,0.0009465942563819598,0.0015677816921575872,0.00088664683666805,,,,,,,,0.2,,2.0,,,,,100.0,,,,,,,0.6,,
compas,0,GBM,Rashomon,0.2068570403637998,0.0011034590276341493,0.0027435898247909615,0.0009451789279085297,,,,,,,,0.2,,2.0,,,,,200.0,,,,,,,1.0,,
compas,0,GBM,Rashomon,0.2069003060104384,0.0009389660910335326,0.0021487009867214944,0.0008222211580910008,,,,,,,,0.1,,2.0,,,,,500.0,,,,,,,0.8,,
compas,0,GBM,Rashomon,0.2070172414067084,0.001645985859047164,0.0037796997498218163,0.0014400727404085762,,,,,,,,0.2,,3.0,,,,,100.0,,,,,,,0.8,,
compas,0,GBM,Rashomon,0.2073759018543113,0.001255425978624358,0.002647730614189659,0.0011210622333988317,,,,,,,,0.05,,2.0,,,,,100.0,,,,,,,1.0,,
compas,0,GBM,Rashomon,0.2074389540804284,0.0006150696743522333,0.0012430460774233631,0.0005544670883415693,,,,,,,,0.1,,2.0,,,,,200.0,,,,,,,0.6,,
compas,0,GBM,Rashomon,0.2076133403134487,0.0011579709950233351,0.001755516616248502,0.0011003051182029728,,,,,,,,0.1,,3.0,,,,,200.0,,,,,,,0.8,,
compas,0,GBM,Rashomon,0.2076362156190499,0.0008684536798207096,0.0014035642807855172,0.00081681306711362,,,,,,,,0.01,,5.0,,,,,200.0,,,,,,,0.6,,
compas,0,GBM,Rashomon,0.2076449136760376,0.0014792820135816195,0.0031034103256948552,0.0013225462266223632,,,,,,,,0.1,,3.0,,,,,200.0,,,,,,,0.6,,
compas,0,GBM,Rashomon,0.2080219985834349,0.0012725373002883652,0.0021051759813689856,0.001192183871339096,,,,,,,,0.01,,4.0,,,,,200.0,,,,,,,0.8,,
compas,0,GBM,Rashomon,0.2081066572635239,0.0014252186245543707,0.0022027980385801553,0.001350178665905986,,,,,,,,0.01,,4.0,,,,,200.0,,,,,,,1.0,,
compas,0,GBM,Rashomon,0.2081951452654337,0.0012752616141256407,0.002001506255623974,0.00120517569507527,,,,,,,,0.01,,5.0,,,,,200.0,,,,,,,1.0,,
