dataset,pool_type,subset,family,hp_name,mean_importance,std_importance,mean_rank,rank_freq_top1,rank_freq_top3,n_seeds
german,Rashomon,all,GBM,learning_rate,0.22727979451973535,0.17549796740541423,2.0,0.5,0.9,10
german,Rashomon,all,GBM,n_estimators,0.14431645253966768,0.10524892532198667,1.9,0.3,1.0,10
german,Rashomon,all,GBM,max_depth,0.13075303647815015,0.0883834084430801,2.5,0.2,0.7,10
german,Rashomon,all,GBM,subsample,0.044257971500114984,0.03362615615068528,3.6,0.0,0.4,10
