dataset,family,subset,hp_name,rashomon_mean_importance,full_pool_mean_importance,rashomon_mean_rank,full_pool_mean_rank,delta_rashomon_minus_full
adult,LogReg,all,l1_ratio,0.11194120862276111,0.05529200139568589,2.0,2.0,0.05664920722707522
adult,LogReg,all,C,0.921325687378056,0.93677095183348,1.0,1.0,-0.015445264455424046
