feature_1,feature_2,grid_value_1,grid_value_2,predicted_V_m,n_background_rows
hp_C,hp_l1_ratio,0.01438449888287663,0.0,0.015283766675122332,100
hp_C,hp_l1_ratio,0.01438449888287663,0.25,0.016143467110491524,100
hp_C,hp_l1_ratio,0.01438449888287663,0.5,0.016160833500968915,100
hp_C,hp_l1_ratio,0.01438449888287663,0.75,0.016267864206298114,100
hp_C,hp_l1_ratio,0.01438449888287663,1.0,0.017440143625683514,100
hp_C,hp_l1_ratio,0.1623776739188721,0.0,0.004711028106042628,100
hp_C,hp_l1_ratio,0.1623776739188721,0.25,0.006957723537193791,100
hp_C,hp_l1_ratio,0.1623776739188721,0.5,0.009127647511033463,100
hp_C,hp_l1_ratio,0.1623776739188721,0.75,0.012516882688115696,100
hp_C,hp_l1_ratio,0.1623776739188721,1.0,0.016276747859612365,100
hp_C,hp_l1_ratio,1.8329807108324339,0.0,0.00039842095728463743,100
hp_C,hp_l1_ratio,1.8329807108324339,0.25,0.00039940934857462455,100
hp_C,hp_l1_ratio,1.8329807108324339,0.5,0.00039535231608646507,100
hp_C,hp_l1_ratio,1.8329807108324339,0.75,0.00040868353252278424,100
hp_C,hp_l1_ratio,1.8329807108324339,1.0,0.0004170355925757374,100
hp_C,hp_l1_ratio,6.1584821106602545,0.0,0.0005480573384466999,100
hp_C,hp_l1_ratio,6.1584821106602545,0.25,0.0005486927177315999,100
hp_C,hp_l1_ratio,6.1584821106602545,0.5,0.0005515490296284357,100
hp_C,hp_l1_ratio,6.1584821106602545,0.75,0.0005692613237504576,100
hp_C,hp_l1_ratio,6.1584821106602545,1.0,0.0005771595384377198,100
hp_C,hp_l1_ratio,20.6913808111479,0.0,0.0006858419403876672,100
hp_C,hp_l1_ratio,20.6913808111479,0.25,0.0006877735307562482,100
hp_C,hp_l1_ratio,20.6913808111479,0.5,0.0006955635733481341,100
hp_C,hp_l1_ratio,20.6913808111479,0.75,0.000710684175947351,100
hp_C,hp_l1_ratio,20.6913808111479,1.0,0.0007161707759361934,100
hp_C,hp_l1_ratio,69.51927961775606,0.0,0.0007279759854870786,100
hp_C,hp_l1_ratio,69.51927961775606,0.25,0.0007303568314820847,100
hp_C,hp_l1_ratio,69.51927961775606,0.5,0.0007354663343985675,100
hp_C,hp_l1_ratio,69.51927961775606,0.75,0.0007453454506992017,100
hp_C,hp_l1_ratio,69.51927961775606,1.0,0.0007516343672143221,100
hp_C,hp_l1_ratio,233.57214690901213,0.0,0.0007387528676012208,100
hp_C,hp_l1_ratio,233.57214690901213,0.25,0.0007404010718389327,100
hp_C,hp_l1_ratio,233.57214690901213,0.5,0.0007451763603436748,100
hp_C,hp_l1_ratio,233.57214690901213,0.75,0.0007527207081889489,100
hp_C,hp_l1_ratio,233.57214690901213,1.0,0.0007575106237896136,100
hp_C,hp_l1_ratio,784.7599703514607,0.0,0.000746092717115176,100
hp_C,hp_l1_ratio,784.7599703514607,0.25,0.0007478058937961478,100
hp_C,hp_l1_ratio,784.7599703514607,0.5,0.0007528415615957635,100
hp_C,hp_l1_ratio,784.7599703514607,0.75,0.0007600010323239683,100
hp_C,hp_l1_ratio,784.7599703514607,1.0,0.0007641544618505069,100
hp_C,hp_l1_ratio,8858.667904100832,0.0,0.0007467363456672933,100
hp_C,hp_l1_ratio,8858.667904100832,0.25,0.0007484106396847217,100
hp_C,hp_l1_ratio,8858.667904100832,0.5,0.0007527310783445186,100
hp_C,hp_l1_ratio,8858.667904100832,0.75,0.000759277969165569,100
hp_C,hp_l1_ratio,8858.667904100832,1.0,0.000763047834458646,100
hp_C,hp_l1_ratio,100000.0,0.0,0.0007468662025217318,100
hp_C,hp_l1_ratio,100000.0,0.25,0.0007486096161625371,100
hp_C,hp_l1_ratio,100000.0,0.5,0.0007529302459554128,100
hp_C,hp_l1_ratio,100000.0,0.75,0.0007592930928637866,100
hp_C,hp_l1_ratio,100000.0,1.0,0.0007626890029390705,100
