dataset,pool_type,subset,family,hp_name,mean_importance,std_importance,mean_rank,rank_freq_top1,rank_freq_top3,n_seeds
german,Rashomon,HH,GBM,max_depth,0.20812145626063697,0.1781168772729537,2.0,0.6666666666666666,0.6666666666666666,3
german,Rashomon,HH,GBM,n_estimators,0.10458315768264519,0.14500366951763669,3.0,0.0,0.6666666666666666,3
german,Rashomon,HH,GBM,learning_rate,0.10436952898617236,0.02633399110102165,2.6666666666666665,0.3333333333333333,0.6666666666666666,3
german,Rashomon,HH,GBM,subsample,0.0869119923441286,0.06565722128088075,2.3333333333333335,0.0,1.0,3
