dataset,pool_type,subset,family,hp,mean_importance,std_importance,n_seeds,mean_rank,rank_freq_top1,rank_freq_top3
german,Rashomon,non_HH,LogReg,C,0.9665559063913525,0.027200256376817222,10,1.0,1.0,1.0
german,Rashomon,non_HH,LogReg,l1_ratio,0.09677524200113392,0.06091499482109589,10,2.0,0.0,1.0
german,Rashomon,non_HH,MLP,learning_rate_init,0.19550052932123005,0.10839693948530699,10,1.5,0.6,1.0
german,Rashomon,non_HH,MLP,hidden_layer_sizes,0.1602589669270949,0.04203567806728763,10,1.7,0.4,1.0
german,Rashomon,non_HH,MLP,alpha,0.096341932581125,0.029417917688973467,10,2.9,0.0,0.9
german,Rashomon,non_HH,MLP,activation,0.06442218113660789,0.012910549071090195,10,3.9,0.0,0.1
german,Rashomon,non_HH,RF,max_depth,0.15366981505862617,0.07413587500574916,10,2.7,0.3,0.6
german,Rashomon,non_HH,RF,min_samples_leaf,0.14266353138178728,0.0698796865859878,10,2.5,0.3,0.7
german,Rashomon,non_HH,RF,min_samples_split,0.11707729963303903,0.05219692242350308,10,3.1,0.3,0.5
german,Rashomon,non_HH,RF,max_features,0.11416222530051875,0.01975437714458554,10,3.1,0.0,0.7
german,Rashomon,non_HH,RF,n_estimators,0.10129216881676603,0.057898980246883634,10,3.6,0.1,0.5
german,Rashomon,non_HH,kNN,n_neighbors,0.7060478216120933,0.08674458537314192,10,1.0,1.0,1.0
german,Rashomon,non_HH,kNN,p,0.22303768033443133,0.03441544407142665,10,2.0,0.0,1.0
german,Rashomon,non_HH,kNN,weights,0.026203184839527487,0.01785346465018769,10,3.0,0.0,1.0
german,full_pool,HH,GBM,learning_rate,0.4255192786873971,0.1119635170603379,8,1.0,1.0,1.0
german,full_pool,HH,GBM,n_estimators,0.18150220728319652,0.06967496559431266,8,2.5,0.0,0.875
german,full_pool,HH,GBM,max_depth,0.14012784542618403,0.053719174586985226,8,3.125,0.0,0.625
german,full_pool,HH,GBM,subsample,0.1022081239053268,0.05829137890189227,8,3.375,0.0,0.5
german,full_pool,HH,LogReg,C,0.9745892313980762,0.013630376423372332,8,1.0,1.0,1.0
german,full_pool,HH,LogReg,l1_ratio,0.05712827523975721,0.035962394422872586,8,2.0,0.0,1.0
german,full_pool,HH,MLP,learning_rate_init,0.4122807718285219,0.06635449188828144,8,1.0,1.0,1.0
german,full_pool,HH,MLP,hidden_layer_sizes,0.06308179120723785,0.028257930701848857,8,2.5,0.0,0.75
german,full_pool,HH,MLP,alpha,0.04603135511943585,0.015674689824220062,8,3.0,0.0,0.875
german,full_pool,HH,MLP,activation,0.024619802626073682,0.011122427371564598,8,3.5,0.0,0.375
german,full_pool,HH,RF,max_depth,0.20824355204122483,0.13392339299665423,8,1.625,0.5,1.0
german,full_pool,HH,RF,max_features,0.13500767466156013,0.06723648085381405,8,2.0,0.375,0.875
german,full_pool,HH,RF,min_samples_leaf,0.06675011816940896,0.03491099439218058,8,3.25,0.125,0.5
german,full_pool,HH,RF,min_samples_split,0.04870834189574864,0.024091091726388097,8,3.625,0.0,0.5
german,full_pool,HH,RF,n_estimators,0.032308032662300076,0.02824311743142256,8,4.5,0.0,0.125
german,full_pool,HH,kNN,n_neighbors,0.7273946906726421,0.11118512255814186,8,1.0,1.0,1.0
german,full_pool,HH,kNN,p,0.10100898677575335,0.07900413590746058,8,2.0,0.0,1.0
german,full_pool,HH,kNN,weights,0.003508656164582046,0.002514055431837498,8,3.0,0.0,1.0
german,full_pool,all,GBM,learning_rate,0.37152804488023494,0.06093855044340852,10,1.0,1.0,1.0
german,full_pool,all,GBM,n_estimators,0.1564487389300591,0.04984599599827217,10,2.6,0.0,0.9
german,full_pool,all,GBM,max_depth,0.1561477125118366,0.05186933763678405,10,2.5,0.0,1.0
german,full_pool,all,GBM,subsample,0.07928126560363818,0.022283922755320224,10,3.9,0.0,0.1
german,full_pool,all,LogReg,C,0.975974357199094,0.00895045407503744,10,1.0,1.0,1.0
german,full_pool,all,LogReg,l1_ratio,0.059655019159870835,0.04113580522598752,10,2.0,0.0,1.0
german,full_pool,all,MLP,learning_rate_init,0.4099095226615039,0.05368058195941896,10,1.0,1.0,1.0
german,full_pool,all,MLP,hidden_layer_sizes,0.06745372843667405,0.02435104088340169,10,2.1,0.0,1.0
german,full_pool,all,MLP,alpha,0.050477467783815275,0.016982531536485723,10,2.9,0.0,1.0
german,full_pool,all,MLP,activation,0.023554158504607372,0.007959647754694548,10,4.0,0.0,0.0
german,full_pool,all,RF,max_depth,0.17604590857854416,0.06335077340990786,10,1.2,0.8,1.0
german,full_pool,all,RF,max_features,0.10651517538124451,0.05597532893945976,10,2.3,0.2,0.9
german,full_pool,all,RF,min_samples_leaf,0.06813062658221097,0.018105745860583115,10,3.0,0.0,0.6
german,full_pool,all,RF,min_samples_split,0.05574622466432181,0.022253789608559005,10,4.0,0.0,0.3
german,full_pool,all,RF,n_estimators,0.03724223299562336,0.02616285372462108,10,4.5,0.0,0.2
german,full_pool,all,kNN,n_neighbors,0.7294719974896363,0.02057111067609077,10,1.0,1.0,1.0
german,full_pool,all,kNN,p,0.08305175366022718,0.009793896148546621,10,2.0,0.0,1.0
german,full_pool,all,kNN,weights,0.007020267984543393,0.005027856238541829,10,3.0,0.0,1.0
german,full_pool,non_HH,GBM,learning_rate,0.3655453049315465,0.061535864523404836,10,1.0,1.0,1.0
german,full_pool,non_HH,GBM,max_depth,0.15763103697994085,0.05170579928872867,10,2.5,0.0,1.0
german,full_pool,non_HH,GBM,n_estimators,0.15438183921517407,0.04777587976907141,10,2.5,0.0,1.0
german,full_pool,non_HH,GBM,subsample,0.07741638875364427,0.022329708348231597,10,4.0,0.0,0.0
german,full_pool,non_HH,LogReg,C,0.9762158668548808,0.008566686969278297,10,1.0,1.0,1.0
german,full_pool,non_HH,LogReg,l1_ratio,0.05953341546625851,0.0412792659982086,10,2.0,0.0,1.0
german,full_pool,non_HH,MLP,learning_rate_init,0.4103186848967459,0.05428366352523958,10,1.0,1.0,1.0
german,full_pool,non_HH,MLP,hidden_layer_sizes,0.06762132630039124,0.024270823431256965,10,2.1,0.0,1.0
german,full_pool,non_HH,MLP,alpha,0.05100458950974239,0.017897035938087613,10,2.9,0.0,1.0
german,full_pool,non_HH,MLP,activation,0.0233938709780512,0.008193884067560126,10,4.0,0.0,0.0
german,full_pool,non_HH,RF,max_depth,0.1749775357262779,0.05693227037408971,10,1.2,0.8,1.0
german,full_pool,non_HH,RF,max_features,0.10306476311751207,0.05675200304899006,10,2.5,0.2,0.8
german,full_pool,non_HH,RF,min_samples_leaf,0.06868737948877753,0.017315348852198903,10,2.9,0.0,0.7
german,full_pool,non_HH,RF,min_samples_split,0.05633869355150134,0.022482145033762047,10,4.0,0.0,0.4
german,full_pool,non_HH,RF,n_estimators,0.0375867329695142,0.026111348633297123,10,4.4,0.0,0.1
german,full_pool,non_HH,kNN,n_neighbors,0.7283768402176406,0.022866112147409388,10,1.0,1.0,1.0
german,full_pool,non_HH,kNN,p,0.081678459582786,0.009623892086696692,10,2.0,0.0,1.0
german,full_pool,non_HH,kNN,weights,0.00732454696109998,0.005377741829960961,10,3.0,0.0,1.0
