dataset,pool_type,subset,mean_ratio,std_ratio,n_seeds
german,Rashomon,HH,0.5811954531825161,0.06408068644568235,6
german,Rashomon,all,0.530622075934085,0.04249877732775051,10
german,Rashomon,non_HH,0.5275584182258702,0.042788016732743184,10
german,full_pool,HH,0.3001705471016363,0.06526097316910445,8
german,full_pool,all,0.29887255831541987,0.023141041964242305,10
german,full_pool,non_HH,0.2987046036450939,0.021301679755391684,10
