dataset,family,subset,hp_name,rashomon_mean_importance,full_pool_mean_importance,rashomon_mean_rank,full_pool_mean_rank,delta_rashomon_minus_full
compas,LogReg,all,C,0.469236513058357,0.4157299322912157,1.0,1.0,0.05350658076714132
compas,LogReg,all,l1_ratio,0.06822170667782257,0.03175585587808007,2.0,2.0,0.036465850799742495
