dataset,pool_type,subset,family,hp_name,mean_importance,std_importance,mean_rank,rank_freq_top1,rank_freq_top3,n_seeds
adult,Rashomon,HH,LogReg,C,0.3339051664080593,0.17697882185102187,1.0,1.0,1.0,10
adult,Rashomon,HH,LogReg,l1_ratio,0.05991459917842716,0.048867410418929,2.0,0.0,1.0,10
