family,hp,hp_col,n_models_total_family,n_models_used,n_groups,mean_ratio,median_ratio,p90_ratio,ratio_of_sums
MLP,learning_rate_init,hp_learning_rate_init,25,25,3,0.256022836058194,0.24941310830074837,0.4239963088993215,0.2879455751540738
MLP,alpha,hp_alpha,25,25,4,0.22448126838916418,0.2244432527467879,0.3606166517165375,0.21770784749859404
MLP,hidden_layer_sizes,hp_hidden_layer_sizes,25,25,5,0.17338117895049004,0.17599987039067186,0.27518622841747936,0.17561439247634436
MLP,activation,hp_activation,25,25,2,0.06718772334429317,0.03652631719764044,0.13134252867900578,0.06939091527986224
