dataset,pearson_r_mean,pearson_r_std,spearman_r_mean,spearman_r_std,margin_hh_mean,margin_hh_std,margin_non_hh_mean,margin_non_hh_std,margin_hv_mean,margin_non_hv_mean
breast_cancer,-0.8520052155536805,0.14270686673529132,-0.9903080132034588,0.01096627227772284,0.37984231671374274,0.0628367503579868,0.4739460115365356,0.010590744934717048,0.29139663461350496,0.4941558145203414
compas,-0.04335203422114377,0.09106224899669928,-0.07419903696394345,0.17510835421926157,0.19372269044106633,0.04136999233715873,0.1778015953692755,0.005367763532414425,0.17216885329042347,0.17824222971073295
german,-0.5561646048643667,0.13185216153885204,-0.6954089852246307,0.10349458264004616,0.15502644989603184,0.0605136857460689,0.2574004979626291,0.01783406560027201,0.1357607391905785,0.2694572600512668
