dataset,seed,family_1,family_2,jaccard_hh,n_hh_1,n_hh_2,variance_correlation
breast_cancer,7,GBM,kNN,,,,0.33000619933660735
breast_cancer,7,LogReg,MLP,,,,0.14072664142358413
breast_cancer,7,LogReg,RF,,,,0.1168181916808728
breast_cancer,7,LogReg,kNN,,,,0.5071594935980824
breast_cancer,7,MLP,RF,,,,0.12979512793722559
breast_cancer,7,MLP,kNN,,,,0.19455120257474032
breast_cancer,7,RF,kNN,,,,0.3665035258967757
breast_cancer,8,GBM,LogReg,0.0,0.0,5.0,
breast_cancer,8,GBM,MLP,0.0,0.0,4.0,
breast_cancer,8,GBM,RF,1.0,0.0,0.0,
breast_cancer,8,GBM,kNN,0.0,0.0,4.0,
breast_cancer,8,LogReg,MLP,0.125,5.0,4.0,
breast_cancer,8,LogReg,RF,0.0,5.0,0.0,
breast_cancer,8,LogReg,kNN,0.2857142857142857,5.0,4.0,
breast_cancer,8,MLP,RF,0.0,4.0,0.0,
breast_cancer,8,MLP,kNN,0.3333333333333333,4.0,4.0,
breast_cancer,8,RF,kNN,0.0,0.0,4.0,
breast_cancer,8,GBM,LogReg,,,,-0.35088058318967563
breast_cancer,8,GBM,MLP,,,,-0.12204287051764047
breast_cancer,8,GBM,RF,,,,0.5331831481416704
breast_cancer,8,GBM,kNN,,,,0.29704852624066275
breast_cancer,8,LogReg,MLP,,,,-0.34470915801069096
breast_cancer,8,LogReg,RF,,,,-0.20035342656481442
breast_cancer,8,LogReg,kNN,,,,0.3133703166092311
breast_cancer,8,MLP,RF,,,,0.016624519907910352
breast_cancer,8,MLP,kNN,,,,-0.1488483877856254
breast_cancer,8,RF,kNN,,,,0.2677882151463091
breast_cancer,9,GBM,LogReg,0.0,8.0,0.0,
breast_cancer,9,GBM,MLP,0.20833333333333334,8.0,21.0,
breast_cancer,9,GBM,RF,0.25,8.0,7.0,
breast_cancer,9,GBM,kNN,0.2777777777777778,8.0,15.0,
breast_cancer,9,LogReg,MLP,0.0,0.0,21.0,
breast_cancer,9,LogReg,RF,0.0,0.0,7.0,
breast_cancer,9,LogReg,kNN,0.0,0.0,15.0,
breast_cancer,9,MLP,RF,0.3333333333333333,21.0,7.0,
breast_cancer,9,MLP,kNN,0.6363636363636364,21.0,15.0,
breast_cancer,9,RF,kNN,0.4666666666666667,7.0,15.0,
breast_cancer,9,GBM,LogReg,,,,-0.1400851169172314
breast_cancer,9,GBM,MLP,,,,0.06211356325623782
breast_cancer,9,GBM,RF,,,,0.6043384882452231
breast_cancer,9,GBM,kNN,,,,0.30061103095881364
breast_cancer,9,LogReg,MLP,,,,0.19596145669699933
breast_cancer,9,LogReg,RF,,,,-0.04546104361316545
breast_cancer,9,LogReg,kNN,,,,0.48936542515194653
breast_cancer,9,MLP,RF,,,,0.35289716723022324
breast_cancer,9,MLP,kNN,,,,0.4987229826012945
breast_cancer,9,RF,kNN,,,,0.5198586689677341
