family,hp,hp_col,n_models_total_family,n_models_used,n_groups,mean_ratio,median_ratio,p90_ratio,ratio_of_sums
kNN,n_neighbors,hp_n_neighbors,25,25,13,0.8200442718905715,0.8342050580716609,0.9809662781456645,0.8185054521326165
kNN,weights,hp_weights,25,25,2,0.207958091569317,0.14366177107271838,0.5637608056921753,0.21532228925288777
kNN,p,hp_p,25,25,2,0.013578783859935684,0.006173871982046769,0.03404435572244193,0.013405746824728584
