rule,frequency,label
cat__other_payment_plans_bank > 0.5 AND cat__purpose_radio/tv <= 0.5 AND cat__other_parties_co applicant <= 0.5 AND cat__property_magnitude_car <= 0.5,0.02,HV_q
cat__other_payment_plans_bank > 0.5 AND cat__purpose_radio/tv <= 0.5 AND cat__other_parties_co applicant <= 0.5 AND cat__property_magnitude_car > 0.5,0.02,HV_q
num__credit_amount <= 0.7155 AND num__credit_amount <= -0.6688 AND cat__job_skilled > 0.5 AND num__age > -0.4051,0.02,HV_q
num__credit_amount > 0.7155 AND cat__purpose_furniture/equipment <= 0.5 AND cat__checking_status_no checking <= 0.5,0.02,HV_q
num__credit_amount > 0.7155 AND cat__purpose_furniture/equipment <= 0.5 AND cat__checking_status_no checking > 0.5,0.02,HV_q
cat__other_payment_plans_bank <= 0.5 AND num__credit_amount <= 1.063 AND num__credit_amount <= -0.985,0.02,HV_q
cat__other_payment_plans_bank <= 0.5 AND num__credit_amount > 1.063 AND cat__employment_4<=X<7 <= 0.5 AND cat__housing_own > 0.5,0.02,HV_q
cat__other_payment_plans_bank > 0.5 AND cat__purpose_radio/tv <= 0.5 AND num__credit_amount <= -0.3753 AND num__age <= 0.2857,0.02,HV_q
cat__other_payment_plans_bank > 0.5 AND cat__purpose_radio/tv <= 0.5 AND num__credit_amount <= -0.3753 AND num__age > 0.2857,0.02,HV_q
cat__other_payment_plans_bank > 0.5 AND cat__purpose_radio/tv <= 0.5 AND num__credit_amount > -0.3753 AND num__credit_amount > -0.04814,0.02,HV_q
num__credit_amount <= 0.7684 AND num__credit_amount <= -0.9113 AND cat__employment_>=7 <= 0.5 AND cat__personal_status_male mar/wid <= 0.5,0.02,HV_q
num__credit_amount <= 0.7684 AND num__credit_amount <= -0.9113 AND cat__employment_>=7 <= 0.5 AND cat__personal_status_male mar/wid > 0.5,0.02,HV_q
num__credit_amount > 0.7684 AND num__num_dependents <= 1.048 AND cat__housing_rent <= 0.5 AND cat__purpose_furniture/equipment <= 0.5,0.02,HV_q
cat__other_payment_plans_bank <= 0.5 AND num__credit_amount <= 1.008 AND num__credit_amount <= -0.9289 AND cat__personal_status_female div/dep/mar > 0.5,0.02,HV_q
cat__other_payment_plans_bank <= 0.5 AND num__credit_amount > 1.008 AND cat__credit_history_delayed previously <= 0.5 AND cat__purpose_used car <= 0.5,0.02,HV_q
cat__other_payment_plans_bank <= 0.5 AND num__credit_amount > 1.008 AND cat__credit_history_delayed previously <= 0.5 AND cat__purpose_used car > 0.5,0.02,HV_q
cat__other_payment_plans_bank > 0.5 AND cat__purpose_radio/tv <= 0.5 AND cat__purpose_furniture/equipment <= 0.5 AND cat__job_skilled <= 0.5,0.02,HV_q
cat__other_payment_plans_bank > 0.5 AND cat__purpose_radio/tv <= 0.5 AND cat__purpose_furniture/equipment <= 0.5 AND cat__job_skilled > 0.5,0.02,HV_q
cat__credit_history_existing paid <= 0.5 AND num__credit_amount <= -0.8299 AND num__age <= 0.3289,0.02,HV_q
cat__credit_history_existing paid <= 0.5 AND num__credit_amount <= -0.8299 AND num__age > 0.3289,0.02,HV_q
cat__credit_history_existing paid <= 0.5 AND num__credit_amount > -0.8299 AND num__credit_amount <= 0.9061 AND cat__savings_status_100<=X<500 > 0.5,0.02,HV_q
cat__credit_history_existing paid <= 0.5 AND num__credit_amount > -0.8299 AND num__credit_amount > 0.9061 AND cat__employment_1<=X<4 <= 0.5,0.02,HV_q
cat__credit_history_existing paid <= 0.5 AND num__credit_amount > -0.8299 AND num__credit_amount > 0.9061 AND cat__employment_1<=X<4 > 0.5,0.02,HV_q
cat__credit_history_existing paid > 0.5 AND cat__other_payment_plans_bank <= 0.5 AND num__credit_amount > 2.655,0.02,HV_q
cat__credit_history_existing paid > 0.5 AND cat__other_payment_plans_bank > 0.5 AND num__residence_since > -1.243,0.02,HV_q
cat__other_payment_plans_bank <= 0.5 AND num__credit_amount <= 1.81 AND num__credit_amount <= -0.9289 AND cat__property_magnitude_real estate > 0.5,0.02,HV_q
cat__other_payment_plans_bank <= 0.5 AND num__credit_amount > 1.81 AND num__num_dependents <= 1.048 AND num__duration <= 1.761,0.02,HV_q
cat__other_payment_plans_bank > 0.5 AND num__duration > -0.3838 AND num__existing_credits <= 0.2003 AND num__age <= 2.056,0.02,HV_q
cat__other_payment_plans_bank > 0.5 AND num__duration > -0.3838 AND num__existing_credits <= 0.2003 AND num__age > 2.056,0.02,HV_q
cat__other_payment_plans_bank <= 0.5 AND cat__other_parties_co applicant <= 0.5 AND num__credit_amount > 1.063 AND num__residence_since <= -0.329,0.02,HV_q
cat__other_payment_plans_bank <= 0.5 AND cat__other_parties_co applicant > 0.5,0.02,HV_q
cat__other_payment_plans_bank > 0.5 AND cat__purpose_radio/tv <= 0.5 AND cat__property_magnitude_no known property <= 0.5 AND num__credit_amount <= -0.6581,0.02,HV_q
cat__other_payment_plans_bank > 0.5 AND cat__purpose_radio/tv <= 0.5 AND cat__property_magnitude_no known property > 0.5 AND num__residence_since <= 0.585,0.02,HV_q
cat__other_payment_plans_bank > 0.5 AND cat__purpose_radio/tv <= 0.5 AND cat__property_magnitude_no known property > 0.5 AND num__residence_since > 0.585,0.02,HV_q
cat__other_payment_plans_none <= 0.5 AND cat__employment_1<=X<4 <= 0.5 AND cat__checking_status_0<=X<200 > 0.5,0.02,HV_q
cat__other_payment_plans_none <= 0.5 AND cat__employment_1<=X<4 > 0.5 AND cat__personal_status_female div/dep/mar <= 0.5 AND cat__own_telephone_yes > 0.5,0.02,HV_q
cat__other_payment_plans_none <= 0.5 AND cat__employment_1<=X<4 > 0.5 AND cat__personal_status_female div/dep/mar > 0.5 AND num__credit_amount <= -0.2019,0.02,HV_q
cat__other_payment_plans_none <= 0.5 AND cat__employment_1<=X<4 > 0.5 AND cat__personal_status_female div/dep/mar > 0.5 AND num__credit_amount > -0.2019,0.02,HV_q
cat__other_payment_plans_none > 0.5 AND num__credit_amount <= -0.985,0.02,HV_q
cat__other_payment_plans_none > 0.5 AND num__credit_amount > -0.985 AND num__credit_amount > 2.496,0.02,HV_q
cat__checking_status_no checking <= 0.5 AND num__age <= 0.6743 AND cat__employment_<1 <= 0.5 AND cat__personal_status_male single <= 0.5,0.02,HV_q
cat__checking_status_no checking <= 0.5 AND num__age <= 0.6743 AND cat__employment_<1 <= 0.5 AND cat__personal_status_male single > 0.5,0.02,HV_q
cat__purpose_other > 0.5,0.24,HH
num__credit_amount > 2.413 AND num__age <= -0.05973,0.06,HH
num__credit_amount > 2.413 AND cat__checking_status_0<=X<200 > 0.5,0.04,HH
num__credit_amount > 2.413 AND num__installment_commitment <= -0.4135,0.04,HH
num__credit_amount > 2.467 AND cat__checking_status_0<=X<200 > 0.5,0.04,HH
num__credit_amount > 3.007,0.04,HH
num__credit_amount > 2.467 AND num__age <= -0.05973,0.04,HH
num__credit_amount > 2.926,0.02,HH
cat__foreign_worker_yes <= 0.5,0.02,HH
num__credit_amount > 2.812,0.02,HH
num__duration > 2.14 AND num__installment_commitment <= -0.8598,0.02,HH
num__credit_amount > 2.467 AND num__installment_commitment <= -1.306,0.02,HH
num__credit_amount > 2.371,0.02,HH
num__credit_amount > 2.731,0.02,HH
num__credit_amount > 2.467 AND num__duration <= 1.761,0.02,HH
num__credit_amount > 2.467 AND num__duration > 1.761,0.02,HH
num__credit_amount > 2.467 AND num__installment_commitment <= 0.479,0.02,HH
num__credit_amount > 2.371 AND cat__checking_status_0<=X<200 > 0.5,0.02,HH
num__credit_amount > 2.413 AND num__age <= -0.4915,0.02,HH
num__credit_amount > 2.413 AND num__age <= -0.1461,0.02,HH
num__credit_amount > 2.413,0.02,HH
num__duration > 2.14 AND cat__employment_4<=X<7 <= 0.5,0.02,HH
num__credit_amount > 2.467 AND cat__personal_status_female div/dep/mar > 0.5,0.02,HH
num__credit_amount > 2.351 AND num__age <= 0.1993,0.02,HH
num__credit_amount > 2.467 AND num__age <= -0.1461,0.02,HH
num__credit_amount > 2.467 AND cat__employment_>=7 <= 0.5,0.02,HH
cat__other_parties_co applicant > 0.5,0.02,HH
num__credit_amount > 2.413 AND num__installment_commitment <= 0.479,0.02,HH
num__credit_amount > 2.371 AND num__age <= -0.05973,0.02,HH
num__duration > 2.14 AND cat__checking_status_0<=X<200 > 0.5,0.02,HH
num__credit_amount > 2.467 AND num__installment_commitment <= -0.4135,0.02,HH
num__credit_amount > 2.18,0.02,HH
