rule,frequency,label
num__priors_count <= 1.256 AND num__age <= 2.395 AND num__age <= -1.026 AND cat__race_Other > 0.5,0.04,HH
num__priors_count <= 1.67 AND num__age > 2.812,0.04,HH
num__priors_count <= 1.256 AND num__age <= 2.395 AND num__age <= -1.026 AND cat__race_African-American <= 0.5,0.04,HH
num__priors_count > 0.8414 AND num__age > 0.2257 AND num__age <= 0.9766 AND num__priors_count > 3.43,0.04,HH
num__priors_count <= 0.8414 AND num__age > 2.812 AND cat__race_Caucasian > 0.5,0.04,HH
num__age <= 0.9766 AND num__priors_count > 4.362,0.04,HH
num__priors_count <= 1.256 AND num__age > 2.812,0.04,HH
num__priors_count <= 1.256 AND num__age <= 2.645 AND num__age <= -1.026 AND cat__race_Other > 0.5,0.02,HH
num__priors_count > 1.256 AND num__age > 0.2257 AND num__age > 0.9766 AND cat__race_Caucasian <= 0.5,0.02,HH
num__priors_count > 1.256 AND num__age > 0.2257 AND num__age > 0.9766 AND cat__race_Caucasian > 0.5,0.02,HH
num__priors_count <= 1.67 AND num__age <= 2.145 AND cat__race_Asian <= 0.5 AND num__priors_count > 1.463,0.02,HH
num__priors_count > 1.67 AND num__age > -0.108 AND num__age <= 0.476 AND num__priors_count > 4.155,0.02,HH
num__priors_count > 1.67 AND num__age > -0.108 AND num__age > 0.476 AND num__age <= 0.9766,0.02,HH
num__priors_count > 1.67 AND num__age > -0.108 AND num__age > 0.476 AND num__age > 0.9766,0.02,HH
num__age <= 0.9766 AND cat__race_Asian <= 0.5 AND num__priors_count > 3.534 AND num__age > 0.1006,0.02,HH
num__age > 0.9766 AND num__priors_count <= 0.8414 AND num__age > 2.812 AND cat__c_charge_degree_M <= 0.5,0.02,HH
num__age > 0.9766 AND num__priors_count <= 0.8414 AND num__age > 2.812 AND cat__c_charge_degree_M > 0.5,0.02,HH
num__age > 0.9766 AND num__priors_count > 0.8414 AND num__priors_count <= 1.67 AND num__age > 1.769,0.02,HH
num__age > 0.9766 AND num__priors_count > 0.8414 AND num__priors_count > 1.67 AND num__age <= 1.227,0.02,HH
num__age > 0.9766 AND num__priors_count > 0.8414 AND num__priors_count > 1.67 AND num__age > 1.227,0.02,HH
num__priors_count <= 1.256 AND num__age > 2.395 AND num__priors_count > -0.6081 AND num__priors_count <= -0.09043,0.02,HH
num__priors_count <= 1.256 AND num__age > 2.395 AND num__priors_count > -0.6081 AND num__priors_count > -0.09043,0.02,HH
num__priors_count > 1.256 AND num__age <= 0.2257 AND num__priors_count > 4.362,0.02,HH
num__priors_count > 1.256 AND num__age > 0.2257 AND num__age > 0.9766 AND num__priors_count <= 1.67,0.02,HH
num__priors_count > 1.256 AND num__age > 0.2257 AND num__age > 0.9766 AND num__priors_count > 1.67,0.02,HH
num__priors_count <= 1.256 AND num__age <= 2.645 AND num__age <= -1.026 AND cat__race_African-American <= 0.5,0.02,HH
num__priors_count > 1.256 AND num__age > 0.2257 AND num__age <= 0.9766 AND num__priors_count > 3.43,0.02,HH
num__priors_count > 1.256 AND num__age > 0.2257 AND num__age > 0.9766 AND num__priors_count <= 2.498,0.02,HH
num__priors_count > 1.256 AND num__age > 0.2257 AND num__age > 0.9766 AND num__priors_count > 2.498,0.02,HH
num__priors_count <= 1.67 AND num__age <= 2.812 AND cat__race_Other > 0.5 AND cat__sex_Male <= 0.5,0.02,HH
num__priors_count > 1.67 AND num__age > 0.2257 AND num__priors_count <= 1.877,0.02,HH
num__priors_count > 1.67 AND num__age > 0.2257 AND num__priors_count > 1.877 AND num__priors_count <= 2.809,0.02,HH
num__priors_count > 1.67 AND num__age > 0.2257 AND num__priors_count > 1.877 AND num__priors_count > 2.809,0.02,HH
num__priors_count <= 1.256 AND num__age <= 2.645 AND cat__race_Other > 0.5 AND num__age <= -1.109,0.02,HH
num__priors_count <= 1.256 AND num__age > 2.645 AND num__priors_count <= -0.2975,0.02,HH
num__priors_count <= 1.256 AND num__age > 2.645 AND num__priors_count > -0.2975,0.02,HH
num__priors_count > 1.256 AND num__age > 0.476 AND num__priors_count <= 1.877 AND num__age > 1.727,0.02,HH
num__priors_count > 1.256 AND num__age > 0.476 AND num__priors_count > 1.877 AND num__priors_count <= 2.809,0.02,HH
num__priors_count > 1.256 AND num__age > 0.476 AND num__priors_count > 1.877 AND num__priors_count > 2.809,0.02,HH
num__priors_count <= 1.256 AND cat__race_Asian <= 0.5 AND num__age > 2.395 AND num__priors_count > -0.194,0.02,HH
num__priors_count <= 1.256 AND cat__race_Asian > 0.5 AND num__age <= -0.9839,0.02,HH
num__priors_count > 1.256 AND num__age <= 0.476 AND num__priors_count > 3.534,0.02,HH
num__priors_count > 1.256 AND num__age > 0.476 AND num__age <= 0.8097,0.02,HH
num__priors_count > 1.256 AND num__age > 0.476 AND num__age > 0.8097 AND num__priors_count <= 1.67,0.02,HH
num__priors_count > 1.256 AND num__age > 0.476 AND num__age > 0.8097 AND num__priors_count > 1.67,0.02,HH
num__priors_count <= 0.8414 AND num__age <= -1.192 AND cat__race_Other > 0.5,0.02,HH
num__priors_count <= 0.8414 AND num__age > -1.192 AND num__age <= 2.812 AND cat__race_Asian > 0.5,0.02,HH
num__priors_count <= 0.8414 AND num__age > -1.192 AND num__age > 2.812,0.02,HH
num__priors_count > 0.8414 AND num__age > 0.4343 AND num__age <= 1.227 AND num__priors_count > 2.395,0.02,HH
num__priors_count > 0.8414 AND num__age > 0.4343 AND num__age > 1.227 AND num__priors_count <= 1.67,0.02,HH
num__priors_count > 0.8414 AND num__age > 0.4343 AND num__age > 1.227 AND num__priors_count > 1.67,0.02,HH
num__age <= 0.9766 AND num__priors_count <= 3.534 AND num__age <= -1.026 AND cat__race_African-American <= 0.5,0.02,HH
num__age <= 0.9766 AND num__priors_count > 3.534 AND num__age > 0.2257,0.02,HH
num__age > 0.9766 AND num__priors_count > 0.2202 AND num__priors_count > 1.67 AND cat__c_charge_degree_F <= 0.5,0.02,HH
num__age > 0.9766 AND num__priors_count > 0.2202 AND num__priors_count > 1.67 AND cat__c_charge_degree_F > 0.5,0.02,HH
num__priors_count <= 0.8414 AND num__age <= 2.812 AND cat__race_Other > 0.5 AND num__age <= -1.026,0.02,HH
num__priors_count > 0.8414 AND num__age > 0.2257 AND num__age <= 0.8097 AND num__priors_count > 2.498,0.02,HH
num__priors_count > 0.8414 AND num__age > 0.2257 AND num__age > 0.8097 AND num__priors_count <= 1.67,0.02,HH
num__priors_count > 0.8414 AND num__age > 0.2257 AND num__age > 0.8097 AND num__priors_count > 1.67,0.02,HH
num__priors_count <= 1.256 AND num__age > 2.812 AND cat__race_African-American <= 0.5,0.02,HH
num__priors_count > 1.256 AND num__age > 0.2257 AND num__age <= 1.31 AND num__priors_count > 3.844,0.02,HH
num__priors_count > 1.256 AND num__age > 0.2257 AND num__age > 1.31 AND num__age <= 1.644,0.02,HH
num__priors_count > 1.256 AND num__age > 0.2257 AND num__age > 1.31 AND num__age > 1.644,0.02,HH
num__priors_count <= 1.256 AND num__age > 2.395 AND num__priors_count <= 0.1167 AND num__age > 3.02,0.02,HH
num__priors_count <= 1.256 AND num__age > 2.395 AND num__priors_count > 0.1167,0.02,HH
num__priors_count > 1.256 AND num__age > -0.108 AND num__age <= 0.2257 AND num__priors_count > 3.741,0.02,HH
num__priors_count > 1.256 AND num__age > -0.108 AND num__age > 0.2257 AND num__age <= 1.394,0.02,HH
num__priors_count > 1.256 AND num__age > -0.108 AND num__age > 0.2257 AND num__age > 1.394,0.02,HH
num__priors_count <= 1.877 AND num__age <= 1.811 AND num__age <= -1.109 AND cat__sex_Female > 0.5,0.02,HH
num__priors_count <= 1.877 AND num__age > 1.811 AND num__priors_count > -0.6081 AND num__age <= 2.395,0.02,HH
num__priors_count <= 1.877 AND num__age > 1.811 AND num__priors_count > -0.6081 AND num__age > 2.395,0.02,HH
num__priors_count > 1.877 AND num__age > -0.108 AND num__age <= 0.476,0.02,HH
num__priors_count > 1.877 AND num__age > -0.108 AND num__age > 0.476 AND num__priors_count <= 3.016,0.02,HH
num__priors_count > 1.877 AND num__age > -0.108 AND num__age > 0.476 AND num__priors_count > 3.016,0.02,HH
num__priors_count <= 1.256 AND num__age <= 2.395 AND num__age <= -1.026 AND cat__sex_Male <= 0.5,0.02,HH
num__priors_count <= 1.256 AND num__age > 2.395 AND num__priors_count > -0.6081 AND num__age <= 2.812,0.02,HH
num__priors_count <= 1.256 AND num__age > 2.395 AND num__priors_count > -0.6081 AND num__age > 2.812,0.02,HH
num__priors_count > 1.256 AND num__age <= 0.2257 AND num__priors_count > 3.741,0.02,HH
num__priors_count > 1.256 AND num__age > 0.2257 AND num__age <= 0.8097 AND num__priors_count > 3.43,0.02,HH
num__priors_count > 1.256 AND num__age > 0.2257 AND num__age > 0.8097 AND num__priors_count <= 1.877,0.02,HH
num__priors_count > 1.256 AND num__age > 0.2257 AND num__age > 0.8097 AND num__priors_count > 1.877,0.02,HH
num__age <= 0.9766 AND num__priors_count <= 3.948 AND num__age <= -1.192 AND cat__race_Other > 0.5,0.02,HH
num__age <= 0.9766 AND num__priors_count <= 3.948 AND num__age > -1.192 AND cat__race_Asian > 0.5,0.02,HH
num__age <= 0.9766 AND num__priors_count > 3.948,0.02,HH
num__age > 0.9766 AND num__priors_count <= 0.2202 AND num__age > 3.271,0.02,HH
num__age > 0.9766 AND num__priors_count > 0.2202 AND num__priors_count > 1.67 AND num__age <= 1.227,0.02,HH
num__age > 0.9766 AND num__priors_count > 0.2202 AND num__priors_count > 1.67 AND num__age > 1.227,0.02,HH
num__priors_count <= 0.8414 AND num__age <= 3.104 AND num__age <= -1.192 AND cat__sex_Male <= 0.5,0.02,HH
num__priors_count <= 0.8414 AND num__age > 3.104,0.02,HH
num__priors_count > 0.8414 AND num__age > 0.2257 AND num__age > 0.9766 AND num__priors_count <= 1.877,0.02,HH
num__priors_count > 0.8414 AND num__age > 0.2257 AND num__age > 0.9766 AND num__priors_count > 1.877,0.02,HH
num__priors_count <= 0.8414 AND num__age <= 2.812 AND num__age <= -1.026 AND cat__race_African-American <= 0.5,0.02,HH
num__priors_count > 0.8414 AND num__age > -0.108 AND num__age <= 0.8097 AND num__priors_count > 4.155,0.02,HH
num__priors_count > 0.8414 AND num__age > -0.108 AND num__age > 0.8097 AND num__priors_count <= 1.67,0.02,HH
num__priors_count > 0.8414 AND num__age > -0.108 AND num__age > 0.8097 AND num__priors_count > 1.67,0.02,HH
num__priors_count <= 1.67 AND num__age > 2.145 AND num__priors_count > -0.6081 AND cat__race_Caucasian <= 0.5,0.02,HH
num__priors_count <= 1.67 AND num__age > 2.145 AND num__priors_count > -0.6081 AND cat__race_Caucasian > 0.5,0.02,HH
num__priors_count > 1.67 AND num__age > 0.9766 AND num__priors_count <= 2.291 AND cat__c_charge_degree_M <= 0.5,0.02,HH
num__priors_count > 1.67 AND num__age > 0.9766 AND num__priors_count <= 2.291 AND cat__c_charge_degree_M > 0.5,0.02,HH
num__priors_count > 1.67 AND num__age > 0.9766 AND num__priors_count > 2.291 AND num__priors_count <= 2.705,0.02,HH
num__priors_count > 1.67 AND num__age > 0.9766 AND num__priors_count > 2.291 AND num__priors_count > 2.705,0.02,HH
num__priors_count <= 1.67 AND num__age <= 2.145 AND num__age <= -1.192 AND cat__race_Other > 0.5,0.02,HH
num__priors_count <= 1.67 AND num__age <= 2.145 AND num__age > -1.192 AND cat__race_Asian > 0.5,0.02,HH
num__priors_count > 1.67 AND num__age <= 0.6846 AND num__priors_count > 4.362,0.02,HH
num__priors_count > 1.67 AND num__age > 0.6846 AND num__age <= 0.9766,0.02,HH
num__priors_count > 1.67 AND num__age > 0.6846 AND num__age > 0.9766 AND num__priors_count <= 2.912,0.02,HH
num__priors_count > 1.67 AND num__age > 0.6846 AND num__age > 0.9766 AND num__priors_count > 2.912,0.02,HH
num__priors_count <= 0.8414 AND num__age <= 2.812 AND num__age <= -1.192 AND cat__sex_Female > 0.5,0.02,HH
num__priors_count > 0.8414 AND num__age > -0.108 AND num__age <= 0.9766 AND num__priors_count > 4.155,0.02,HH
num__priors_count > 0.8414 AND num__age > -0.108 AND num__age > 0.9766 AND num__priors_count <= 1.877,0.02,HH
num__priors_count > 0.8414 AND num__age > -0.108 AND num__age > 0.9766 AND num__priors_count > 1.877,0.02,HH
num__priors_count <= 1.463 AND num__age <= 2.812 AND cat__race_Other > 0.5 AND num__priors_count > -0.4011,0.02,HH
num__priors_count <= 1.463 AND num__age > 2.812,0.02,HH
num__priors_count > 1.463 AND num__age > 0.2257 AND num__age <= 0.768 AND num__priors_count > 2.912,0.02,HH
num__priors_count > 1.463 AND num__age > 0.2257 AND num__age > 0.768 AND cat__c_charge_degree_F <= 0.5,0.02,HH
num__priors_count > 1.463 AND num__age > 0.2257 AND num__age > 0.768 AND cat__c_charge_degree_F > 0.5,0.02,HH
num__priors_count <= 1.67 AND num__age <= 2.645 AND num__priors_count > 1.463 AND num__age > 0.8097,0.02,HH
num__priors_count <= 1.67 AND num__age > 2.645 AND cat__race_Caucasian <= 0.5,0.02,HH
num__priors_count <= 1.67 AND num__age > 2.645 AND cat__race_Caucasian > 0.5 AND num__age <= 3.104,0.02,HH
num__priors_count <= 1.67 AND num__age > 2.645 AND cat__race_Caucasian > 0.5 AND num__age > 3.104,0.02,HH
num__priors_count > 1.67 AND num__age <= 0.2257 AND num__priors_count > 3.741,0.02,HH
num__priors_count > 1.67 AND num__age > 0.2257 AND num__age <= 0.4343,0.02,HH
num__priors_count > 1.67 AND num__age > 0.2257 AND num__age > 0.4343 AND num__age <= 0.9766,0.02,HH
num__priors_count > 1.67 AND num__age > 0.2257 AND num__age > 0.4343 AND num__age > 0.9766,0.02,HH
num__age <= 0.9766 AND num__priors_count <= 4.362 AND cat__race_Asian > 0.5,0.02,HH
num__age > 0.9766 AND num__priors_count <= 0.2202 AND num__age > 2.812 AND cat__race_African-American <= 0.5,0.02,HH
num__age > 0.9766 AND num__priors_count > 0.2202 AND num__priors_count > 1.67 AND cat__race_African-American <= 0.5,0.02,HH
num__age > 0.9766 AND num__priors_count > 0.2202 AND num__priors_count > 1.67 AND cat__race_African-American > 0.5,0.02,HH
num__age <= 0.9766 AND num__priors_count > 2.705,0.02,HH
num__age > 0.9766 AND num__priors_count <= 0.2202 AND num__age > 2.478,0.02,HH
num__age > 0.9766 AND num__priors_count > 0.2202 AND num__priors_count <= 1.67 AND num__age > 1.519,0.02,HH
num__age > 0.9766 AND num__priors_count > 0.2202 AND num__priors_count > 1.67 AND num__age <= 1.686,0.02,HH
num__age > 0.9766 AND num__priors_count > 0.2202 AND num__priors_count > 1.67 AND num__age > 1.686,0.02,HH
num__age <= 0.8097 AND cat__race_Other <= 0.5 AND num__priors_count <= 4.465 AND cat__race_Asian > 0.5,0.02,HH
num__age <= 0.8097 AND cat__race_Other <= 0.5 AND num__priors_count > 4.465,0.02,HH
num__age <= 0.8097 AND cat__race_Other > 0.5 AND num__age <= -1.109 AND cat__c_charge_degree_M <= 0.5,0.02,HH
num__age <= 0.8097 AND cat__race_Other > 0.5 AND num__age <= -1.109 AND cat__c_charge_degree_M > 0.5,0.02,HH
num__age > 0.8097 AND num__priors_count <= 0.2202 AND num__age > 2.77,0.02,HH
num__age > 0.8097 AND num__priors_count > 0.2202 AND num__age <= 1.394 AND num__priors_count > 2.498,0.02,HH
num__age > 0.8097 AND num__priors_count > 0.2202 AND num__age > 1.394 AND cat__c_charge_degree_F <= 0.5,0.02,HH
num__age > 0.8097 AND num__priors_count > 0.2202 AND num__age > 1.394 AND cat__c_charge_degree_F > 0.5,0.02,HH
num__priors_count <= 1.67 AND num__age <= 2.812 AND cat__race_Other <= 0.5 AND cat__race_Asian > 0.5,0.02,HH
num__priors_count <= 1.67 AND num__age <= 2.812 AND cat__race_Other > 0.5 AND num__age <= -1.109,0.02,HH
num__priors_count > 1.67 AND num__age <= 0.2257 AND num__priors_count > 4.155,0.02,HH
num__priors_count > 1.67 AND num__age > 0.2257 AND num__age <= 1.06 AND num__priors_count > 3.119,0.02,HH
num__priors_count > 1.67 AND num__age > 0.2257 AND num__age > 1.06 AND num__age <= 1.227,0.02,HH
num__priors_count > 1.67 AND num__age > 0.2257 AND num__age > 1.06 AND num__age > 1.227,0.02,HH
num__priors_count <= 1.256 AND num__age > 2.395 AND num__priors_count > -0.6081 AND num__priors_count <= -0.194,0.02,HH
num__priors_count <= 1.256 AND num__age > 2.395 AND num__priors_count > -0.6081 AND num__priors_count > -0.194,0.02,HH
num__priors_count > 1.256 AND num__age > 0.768 AND num__priors_count <= 1.877 AND num__age > 1.769,0.02,HH
num__priors_count > 1.256 AND num__age > 0.768 AND num__priors_count > 1.877 AND num__priors_count <= 2.498,0.02,HH
num__priors_count > 1.256 AND num__age > 0.768 AND num__priors_count > 1.877 AND num__priors_count > 2.498,0.02,HH
num__age <= 1.06 AND cat__race_Other > 0.5 AND num__priors_count > -0.6081 AND num__age <= 0.4343,0.02,HH
num__age <= 1.06 AND cat__race_Other > 0.5 AND num__priors_count > -0.6081 AND num__age > 0.4343,0.02,HH
num__age > 1.06 AND num__priors_count <= 0.2202 AND num__age > 2.812,0.02,HH
num__age > 1.06 AND num__priors_count > 0.2202 AND num__priors_count <= 0.8414 AND num__age > 1.727,0.02,HH
num__age > 1.06 AND num__priors_count > 0.2202 AND num__priors_count > 0.8414 AND num__priors_count <= 1.67,0.02,HH
num__age > 1.06 AND num__priors_count > 0.2202 AND num__priors_count > 0.8414 AND num__priors_count > 1.67,0.02,HH
num__priors_count <= 0.8414 AND num__age <= -1.026 AND cat__race_African-American <= 0.5 AND cat__race_Caucasian <= 0.5,0.02,HH
num__priors_count <= 0.8414 AND num__age > -1.026 AND num__age > 2.645,0.02,HH
num__priors_count > 0.8414 AND num__age > 0.476 AND num__age <= 0.9766 AND num__priors_count > 1.67,0.02,HH
num__priors_count > 0.8414 AND num__age > 0.476 AND num__age > 0.9766 AND num__priors_count <= 1.566,0.02,HH
num__priors_count > 0.8414 AND num__age > 0.476 AND num__age > 0.9766 AND num__priors_count > 1.566,0.02,HH
num__priors_count <= 1.256 AND num__age <= 2.812 AND cat__race_Other > 0.5 AND num__age <= -1.109,0.02,HH
num__priors_count > 1.256 AND num__age > -0.108 AND num__age <= 0.9766 AND num__priors_count > 3.948,0.02,HH
num__priors_count > 1.256 AND num__age > -0.108 AND num__age > 0.9766 AND num__priors_count <= 1.67,0.02,HH
num__priors_count > 1.256 AND num__age > -0.108 AND num__age > 0.9766 AND num__priors_count > 1.67,0.02,HH
num__age <= 1.143 AND num__priors_count <= 3.534 AND num__age <= -1.192 AND cat__c_charge_degree_M > 0.5,0.02,HH
num__age <= 1.143 AND num__priors_count > 3.534 AND num__priors_count <= 4.051,0.02,HH
num__age <= 1.143 AND num__priors_count > 3.534 AND num__priors_count > 4.051,0.02,HH
num__age > 1.143 AND num__priors_count <= 0.4273 AND num__age > 3.271,0.02,HH
num__age > 1.143 AND num__priors_count > 0.4273 AND num__age <= 1.227 AND cat__c_charge_degree_F > 0.5,0.02,HH
num__age > 1.143 AND num__priors_count > 0.4273 AND num__age > 1.227 AND num__priors_count <= 1.67,0.02,HH
num__age > 1.143 AND num__priors_count > 0.4273 AND num__age > 1.227 AND num__priors_count > 1.67,0.02,HH
num__age > 0.9766 AND num__priors_count <= 0.4273 AND num__age > 2.812,0.02,HH
num__age > 0.9766 AND num__priors_count > 0.4273 AND num__priors_count <= 1.877 AND num__age > 1.769,0.02,HH
num__age > 0.9766 AND num__priors_count > 0.4273 AND num__priors_count > 1.877 AND num__age <= 1.227,0.02,HH
num__age > 0.9766 AND num__priors_count > 0.4273 AND num__priors_count > 1.877 AND num__age > 1.227,0.02,HH
num__age <= 0.9766 AND cat__race_Asian <= 0.5 AND num__priors_count > 3.534,0.02,HH
num__age > 0.9766 AND num__priors_count <= 0.2202 AND num__age > 2.645,0.02,HH
num__age > 0.9766 AND num__priors_count > 0.2202 AND num__priors_count <= 1.877 AND num__age > 1.769,0.02,HH
num__age > 0.9766 AND num__priors_count > 0.2202 AND num__priors_count > 1.877 AND num__priors_count <= 2.498,0.02,HH
num__age > 0.9766 AND num__priors_count > 0.2202 AND num__priors_count > 1.877 AND num__priors_count > 2.498,0.02,HH
num__priors_count <= 1.67 AND num__age <= 1.811 AND num__age <= -1.026 AND cat__sex_Female > 0.5,0.02,HH
num__priors_count <= 1.67 AND num__age > 1.811 AND num__priors_count > -0.6081 AND cat__race_African-American <= 0.5,0.02,HH
num__priors_count <= 1.67 AND num__age > 1.811 AND num__priors_count > -0.6081 AND cat__race_African-American > 0.5,0.02,HH
num__priors_count > 1.67 AND num__age > -0.108 AND num__age <= 0.2257,0.02,HH
num__priors_count > 1.67 AND num__age > -0.108 AND num__age > 0.2257 AND num__age <= 0.768,0.02,HH
num__priors_count > 1.67 AND num__age > -0.108 AND num__age > 0.2257 AND num__age > 0.768,0.02,HH
num__age <= 0.9766 AND num__priors_count <= 3.534 AND cat__race_Other > 0.5 AND num__age <= -1.109,0.02,HH
num__age <= 0.9766 AND num__priors_count > 3.534 AND num__priors_count <= 4.155,0.02,HH
num__age <= 0.9766 AND num__priors_count > 3.534 AND num__priors_count > 4.155,0.02,HH
num__age > 0.9766 AND num__priors_count <= 0.2202 AND num__age > 3.104,0.02,HH
num__age > 0.9766 AND num__priors_count > 0.2202 AND num__priors_count <= 1.463 AND num__age > 1.769,0.02,HH
num__age > 0.9766 AND num__priors_count > 0.2202 AND num__priors_count > 1.463 AND num__priors_count <= 2.498,0.02,HH
num__age > 0.9766 AND num__priors_count > 0.2202 AND num__priors_count > 1.463 AND num__priors_count > 2.498,0.02,HH
num__age <= 0.8097 AND num__priors_count <= 4.362 AND cat__race_Asian > 0.5,0.02,HH
num__age <= 0.8097 AND num__priors_count > 4.362,0.02,HH
num__age > 0.8097 AND num__priors_count <= 0.2202 AND num__age > 2.812,0.02,HH
num__age > 0.8097 AND num__priors_count > 0.2202 AND num__priors_count <= 1.877 AND num__age > 1.811,0.02,HH
num__age > 0.8097 AND num__priors_count > 0.2202 AND num__priors_count > 1.877 AND num__age <= 1.227,0.02,HH
num__age > 0.8097 AND num__priors_count > 0.2202 AND num__priors_count > 1.877 AND num__age > 1.227,0.02,HH
num__age <= 0.9766 AND num__priors_count <= 3.534 AND cat__race_Asian > 0.5,0.02,HH
num__age <= 0.9766 AND num__priors_count > 3.534,0.02,HH
num__age > 0.9766 AND num__priors_count <= 0.2202 AND num__age > 2.728,0.02,HH
num__age > 0.9766 AND num__priors_count > 0.2202 AND num__priors_count <= 1.773 AND num__age > 1.769,0.02,HH
num__age > 0.9766 AND num__priors_count > 0.2202 AND num__priors_count > 1.773 AND num__priors_count <= 2.291,0.02,HH
num__age > 0.9766 AND num__priors_count > 0.2202 AND num__priors_count > 1.773 AND num__priors_count > 2.291,0.02,HH
num__age <= 0.9766 AND cat__race_Other > 0.5 AND num__priors_count > -0.4011 AND num__age <= -1.067,0.02,HH
num__age <= 0.9766 AND cat__race_Other > 0.5 AND num__priors_count > -0.4011 AND num__age > -1.067,0.02,HH
num__age > 0.9766 AND num__priors_count <= 0.8414 AND num__age > 3.271,0.02,HH
num__age > 0.9766 AND num__priors_count > 0.8414 AND cat__race_African-American <= 0.5 AND num__priors_count > 1.67,0.02,HH
num__age > 0.9766 AND num__priors_count > 0.8414 AND cat__race_African-American > 0.5 AND num__age <= 1.227,0.02,HH
num__age > 0.9766 AND num__priors_count > 0.8414 AND cat__race_African-American > 0.5 AND num__age > 1.227,0.02,HH
num__priors_count <= 1.256 AND num__age <= 2.812 AND num__age <= -1.026 AND cat__race_African-American <= 0.5,0.02,HH
num__priors_count > 1.256 AND num__age > 0.2257 AND num__priors_count <= 1.67 AND num__age > 1.644,0.02,HH
num__priors_count > 1.256 AND num__age > 0.2257 AND num__priors_count > 1.67 AND num__age <= 0.9766,0.02,HH
num__priors_count > 1.256 AND num__age > 0.2257 AND num__priors_count > 1.67 AND num__age > 0.9766,0.02,HH
num__priors_count > 0.8414 AND num__age <= 0.476 AND num__priors_count > 4.362,0.02,HH
num__priors_count > 0.8414 AND num__age > 0.476 AND num__age <= 0.9766 AND num__priors_count > 2.187,0.02,HH
num__priors_count > 0.8414 AND num__age > 0.476 AND num__age > 0.9766 AND num__priors_count <= 1.67,0.02,HH
num__priors_count > 0.8414 AND num__age > 0.476 AND num__age > 0.9766 AND num__priors_count > 1.67,0.02,HH
num__priors_count > 1.67 AND num__age > 0.184 AND num__age <= 0.9766 AND num__priors_count > 3.43,0.02,HH
num__priors_count > 1.67 AND num__age > 0.184 AND num__age > 0.9766 AND num__age <= 1.227,0.02,HH
num__priors_count > 1.67 AND num__age > 0.184 AND num__age > 0.9766 AND num__age > 1.227,0.02,HH
num__priors_count <= 1.463 AND num__age > 2.228,0.02,HH
num__priors_count > 1.463 AND num__age > -0.108 AND num__age <= 0.4343,0.02,HH
num__priors_count > 1.463 AND num__age > -0.108 AND num__age > 0.4343 AND num__priors_count <= 2.809,0.02,HH
num__priors_count > 1.463 AND num__age > -0.108 AND num__age > 0.4343 AND num__priors_count > 2.809,0.02,HH
num__priors_count <= 0.8414 AND num__age <= -1.026 AND cat__race_African-American <= 0.5 AND num__priors_count > -0.6081,0.02,HH
num__priors_count <= 0.8414 AND num__age > -1.026 AND num__age > 2.812,0.02,HH
num__priors_count > 0.8414 AND num__age <= 0.9766 AND num__priors_count > 4.155,0.02,HH
num__priors_count > 0.8414 AND num__age > 0.9766 AND num__priors_count <= 1.877 AND num__age > 1.769,0.02,HH
num__priors_count > 0.8414 AND num__age > 0.9766 AND num__priors_count > 1.877 AND num__priors_count <= 2.291,0.02,HH
num__priors_count > 0.8414 AND num__age > 0.9766 AND num__priors_count > 1.877 AND num__priors_count > 2.291,0.02,HH
num__priors_count <= 1.256 AND num__age <= 2.645 AND cat__race_Asian > 0.5,0.02,HH
num__priors_count <= 1.256 AND num__age > 2.645 AND cat__c_charge_degree_F <= 0.5,0.02,HH
num__priors_count <= 1.256 AND num__age > 2.645 AND cat__c_charge_degree_F > 0.5,0.02,HH
num__priors_count > 1.256 AND num__age > -0.108 AND num__age <= 0.9766 AND num__priors_count > 3.741,0.02,HH
num__priors_count > 1.256 AND num__age > -0.108 AND num__age > 0.9766 AND num__priors_count <= 1.877,0.02,HH
num__priors_count > 1.256 AND num__age > -0.108 AND num__age > 0.9766 AND num__priors_count > 1.877,0.02,HH
num__priors_count > 0.8414 AND num__age > 0.2257 AND num__age <= 1.31 AND num__priors_count > 3.534,0.02,HH
num__priors_count > 0.8414 AND num__age > 0.2257 AND num__age > 1.31 AND num__age <= 1.727,0.02,HH
num__priors_count > 0.8414 AND num__age > 0.2257 AND num__age > 1.31 AND num__age > 1.727,0.02,HH
num__priors_count <= 1.256 AND num__age > 2.395 AND num__priors_count <= -0.4011,0.02,HH
num__priors_count <= 1.256 AND num__age > 2.395 AND num__priors_count > -0.4011,0.02,HH
num__priors_count > 1.256 AND num__age > 0.184 AND num__age <= 0.9766 AND num__priors_count > 2.498,0.02,HH
num__priors_count > 1.256 AND num__age > 0.184 AND num__age > 0.9766 AND num__priors_count <= 1.67,0.02,HH
num__priors_count > 1.256 AND num__age > 0.184 AND num__age > 0.9766 AND num__priors_count > 1.67,0.02,HH
num__priors_count <= 0.4273 AND num__age <= -1.026 AND cat__c_charge_degree_M > 0.5,0.02,HH
num__priors_count > 0.4273 AND num__age > -0.108 AND num__age <= 0.9766 AND num__priors_count > 2.498,0.02,HH
num__priors_count > 0.4273 AND num__age > -0.108 AND num__age > 0.9766 AND num__priors_count <= 1.67,0.02,HH
num__priors_count > 0.4273 AND num__age > -0.108 AND num__age > 0.9766 AND num__priors_count > 1.67,0.02,HH
