rule,frequency,label
num__age > -1.192 AND num__priors_count > 1.049 AND num__age > -0.108 AND num__age <= 1.31,0.02,HV_q
num__age > -1.192 AND num__priors_count > 1.049 AND num__age > -0.108 AND num__age > 1.31,0.02,HV_q
num__priors_count <= 1.049 AND num__age <= -1.026 AND num__age > -1.192 AND cat__sex_Female > 0.5,0.02,HV_q
num__priors_count <= 1.049 AND num__age > -1.026 AND num__age > 2.395 AND num__priors_count <= 0.1167,0.02,HV_q
num__priors_count <= 1.049 AND num__age > -1.026 AND num__age > 2.395 AND num__priors_count > 0.1167,0.02,HV_q
num__priors_count > 1.049 AND num__age <= -0.2748 AND cat__race_African-American <= 0.5,0.02,HV_q
num__priors_count > 1.049 AND num__age > -0.2748 AND num__age <= 1.644 AND cat__race_African-American <= 0.5,0.02,HV_q
num__priors_count > 1.049 AND num__age > -0.2748 AND num__age <= 1.644 AND cat__race_African-American > 0.5,0.02,HV_q
num__priors_count > 1.049 AND num__age > -0.2748 AND num__age > 1.644,0.02,HV_q
num__age <= -1.109 AND num__age <= -1.192 AND num__priors_count <= -0.6081 AND cat__race_African-American <= 0.5,0.02,HV_q
num__age <= -1.109 AND num__age <= -1.192 AND num__priors_count <= -0.6081 AND cat__race_African-American > 0.5,0.02,HV_q
num__age <= -1.109 AND num__age <= -1.192 AND num__priors_count > -0.6081 AND cat__race_African-American <= 0.5,0.02,HV_q
num__age <= -1.109 AND num__age <= -1.192 AND num__priors_count > -0.6081 AND cat__race_African-American > 0.5,0.02,HV_q
num__age <= -1.109 AND num__age > -1.192 AND cat__sex_Male <= 0.5 AND cat__c_charge_degree_M <= 0.5,0.02,HV_q
num__age <= -1.109 AND num__age > -1.192 AND cat__sex_Male <= 0.5 AND cat__c_charge_degree_M > 0.5,0.02,HV_q
num__age > -1.109 AND num__priors_count <= 1.256 AND num__age <= 2.728 AND cat__race_Asian > 0.5,0.02,HV_q
num__age > -1.109 AND num__priors_count <= 1.256 AND num__age > 2.728 AND cat__race_African-American <= 0.5,0.02,HV_q
num__age > -1.109 AND num__priors_count <= 1.256 AND num__age > 2.728 AND cat__race_African-American > 0.5,0.02,HV_q
num__age > -1.109 AND num__priors_count > 1.256 AND num__age <= 0.7263 AND cat__race_African-American <= 0.5,0.02,HV_q
num__age > -1.109 AND num__priors_count > 1.256 AND num__age > 0.7263 AND num__age <= 1.227,0.02,HV_q
num__age > -1.109 AND num__priors_count > 1.256 AND num__age > 0.7263 AND num__age > 1.227,0.02,HV_q
num__priors_count <= 1.049 AND num__age > -1.026 AND num__age <= 2.061 AND cat__race_Other > 0.5,0.02,HV_q
num__priors_count <= 1.049 AND num__age > -1.026 AND num__age > 2.061 AND num__priors_count > 0.01311,0.02,HV_q
num__priors_count > 1.049 AND num__age <= -0.108 AND cat__race_African-American <= 0.5 AND cat__c_charge_degree_F > 0.5,0.02,HV_q
num__priors_count > 1.049 AND num__age > -0.108 AND num__age <= 1.394 AND cat__race_African-American <= 0.5,0.02,HV_q
num__priors_count > 1.049 AND num__age > -0.108 AND num__age <= 1.394 AND cat__race_African-American > 0.5,0.02,HV_q
num__priors_count > 1.049 AND num__age > -0.108 AND num__age > 1.394 AND num__priors_count <= 2.084,0.02,HV_q
num__priors_count > 1.049 AND num__age > -0.108 AND num__age > 1.394 AND num__priors_count > 2.084,0.02,HV_q
num__age > -1.192 AND num__priors_count <= 1.049 AND cat__race_Other <= 0.5 AND num__age > 2.645,0.02,HV_q
num__age > -1.192 AND num__priors_count > 1.049 AND num__age <= -0.108 AND cat__race_African-American <= 0.5,0.02,HV_q
num__age > -1.192 AND num__priors_count > 1.049 AND num__age > -0.108 AND num__age <= 1.394,0.02,HV_q
num__age > -1.192 AND num__priors_count > 1.049 AND num__age > -0.108 AND num__age > 1.394,0.02,HV_q
num__priors_count <= 1.049 AND num__age <= -0.8588 AND cat__race_African-American <= 0.5 AND cat__sex_Male <= 0.5,0.02,HV_q
num__priors_count <= 1.049 AND num__age <= -0.8588 AND cat__race_African-American <= 0.5 AND cat__sex_Male > 0.5,0.02,HV_q
num__priors_count <= 1.049 AND num__age <= -0.8588 AND cat__race_African-American > 0.5 AND num__age <= -1.192,0.02,HV_q
num__priors_count <= 1.049 AND num__age > -0.8588 AND cat__race_Asian <= 0.5 AND cat__race_Other > 0.5,0.02,HV_q
num__priors_count <= 1.049 AND num__age > -0.8588 AND cat__race_Asian > 0.5,0.02,HV_q
num__priors_count > 1.049 AND num__age <= -0.2748 AND cat__race_African-American <= 0.5 AND num__age > -0.6502,0.02,HV_q
num__priors_count > 1.049 AND num__age > -0.2748 AND num__age <= 1.227 AND num__priors_count <= 1.98,0.02,HV_q
num__priors_count > 1.049 AND num__age > -0.2748 AND num__age <= 1.227 AND num__priors_count > 1.98,0.02,HV_q
num__priors_count > 1.049 AND num__age > -0.2748 AND num__age > 1.227 AND num__age <= 1.394,0.02,HV_q
num__priors_count > 1.049 AND num__age > -0.2748 AND num__age > 1.227 AND num__age > 1.394,0.02,HV_q
num__age <= -1.109 AND num__age <= -1.192 AND cat__race_African-American <= 0.5 AND num__priors_count <= -0.6081,0.02,HV_q
num__age <= -1.109 AND num__age <= -1.192 AND cat__race_African-American <= 0.5 AND num__priors_count > -0.6081,0.02,HV_q
num__age <= -1.109 AND num__age <= -1.192 AND cat__race_African-American > 0.5 AND num__priors_count <= -0.6081,0.02,HV_q
num__age <= -1.109 AND num__age <= -1.192 AND cat__race_African-American > 0.5 AND num__priors_count > -0.6081,0.02,HV_q
num__age <= -1.109 AND num__age > -1.192 AND cat__sex_Female <= 0.5 AND cat__c_charge_degree_F <= 0.5,0.02,HV_q
num__age <= -1.109 AND num__age > -1.192 AND cat__sex_Female > 0.5 AND cat__race_African-American <= 0.5,0.02,HV_q
num__age <= -1.109 AND num__age > -1.192 AND cat__sex_Female > 0.5 AND cat__race_African-American > 0.5,0.02,HV_q
num__age > -1.109 AND num__priors_count <= 1.049 AND cat__race_African-American > 0.5 AND num__age > 2.562,0.02,HV_q
num__age > -1.109 AND num__priors_count > 1.049 AND num__age <= -0.2748 AND cat__sex_Female > 0.5,0.02,HV_q
num__age > -1.109 AND num__priors_count > 1.049 AND num__age > -0.2748 AND num__age <= 1.644,0.02,HV_q
num__age > -1.109 AND num__priors_count > 1.049 AND num__age > -0.2748 AND num__age > 1.644,0.02,HV_q
num__age <= -1.192 AND cat__sex_Male <= 0.5,0.02,HV_q
num__age <= -1.192 AND cat__sex_Male > 0.5 AND num__priors_count <= -0.4011 AND num__priors_count <= -0.6081,0.02,HV_q
num__age <= -1.192 AND cat__sex_Male > 0.5 AND num__priors_count <= -0.4011 AND num__priors_count > -0.6081,0.02,HV_q
num__age <= -1.192 AND cat__sex_Male > 0.5 AND num__priors_count > -0.4011,0.02,HV_q
num__age > -1.192 AND num__age <= 1.644 AND cat__race_Asian <= 0.5 AND cat__race_Other > 0.5,0.02,HV_q
num__age > -1.192 AND num__age <= 1.644 AND cat__race_Asian > 0.5,0.02,HV_q
num__age > -1.192 AND num__age > 1.644 AND num__priors_count <= 0.3237 AND num__age > 2.812,0.02,HV_q
num__age > -1.192 AND num__age > 1.644 AND num__priors_count > 0.3237 AND num__priors_count <= 1.152,0.02,HV_q
num__age > -1.192 AND num__age > 1.644 AND num__priors_count > 0.3237 AND num__priors_count > 1.152,0.02,HV_q
num__priors_count <= 1.049 AND num__age > -1.192 AND cat__race_Other <= 0.5 AND cat__race_Asian > 0.5,0.02,HV_q
num__priors_count <= 1.049 AND num__age > -1.192 AND cat__race_Other > 0.5 AND num__priors_count <= -0.4011,0.02,HV_q
num__priors_count <= 1.049 AND num__age > -1.192 AND cat__race_Other > 0.5 AND num__priors_count > -0.4011,0.02,HV_q
num__priors_count > 1.049 AND num__age <= -0.2748 AND num__priors_count <= 1.256,0.02,HV_q
num__priors_count > 1.049 AND num__age > -0.2748 AND num__age <= 1.227 AND num__priors_count <= 1.877,0.02,HV_q
num__priors_count > 1.049 AND num__age > -0.2748 AND num__age <= 1.227 AND num__priors_count > 1.877,0.02,HV_q
num__priors_count > 1.049 AND num__age > -0.2748 AND num__age > 1.227 AND num__age <= 1.644,0.02,HV_q
num__priors_count > 1.049 AND num__age > -0.2748 AND num__age > 1.227 AND num__age > 1.644,0.02,HV_q
num__age <= -1.109 AND num__age <= -1.192 AND cat__c_charge_degree_M <= 0.5 AND num__priors_count <= -0.4011,0.02,HV_q
num__age <= -1.109 AND num__age <= -1.192 AND cat__c_charge_degree_M <= 0.5 AND num__priors_count > -0.4011,0.02,HV_q
num__age <= -1.109 AND num__age <= -1.192 AND cat__c_charge_degree_M > 0.5,0.02,HV_q
num__age <= -1.109 AND num__age > -1.192 AND cat__sex_Male <= 0.5 AND num__priors_count <= -0.6081,0.02,HV_q
num__age <= -1.109 AND num__age > -1.192 AND cat__sex_Male <= 0.5 AND num__priors_count > -0.6081,0.02,HV_q
num__age > -1.109 AND num__priors_count <= 1.049 AND cat__race_African-American > 0.5 AND num__age > 2.353,0.02,HV_q
num__age > -1.109 AND num__priors_count > 1.049 AND num__age <= 0.8097 AND num__age > -0.2748,0.02,HV_q
num__age > -1.109 AND num__priors_count > 1.049 AND num__age > 0.8097 AND num__age <= 1.435,0.02,HV_q
num__age > -1.109 AND num__priors_count > 1.049 AND num__age > 0.8097 AND num__age > 1.435,0.02,HV_q
num__priors_count <= 1.049 AND num__age <= -0.8588 AND cat__race_African-American <= 0.5 AND cat__sex_Female <= 0.5,0.02,HV_q
num__priors_count <= 1.049 AND num__age <= -0.8588 AND cat__race_African-American <= 0.5 AND cat__sex_Female > 0.5,0.02,HV_q
num__priors_count <= 1.049 AND num__age <= -0.8588 AND cat__race_African-American > 0.5 AND num__age <= -1.109,0.02,HV_q
num__priors_count > 1.049 AND num__age <= -0.1914 AND cat__race_African-American <= 0.5 AND num__priors_count <= 1.256,0.02,HV_q
num__priors_count > 1.049 AND num__age <= -0.1914 AND cat__race_African-American <= 0.5 AND num__priors_count > 1.256,0.02,HV_q
num__priors_count > 1.049 AND num__age > -0.1914 AND num__age <= 1.394 AND num__priors_count <= 1.877,0.02,HV_q
num__priors_count > 1.049 AND num__age > -0.1914 AND num__age <= 1.394 AND num__priors_count > 1.877,0.02,HV_q
num__priors_count > 1.049 AND num__age > -0.1914 AND num__age > 1.394 AND num__age <= 1.644,0.02,HV_q
num__priors_count > 1.049 AND num__age > -0.1914 AND num__age > 1.394 AND num__age > 1.644,0.02,HV_q
num__priors_count <= 1.256 AND num__age <= -1.192 AND num__priors_count <= -0.4011 AND cat__sex_Female <= 0.5,0.02,HV_q
num__priors_count <= 1.256 AND num__age <= -1.192 AND num__priors_count <= -0.4011 AND cat__sex_Female > 0.5,0.02,HV_q
num__priors_count <= 1.256 AND num__age <= -1.192 AND num__priors_count > -0.4011,0.02,HV_q
num__priors_count <= 1.256 AND num__age > -1.192 AND num__age <= 2.645 AND cat__race_Asian > 0.5,0.02,HV_q
num__priors_count <= 1.256 AND num__age > -1.192 AND num__age > 2.645 AND num__age <= 2.728,0.02,HV_q
num__priors_count <= 1.256 AND num__age > -1.192 AND num__age > 2.645 AND num__age > 2.728,0.02,HV_q
num__priors_count > 1.256 AND num__age > -0.2748 AND num__age <= 0.3092 AND cat__race_African-American <= 0.5,0.02,HV_q
num__priors_count > 1.256 AND num__age > -0.2748 AND num__age <= 0.3092 AND cat__race_African-American > 0.5,0.02,HV_q
num__priors_count > 1.256 AND num__age > -0.2748 AND num__age > 0.3092 AND num__age <= 1.644,0.02,HV_q
num__priors_count > 1.256 AND num__age > -0.2748 AND num__age > 0.3092 AND num__age > 1.644,0.02,HV_q
num__age <= -1.109 AND num__age <= -1.192 AND num__priors_count <= -0.4011 AND cat__sex_Female <= 0.5,0.02,HV_q
num__age <= -1.109 AND num__age <= -1.192 AND num__priors_count <= -0.4011 AND cat__sex_Female > 0.5,0.02,HV_q
num__age <= -1.109 AND num__age <= -1.192 AND num__priors_count > -0.4011,0.02,HV_q
num__age <= -1.109 AND num__age > -1.192 AND cat__sex_Male <= 0.5 AND num__priors_count <= -0.5046,0.02,HV_q
num__age <= -1.109 AND num__age > -1.192 AND cat__sex_Male <= 0.5 AND num__priors_count > -0.5046,0.02,HV_q
num__age <= -1.109 AND num__age > -1.192 AND cat__sex_Male > 0.5 AND cat__c_charge_degree_M > 0.5,0.02,HV_q
num__age > -1.109 AND num__priors_count <= 1.049 AND cat__race_African-American <= 0.5 AND cat__race_Caucasian <= 0.5,0.02,HV_q
num__age > -1.109 AND num__priors_count > 1.049 AND num__age <= -0.1914 AND cat__race_African-American <= 0.5,0.02,HV_q
num__age > -1.109 AND num__priors_count > 1.049 AND num__age > -0.1914 AND num__age <= 1.227,0.02,HV_q
num__age > -1.109 AND num__priors_count > 1.049 AND num__age > -0.1914 AND num__age > 1.227,0.02,HV_q
num__age <= -1.192 AND num__priors_count <= -0.4011 AND cat__c_charge_degree_M <= 0.5 AND cat__race_Caucasian <= 0.5,0.02,HV_q
num__age <= -1.192 AND num__priors_count <= -0.4011 AND cat__c_charge_degree_M <= 0.5 AND cat__race_Caucasian > 0.5,0.02,HV_q
num__age > -1.192 AND num__priors_count <= 1.049 AND cat__race_Other <= 0.5 AND num__age > 2.395,0.02,HV_q
num__age > -1.192 AND num__priors_count > 1.049 AND num__age > -0.2748 AND num__age <= 1.394,0.02,HV_q
num__age > -1.192 AND num__priors_count > 1.049 AND num__age > -0.2748 AND num__age > 1.394,0.02,HV_q
num__age <= -1.026 AND cat__race_African-American <= 0.5 AND cat__sex_Female <= 0.5 AND num__age <= -1.109,0.02,HV_q
num__age <= -1.026 AND cat__race_African-American <= 0.5 AND cat__sex_Female <= 0.5 AND num__age > -1.109,0.02,HV_q
num__age <= -1.026 AND cat__race_African-American <= 0.5 AND cat__sex_Female > 0.5,0.02,HV_q
num__age <= -1.026 AND cat__race_African-American > 0.5 AND num__age <= -1.109 AND num__age <= -1.192,0.02,HV_q
num__age <= -1.026 AND cat__race_African-American > 0.5 AND num__age <= -1.109 AND num__age > -1.192,0.02,HV_q
num__age <= -1.026 AND cat__race_African-American > 0.5 AND num__age > -1.109 AND num__priors_count > -0.194,0.02,HV_q
num__age > -1.026 AND num__priors_count <= 0.8414 AND num__age <= 2.728 AND cat__race_Other > 0.5,0.02,HV_q
num__age > -1.026 AND num__priors_count <= 0.8414 AND num__age > 2.728 AND num__age <= 3.02,0.02,HV_q
num__age > -1.026 AND num__priors_count <= 0.8414 AND num__age > 2.728 AND num__age > 3.02,0.02,HV_q
num__age > -1.026 AND num__priors_count > 0.8414 AND num__age <= 1.31 AND cat__race_African-American <= 0.5,0.02,HV_q
num__age > -1.026 AND num__priors_count > 0.8414 AND num__age > 1.31 AND num__age <= 1.727,0.02,HV_q
num__age > -1.026 AND num__priors_count > 0.8414 AND num__age > 1.31 AND num__age > 1.727,0.02,HV_q
num__priors_count <= 1.256 AND num__age <= -0.8588 AND num__age <= -1.109 AND num__age <= -1.192,0.02,HV_q
num__priors_count <= 1.256 AND num__age <= -0.8588 AND num__age <= -1.109 AND num__age > -1.192,0.02,HV_q
num__priors_count <= 1.256 AND num__age <= -0.8588 AND num__age > -1.109 AND cat__race_African-American <= 0.5,0.02,HV_q
num__priors_count <= 1.256 AND num__age > -0.8588 AND num__age <= 2.812 AND num__priors_count > 1.049,0.02,HV_q
num__priors_count <= 1.256 AND num__age > -0.8588 AND num__age > 2.812,0.02,HV_q
num__priors_count > 1.256 AND num__age <= -0.1914 AND cat__sex_Male <= 0.5,0.02,HV_q
num__priors_count > 1.256 AND num__age > -0.1914 AND num__age <= 1.644 AND cat__race_African-American <= 0.5,0.02,HV_q
num__priors_count > 1.256 AND num__age > -0.1914 AND num__age <= 1.644 AND cat__race_African-American > 0.5,0.02,HV_q
num__priors_count > 1.256 AND num__age > -0.1914 AND num__age > 1.644 AND cat__race_Caucasian <= 0.5,0.02,HV_q
num__priors_count > 1.256 AND num__age > -0.1914 AND num__age > 1.644 AND cat__race_Caucasian > 0.5,0.02,HV_q
num__age <= -1.026 AND num__age <= -1.192 AND num__priors_count <= -0.4011 AND cat__race_Caucasian <= 0.5,0.02,HV_q
num__age <= -1.026 AND num__age <= -1.192 AND num__priors_count <= -0.4011 AND cat__race_Caucasian > 0.5,0.02,HV_q
num__age <= -1.026 AND num__age <= -1.192 AND num__priors_count > -0.4011 AND num__age <= -1.276,0.02,HV_q
num__age <= -1.026 AND num__age <= -1.192 AND num__priors_count > -0.4011 AND num__age > -1.276,0.02,HV_q
num__age <= -1.026 AND num__age > -1.192 AND cat__sex_Male <= 0.5,0.02,HV_q
num__age <= -1.026 AND num__age > -1.192 AND cat__sex_Male > 0.5 AND cat__race_African-American <= 0.5,0.02,HV_q
num__age > -1.026 AND num__priors_count <= 0.8414 AND cat__race_Other <= 0.5 AND num__age > 2.728,0.02,HV_q
num__age > -1.026 AND num__priors_count <= 0.8414 AND cat__race_Other > 0.5 AND num__priors_count <= 0.4273,0.02,HV_q
num__age > -1.026 AND num__priors_count > 0.8414 AND num__age <= -0.1914 AND cat__race_African-American <= 0.5,0.02,HV_q
num__age > -1.026 AND num__priors_count > 0.8414 AND num__age > -0.1914 AND num__age <= 1.31,0.02,HV_q
num__age > -1.026 AND num__priors_count > 0.8414 AND num__age > -0.1914 AND num__age > 1.31,0.02,HV_q
num__priors_count <= 1.256 AND num__age <= -0.8588 AND num__age <= -1.192 AND num__priors_count <= -0.6081,0.02,HV_q
num__priors_count <= 1.256 AND num__age <= -0.8588 AND num__age <= -1.192 AND num__priors_count > -0.6081,0.02,HV_q
num__priors_count <= 1.256 AND num__age <= -0.8588 AND num__age > -1.192 AND cat__race_African-American <= 0.5,0.02,HV_q
num__priors_count <= 1.256 AND num__age > -0.8588 AND num__age > 2.645 AND num__priors_count <= -0.6081,0.02,HV_q
num__priors_count <= 1.256 AND num__age > -0.8588 AND num__age > 2.645 AND num__priors_count > -0.6081,0.02,HV_q
num__priors_count > 1.256 AND num__age <= 0.476 AND cat__race_African-American <= 0.5 AND num__priors_count <= 3.016,0.02,HV_q
num__priors_count > 1.256 AND num__age <= 0.476 AND cat__race_African-American <= 0.5 AND num__priors_count > 3.016,0.02,HV_q
num__priors_count > 1.256 AND num__age <= 0.476 AND cat__race_African-American > 0.5 AND num__priors_count <= 1.877,0.02,HV_q
num__priors_count > 1.256 AND num__age > 0.476 AND num__age <= 1.394 AND cat__c_charge_degree_F > 0.5,0.02,HV_q
num__priors_count > 1.256 AND num__age > 0.476 AND num__age > 1.394 AND num__priors_count <= 2.084,0.02,HV_q
num__priors_count > 1.256 AND num__age > 0.476 AND num__age > 1.394 AND num__priors_count > 2.084,0.02,HV_q
num__age <= -1.192 AND cat__c_charge_degree_F <= 0.5,0.02,HV_q
num__age <= -1.192 AND cat__c_charge_degree_F > 0.5 AND num__priors_count <= -0.4011 AND num__age <= -1.276,0.02,HV_q
num__age <= -1.192 AND cat__c_charge_degree_F > 0.5 AND num__priors_count <= -0.4011 AND num__age > -1.276,0.02,HV_q
num__age <= -1.192 AND cat__c_charge_degree_F > 0.5 AND num__priors_count > -0.4011 AND cat__race_African-American <= 0.5,0.02,HV_q
num__age <= -1.192 AND cat__c_charge_degree_F > 0.5 AND num__priors_count > -0.4011 AND cat__race_African-American > 0.5,0.02,HV_q
num__age > -1.192 AND num__priors_count <= 1.049 AND num__age <= -0.8588 AND cat__race_African-American <= 0.5,0.02,HV_q
num__age > -1.192 AND num__priors_count <= 1.049 AND num__age > -0.8588 AND num__age > 2.812,0.02,HV_q
num__priors_count <= 1.256 AND num__age > -1.026 AND cat__race_Other <= 0.5 AND num__age > 1.978,0.02,HV_q
num__priors_count <= 1.256 AND num__age > -1.026 AND cat__race_Other > 0.5 AND num__priors_count > -0.4011,0.02,HV_q
num__priors_count > 1.256 AND num__age <= -0.2748 AND num__priors_count > 2.912,0.02,HV_q
num__priors_count > 1.256 AND num__age > -0.2748 AND num__age <= 1.31 AND num__priors_count <= 1.877,0.02,HV_q
num__priors_count > 1.256 AND num__age > -0.2748 AND num__age <= 1.31 AND num__priors_count > 1.877,0.02,HV_q
num__priors_count > 1.256 AND num__age > -0.2748 AND num__age > 1.31 AND num__age <= 1.644,0.02,HV_q
num__priors_count > 1.256 AND num__age > -0.2748 AND num__age > 1.31 AND num__age > 1.644,0.02,HV_q
num__age <= -1.192 AND num__priors_count <= -0.4011 AND cat__race_Caucasian <= 0.5 AND cat__sex_Female <= 0.5,0.02,HV_q
num__age <= -1.192 AND num__priors_count <= -0.4011 AND cat__race_Caucasian <= 0.5 AND cat__sex_Female > 0.5,0.02,HV_q
num__age > -1.192 AND num__priors_count <= 1.049 AND num__age <= 1.978 AND cat__race_Other > 0.5,0.02,HV_q
num__age > -1.192 AND num__priors_count <= 1.049 AND num__age > 1.978 AND num__priors_count > -0.6081,0.02,HV_q
num__age > -1.192 AND num__priors_count > 1.049 AND num__age <= -0.1914 AND cat__race_Hispanic > 0.5,0.02,HV_q
num__age <= -1.192 AND num__priors_count <= -0.4011 AND num__priors_count <= -0.6081 AND cat__race_African-American <= 0.5,0.02,HV_q
num__age <= -1.192 AND num__priors_count <= -0.4011 AND num__priors_count <= -0.6081 AND cat__race_African-American > 0.5,0.02,HV_q
num__age <= -1.192 AND num__priors_count <= -0.4011 AND num__priors_count > -0.6081 AND cat__race_Caucasian <= 0.5,0.02,HV_q
num__age > -1.192 AND num__age <= 1.394 AND cat__race_African-American <= 0.5 AND cat__race_Caucasian <= 0.5,0.02,HV_q
num__age > -1.192 AND num__age <= 1.394 AND cat__race_African-American > 0.5 AND num__age <= -1.109,0.02,HV_q
num__age > -1.192 AND num__age > 1.394 AND num__priors_count <= 0.01311 AND num__age > 3.02,0.02,HV_q
num__age > -1.192 AND num__age > 1.394 AND num__priors_count > 0.01311 AND num__priors_count <= 2.084,0.02,HV_q
num__age > -1.192 AND num__age > 1.394 AND num__priors_count > 0.01311 AND num__priors_count > 2.084,0.02,HV_q
num__priors_count <= 1.256 AND num__age <= -1.109 AND num__priors_count <= -0.4011 AND cat__sex_Male <= 0.5,0.02,HV_q
num__priors_count <= 1.256 AND num__age <= -1.109 AND num__priors_count <= -0.4011 AND cat__sex_Male > 0.5,0.02,HV_q
num__priors_count <= 1.256 AND num__age <= -1.109 AND num__priors_count > -0.4011 AND num__age <= -1.192,0.02,HV_q
num__priors_count <= 1.256 AND num__age <= -1.109 AND num__priors_count > -0.4011 AND num__age > -1.192,0.02,HV_q
num__priors_count <= 1.256 AND num__age > -1.109 AND cat__race_Other <= 0.5 AND num__age > 2.728,0.02,HV_q
num__priors_count <= 1.256 AND num__age > -1.109 AND cat__race_Other > 0.5 AND cat__sex_Male <= 0.5,0.02,HV_q
num__priors_count <= 1.256 AND num__age > -1.109 AND cat__race_Other > 0.5 AND cat__sex_Male > 0.5,0.02,HV_q
num__priors_count > 1.256 AND num__age <= -0.1914 AND cat__race_African-American <= 0.5,0.02,HV_q
num__priors_count > 1.256 AND num__age > -0.1914 AND num__age <= 1.227 AND cat__race_African-American <= 0.5,0.02,HV_q
num__priors_count > 1.256 AND num__age > -0.1914 AND num__age <= 1.227 AND cat__race_African-American > 0.5,0.02,HV_q
num__priors_count > 1.256 AND num__age > -0.1914 AND num__age > 1.227 AND num__age <= 1.644,0.02,HV_q
num__priors_count > 1.256 AND num__age > -0.1914 AND num__age > 1.227 AND num__age > 1.644,0.02,HV_q
num__age <= -0.8588 AND num__age <= -1.192 AND num__priors_count <= -0.4011 AND cat__race_Caucasian <= 0.5,0.02,HV_q
num__age <= -0.8588 AND num__age <= -1.192 AND num__priors_count <= -0.4011 AND cat__race_Caucasian > 0.5,0.02,HV_q
num__age <= -0.8588 AND num__age <= -1.192 AND num__priors_count > -0.4011,0.02,HV_q
num__age <= -0.8588 AND num__age > -1.192 AND cat__race_African-American <= 0.5 AND cat__sex_Female <= 0.5,0.02,HV_q
num__age <= -0.8588 AND num__age > -1.192 AND cat__race_African-American <= 0.5 AND cat__sex_Female > 0.5,0.02,HV_q
num__age <= -0.8588 AND num__age > -1.192 AND cat__race_African-American > 0.5 AND cat__sex_Male <= 0.5,0.02,HV_q
num__age > -0.8588 AND num__priors_count <= 1.256 AND cat__race_Other <= 0.5 AND num__age > 1.978,0.02,HV_q
num__age > -0.8588 AND num__priors_count <= 1.256 AND cat__race_Other > 0.5 AND num__priors_count <= -0.194,0.02,HV_q
num__age > -0.8588 AND num__priors_count <= 1.256 AND cat__race_Other > 0.5 AND num__priors_count > -0.194,0.02,HV_q
num__age > -0.8588 AND num__priors_count > 1.256 AND num__age <= -0.2748 AND num__priors_count > 2.705,0.02,HV_q
num__age > -0.8588 AND num__priors_count > 1.256 AND num__age > -0.2748 AND num__age <= 1.143,0.02,HV_q
num__age > -0.8588 AND num__priors_count > 1.256 AND num__age > -0.2748 AND num__age > 1.143,0.02,HV_q
num__priors_count <= 1.049 AND num__age > -1.192 AND cat__race_African-American <= 0.5 AND cat__race_Asian > 0.5,0.02,HV_q
num__priors_count <= 1.049 AND num__age > -1.192 AND cat__race_African-American > 0.5 AND num__age > 2.228,0.02,HV_q
num__priors_count > 1.049 AND num__age <= -0.2748 AND cat__sex_Male <= 0.5,0.02,HV_q
num__priors_count > 1.049 AND num__age > -0.2748 AND num__age <= 1.394 AND cat__race_African-American <= 0.5,0.02,HV_q
num__priors_count > 1.049 AND num__age > -0.2748 AND num__age <= 1.394 AND cat__race_African-American > 0.5,0.02,HV_q
num__priors_count > 1.049 AND num__age > -0.2748 AND num__age > 1.394 AND num__priors_count <= 2.084,0.02,HV_q
num__priors_count > 1.049 AND num__age > -0.2748 AND num__age > 1.394 AND num__priors_count > 2.084,0.02,HV_q
num__age <= -1.026 AND num__age <= -1.192 AND cat__race_African-American <= 0.5 AND cat__race_Caucasian <= 0.5,0.02,HV_q
num__age <= -1.026 AND num__age <= -1.192 AND cat__race_African-American <= 0.5 AND cat__race_Caucasian > 0.5,0.02,HV_q
num__age <= -1.026 AND num__age <= -1.192 AND cat__race_African-American > 0.5 AND num__priors_count <= -0.6081,0.02,HV_q
num__age <= -1.026 AND num__age <= -1.192 AND cat__race_African-American > 0.5 AND num__priors_count > -0.6081,0.02,HV_q
num__age > -1.026 AND num__priors_count <= 1.256 AND num__age <= 2.645 AND cat__race_Asian > 0.5,0.02,HV_q
num__age > -1.026 AND num__priors_count <= 1.256 AND num__age > 2.645 AND num__priors_count <= -0.6081,0.02,HV_q
num__age > -1.026 AND num__priors_count <= 1.256 AND num__age > 2.645 AND num__priors_count > -0.6081,0.02,HV_q
num__age > -1.026 AND num__priors_count > 1.256 AND num__age <= -0.1914 AND cat__race_African-American <= 0.5,0.02,HV_q
num__age > -1.026 AND num__priors_count > 1.256 AND num__age > -0.1914 AND num__age <= 1.394,0.02,HV_q
num__age > -1.026 AND num__priors_count > 1.256 AND num__age > -0.1914 AND num__age > 1.394,0.02,HV_q
num__priors_count <= 1.67 AND num__age <= 2.145 AND cat__race_Asian > 0.5,0.06,HH
num__priors_count <= 1.67 AND num__age > 2.145 AND num__priors_count > -0.6081 AND num__priors_count <= 0.2202,0.06,HH
num__priors_count <= 1.67 AND num__age > 2.145 AND num__priors_count > -0.6081 AND num__priors_count > 0.2202,0.06,HH
num__age > 0.9766 AND num__priors_count > 0.2202 AND num__priors_count <= 1.67 AND num__age > 1.769,0.06,HH
num__priors_count <= 0.8414 AND num__age > 2.812,0.06,HH
num__priors_count <= 1.256 AND num__age > 2.645,0.04,HH
num__priors_count > 1.256 AND num__age > 0.2257 AND num__age <= 0.9766 AND num__priors_count > 3.741,0.04,HH
num__age <= 0.9766 AND cat__race_Asian > 0.5,0.04,HH
