outer_seed,quadrant_var_thresh,quadrant_conflict_thresh
0,0.0030125476124836345,0.0
1,0.0029499873872748184,0.0
2,0.0033065584208533338,0.0
3,0.0034305734525107313,0.0
4,0.003132951144456774,0.0
5,0.0032647197225814367,0.0
6,0.002282824481678158,0.0
7,0.003437993980298174,0.04
8,0.0024522145214848842,0.0
9,0.0026860485194247223,0.0
