dataset,family,n_runs,mean_variance_mean,mean_variance_std,moran_i_mean,moran_i_std,n_hh_mean,n_hh_std,frac_significant_moran
adult,GBM,10,0.0013830996661781075,0.00013251134603268534,0.07493317280366249,0.021908948472710636,630.3,218.41349673396,1.0
adult,LogReg,10,5.6473741242153336e-05,4.0658925439060626e-05,0.013470488698575206,0.007339511244154995,57.2,34.17211338699047,1.0
adult,MLP,10,0.0015489658167271464,0.00013475707370281322,0.2284315044598244,0.03818922984710322,2187.2,269.0773536034243,1.0
adult,RF,10,0.002524963895484357,0.00030418133424890985,0.24277135423225643,0.011520918737600114,1493.0,265.8362068810208,1.0
adult,kNN,10,0.0016275302275632817,9.755233763920742e-05,0.14547969375292485,0.017117665018536038,869.0,137.49828281756024,1.0
