dataset,quadrant,n_runs,count_mean,count_std,fraction_mean,fraction_std,mean_var_p_mean,mean_var_p_std,mean_conflict_mean,mean_conflict_std,var_quantile,conflict_quantile
adult,A,10,938.3,122.38014544851629,0.0960487255604463,0.012527397425377855,0.0101111560450011,0.0012736890365393609,0.10760028450982775,0.02448494652062419,0.9,0.9
adult,B,10,38.7,122.38014544851629,0.003961510901832327,0.012527397425377857,0.005790478976586546,0.0,0.0,0.0,0.9,0.9
adult,C,10,7953.9,2650.3049069871186,0.8141979731804689,0.27129746207258865,0.0005725995409073348,0.00043532963572360004,0.024800800993604002,0.05345819025209875,0.9,0.9
adult,D,10,838.1,2650.3049069871186,0.08579179035725253,0.2712974620725887,0.00044209424260304076,0.0,0.0,0.0,0.9,0.9
